Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
Failed,,,3737,1535,67,573,0.129
Failed,,,4253,3054,49,116,0.302
Failed,,,2255,241,83,827,0.814
Failed,,,1445,3484,53,913,0.98
Failed,,,4438,670,16,156,0.401
Failed,,,2613,4698,100,659,0.044
Failed,,,919,1887,32,401,0.588
Failed,,,1024,2715,94,192,0.193
Failed,,,3099,526,26,997,0.674
Failed,,,4851,3909,60,438,0.754
Failed,,,1614,1724,23,743,0.362
Failed,,,2033,4496,43,516,0.465
Failed,,,3806,2309,77,290,0.915
Failed,,,3207,3223,9,771,0.528
Failed,,,291,1034,73,44,0.105
Failed,,,120,3300,31,638,0.851
Failed,,,3376,1113,89,427,0.268
Failed,,,1893,2387,61,174,0.704
Failed,,,1766,3833,82,88,0.624
Failed,,,4701,1644,38,846,0.01
Failed,,,2937,2635,72,342,0.437
Failed,,,1184,449,10,599,0.946
Failed,,,781,4934,66,809,0.336
Failed,,,2759,2120,4,4,0.782
Failed,,,4606,3717,88,562,0.648
Failed,,,1270,906,44,257,0.221
Failed,,,2413,2819,15,484,0.078
Failed,,,4088,7,55,711,0.556
Failed,,,3588,4113,37,231,0.889
Failed,,,576,1300,95,957,0.493
Failed,,,501,3040,58,613,0.569
Failed,,,3505,225,24,324,0.049
Failed,,,4172,4244,92,866,0.382
Failed,,,2487,1433,28,77,0.985
Failed,,,1365,4830,7,163,0.843
Failed,,,4670,2019,75,905,0.291
Failed,,,2694,3547,41,409,0.157
Failed,,,687,734,78,652,0.728
Failed,,,1100,4061,48,942,0.117
Failed,,,2862,1875,85,247,0.501
Failed,,,4775,2758,1,689,0.928
Failed,,,1851,570,69,494,0.439
Failed,,,1957,3189,98,267,0.359
Failed,,,4043,999,34,540,0.774
Failed,,,3283,4413,52,20,0.671
Failed,,,54,2227,18,794,0.213
Failed,,,856,3625,19,59,0.473
Failed,,,2522,812,63,754,0.892
Failed,,,4530,4910,29,313,0.535
Failed,,,1507,2096,91,508,0.081
Failed,,,2338,4168,70,735,0.247
Failed,,,4324,1353,12,461,0.635
Failed,,,3664,2960,80,980,0.808
Failed,,,339,149,40,207,0.323
Failed,,,349,2950,24,650,0.142
Failed,,,3655,139,58,408,0.725
Failed,,,4334,4177,28,904,0.828
Failed,,,2328,1364,92,162,0.288
Failed,,,1517,4920,75,77,0.383
Failed,,,4521,2105,7,866,0.997
Failed,,,2532,3614,78,322,0.57
Failed,,,847,803,41,611,0.062
Failed,,,942,3819,85,797,0.657
Failed,,,3028,1629,48,24,0.21
Failed,,,4923,2533,69,543,0.345
Failed,,,1695,347,1,269,0.771
Failed,,,2116,3431,34,496,0.929
Failed,,,3878,1245,99,691,0.451
Failed,,,2404,18,49,912,0.396
Failed,,,4244,250,15,560,0.234
Failed,,,3747,4337,95,1,0.337
Failed,,,411,1526,37,805,0.795
Failed,,,452,4967,98,226,0.587
Failed,,,3708,2155,34,969,0.047
Failed,,,4281,3684,51,473,0.4
Failed,,,2226,870,19,715,0.983
Failed,,,1473,2864,49,551,0.814
Failed,,,4408,50,84,262,0.305
Failed,,,2644,4068,1,804,0.128
Failed,,,891,1258,68,15,0.742
Failed,,,1074,3325,8,330,0.104
Failed,,,3052,1136,75,604,0.531
Failed,,,1213,1059,90,985,0.848
Failed,,,732,4305,36,671,0.494
Failed,,,2806,1490,96,398,0.886
Failed,,,4558,3097,14,917,0.557
Failed,,,1321,286,55,143,0.075
Failed,,,2365,3449,85,120,0.222
Failed,,,4139,637,47,815,0.645
Failed,,,3539,4733,63,374,0.783
Failed,,,624,1920,6,569,0.333
Failed,,,532,3660,44,977,0.729
Failed,,,3476,845,76,219,0.154
Failed,,,4200,4874,9,722,0.292
Failed,,,2458,2063,73,465,0.84
Failed,,,1393,4210,93,301,0.985
Failed,,,4640,1399,26,512,0.379
Failed,,,2725,2917,59,55,0.05
Failed,,,659,104,24,766,0.567
Failed,,,2569,182,39,647,0.811
Failed,,,4482,4289,71,167,0.634
Failed,,,1558,1476,11,894,0.25
Failed,,,2290,4797,31,871,0.08
Failed,,,4375,1983,88,66,0.538
Failed,,,3615,3580,22,624,0.891
Failed,,,387,769,60,319,0.476
Failed,,,358,3865,30,545,0.977
Failed,,,3605,1676,90,272,0.405
Failed,,,4345,2637,20,792,0.041
Failed,,,2281,452,62,19,0.592
Failed,,,1528,3302,79,245,0.734
Failed,,,4473,1115,40,941,0.132
Failed,,,4023,4715,49,209,0.434
Failed,,,2015,1904,84,983,0.95
Failed,,,1830,4364,51,756,0.846
Failed,,,4832,1552,19,61,0.271
Failed,,,2844,3081,98,502,0.16
Failed,,,1160,268,35,306,0.708
Failed,,,630,4528,91,102,0.075
Failed,,,2715,2341,29,844,0.56
Failed,,,4610,3225,57,348,0.886
Failed,,,1383,1037,25,590,0.498
Failed,,,2428,2718,42,675,0.332
Failed,,,4191,528,78,386,0.786
Failed,,,3448,3941,8,930,0.644
Failed,,,522,1755,74,141,0.224
Failed,,,595,2516,87,296,0.839
Failed,,,3529,329,45,523,0.295
Failed,,,4109,3791,65,42,0.152
Failed,,,2356,1603,5,768,0.731
Failed,,,2634,992,82,93,0.638
Failed,,,4379,4376,3,598,0.804
Failed,,,1464,2190,66,340,0.327
Failed,,,2196,4025,99,426,0.47
Failed,,,4272,1838,33,637,0.897
Failed,,,3679,2751,52,180,0.532
Failed,,,442,563,17,891,0.085
Failed,,,402,3372,56,79,0.283
Failed,,,3717,1182,13,852,0.835
Failed,,,2053,2896,91,800,0.509
Failed,,,3826,81,29,11,0.125
Failed,,,3226,4198,63,554,0.447
Failed,,,312,1387,20,265,0.936
Failed,,,139,4277,78,922,0.175
Failed,,,3396,1463,42,148,0.691
Failed,,,3969,2972,75,668,0.861
Failed,,,1912,162,7,395,0.255
Failed,,,1786,3559,27,372,0.417
Failed,,,4720,747,92,567,0.965
Failed,,,2956,4785,25,125,0.604
Failed,,,1204,1972,58,820,0.029
Failed,,,762,2785,18,526,0.627
Failed,,,2739,598,51,283,0.239
Failed,,,4586,3991,34,779,0.315
Failed,,,1251,1803,99,37,0.801
Failed,,,2393,4421,69,201,0.9
Failed,,,4069,2232,1,990,0.481
Failed,,,3570,3135,84,448,0.089
Failed,,,556,950,48,737,0.544
Failed,,,1870,2173,15,214,0.52
Failed,,,1978,4086,45,50,0.682
Failed,,,4062,1274,88,761,0.2
Failed,,,3302,2890,4,303,0.37
Failed,,,75,77,66,514,0.762
Failed,,,219,3124,32,172,0.003
Failed,,,3164,312,100,899,0.617
Failed,,,3888,4321,17,418,0.939
Failed,,,2145,1508,53,644,0.43
Failed,,,1706,4751,83,621,0.275
Failed,,,4952,1937,50,316,0.858
Failed,,,3037,3475,67,875,0.712
Failed,,,972,664,2,70,0.172
Failed,,,838,3977,74,275,0.548
Failed,,,2502,1788,9,533,0.071
Failed,,,4510,2682,76,30,0.486
Failed,,,1488,496,43,787,0.882
Failed,,,2318,3268,23,951,0.79
Failed,,,4306,1081,59,240,0.344
Failed,,,4054,2872,42,986,0.082
Failed,,,1979,61,78,197,0.537
Failed,,,1871,3693,58,33,0.636
Failed,,,4787,881,24,775,0.248
Failed,,,2891,4997,93,288,0.324
Failed,,,1118,2184,27,530,0.81
Failed,,,671,2611,99,816,0.41
Failed,,,2669,425,33,121,0.957
Failed,,,4657,3896,51,571,0.597
Failed,,,1341,1708,18,375,0.022
Failed,,,517,208,24,976,0.52
Failed,,,3969,4625,83,116,0.258
Failed,,,3026,2041,44,625,0.167
Failed,,,1946,1457,96,301,0.859
Failed,,,822,2222,70,736,0.317
Failed,,,2419,4787,6,243,0.226
Failed,,,2554,4219,60,927,0.809
Failed,,,42,3538,77,544,0.378
Failed,,,4255,3711,73,752,0.141
Failed,,,2657,1120,3,259,0.3
Failed,,,4726,2371,80,966,0.085
Failed,,,638,3107,14,77,0.822
Failed,,,1113,636,86,381,0.216
Failed,,,3602,1298,57,30,0.596
Failed,,,2739,3451,31,9,0.976
Failed,,,4206,4271,39,185,0.068
Failed,,,1064,1404,1,559,0.009
Failed,,,1982,241,36,862,0.178
Failed,,,1029,2676,91,371,0.274
Failed,,,3368,1673,30,290,0.062
Failed,,,4750,3565,18,153,0.322
Failed,,,1790,317,5,463,0.798
Failed,,,201,2902,72,954,0.644
Failed,,,4097,3056,81,748,0.875
Failed,,,2365,1137,93,931,0.494
Failed,,,950,22,69,120,0.949
Failed,,,4412,4518,28,980,0.205
Failed,,,3438,1953,99,472,0.363
Failed,,,2973,3269,54,313,0.428
Failed,,,497,2302,40,859,0.115
Failed,,,1765,3133,70,517,0.077
Failed,,,2075,4287,23,757,0.779
Failed,,,3880,4783,34,815,0.933
Failed,,,2150,1614,44,508,0.442
Failed,,,3737,3532,60,398,0.711
Failed,,,1247,4183,80,15,0.1
Failed,,,3264,221,38,91,0.327
Failed,,,2312,4632,54,950,0.581
Failed,,,1968,3675,89,183,0.947
Failed,,,1495,2355,57,101,0.762
Failed,,,1089,4839,73,487,0.866
Failed,,,4192,2087,86,866,0.807
Failed,,,4301,2588,29,447,0.303
Failed,,,2773,16,96,938,0.149
Failed,,,2276,669,44,138,0.825
Failed,,,1193,490,17,827,0.369
Failed,,,3703,2421,50,710,0.944
Failed,,,2126,3081,59,320,0.215
Failed,,,3838,1172,70,3,0.659
Failed,,,415,4330,35,895,0.437
Failed,,,333,1647,7,644,0.849
Failed,,,4895,773,88,666,0.289
Failed,,,857,3787,4,305,0.558
Failed,,,4429,2970,10,847,0.673
Failed,,,3145,584,97,162,0.299
Failed,,,1815,4797,41,680,0.895
Failed,,,2392,902,7,618,0.771
Failed,,,1492,976,31,417,0.329
Failed,,,621,400,88,487,0.812
Failed,,,999,66,98,328,0.422
Failed,,,4048,4592,41,841,0.758
Failed,,,3184,2237,64,61,0.615
Failed,,,1858,3012,20,544,0.205
Failed,,,3090,474,38,457,0.159
Failed,,,329,4475,72,933,0.817
Failed,,,3635,2286,10,129,0.301
Failed,,,4315,3277,81,688,0.131
Failed,,,2308,1092,39,383,0.737
Failed,,,1498,2692,22,359,0.591
Failed,,,4500,505,61,586,0.044
Failed,,,2512,3967,30,105,0.404
Failed,,,828,1779,89,832,0.979
Failed,,,962,3466,37,514,0.365
Failed,,,3046,654,96,303,0.753
Failed,,,4942,4761,15,759,0.677
Failed,,,1715,1947,54,48,0.191
Failed,,,2135,4331,87,213,0.108
Failed,,,3898,1517,45,971,0.527
Failed,,,3154,3114,66,467,0.919
Failed,,,229,303,4,725,0.465
Failed,,,65,2881,100,67,0.709
Failed,,,3311,67,32,872,0.157
Failed,,,4052,4095,53,314,0.272
Failed,,,1987,1284,17,618,0.843
Failed,,,1860,4994,49,642,0.951
Failed,,,4805,2182,83,415,0.431
Failed,,,2872,3701,2,895,0.015
Failed,,,1128,888,68,169,0.618
Failed,,,677,3888,8,487,0.225
Failed,,,2665,1701,74,698,0.641
Failed,,,4661,2614,43,241,0.787
Failed,,,1335,426,77,952,0.329
Failed,,,2478,3357,59,788,0.499
Failed,,,4142,1167,23,30,0.883
Failed,,,3494,4552,94,535,0.561
Failed,,,472,2366,26,277,0.072
Failed,,,566,3126,14,184,0.99
Failed,,,3560,940,56,879,0.376
Failed,,,4078,4431,35,437,0.054
Failed,,,2383,2243,97,633,0.563
Failed,,,1261,4002,64,609,0.732
Failed,,,4576,1812,5,336,0.149
Failed,,,2748,2774,86,856,0.296
Failed,,,752,588,47,82,0.836
Failed,,,1194,4776,79,264,0.444
Failed,,,2966,1961,40,553,0.922
Failed,,,4710,3568,71,10,0.507
Failed,,,1796,757,12,799,0.111
Failed,,,1902,2982,29,963,0.217
Failed,,,3978,171,91,221,0.664
Failed,,,3386,4267,20,716,0.779
Failed,,,148,1454,62,474,0.352
Failed,,,302,4189,42,818,0.599
Failed,,,3235,1376,78,122,0.02
Failed,,,3815,2905,7,563,0.412
Failed,,,2246,4665,1,38,0.326
Failed,,,4223,2477,69,780,0.807
Failed,,,3726,3362,48,284,0.637
Failed,,,392,1173,84,526,0.246
Failed,,,432,2742,45,443,0.388
Failed,,,3689,552,87,748,0.994
Failed,,,4262,4034,5,190,0.575
Failed,,,2205,1848,65,995,0.058
Failed,,,1454,4386,94,768,0.145
Failed,,,4388,2200,38,41,0.72
Failed,,,2624,3171,54,521,0.832
Failed,,,872,983,16,295,0.284
Failed,,,1094,4222,60,114,0.934
Failed,,,3071,1411,22,825,0.448
Failed,,,4918,3027,88,367,0.122
Failed,,,1583,214,32,578,0.51
Failed,,,2100,3535,11,664,0.66
Failed,,,3776,721,71,406,0.206
Failed,,,3276,4808,39,910,0.348
Failed,,,263,1997,81,153,0.767
Failed,,,109,4888,23,558,0.032
Failed,,,3423,2074,59,253,0.603
Failed,,,3940,3611,27,812,0.968
Failed,,,1943,801,93,7,0.416
Failed,,,1757,2948,73,234,0.258
Failed,,,4751,136,10,960,0.86
Failed,,,2926,4145,76,479,0.694
Failed,,,1231,1332,44,706,0.174
Failed,,,711,3405,83,888,0.546
Failed,,,2787,1218,50,177,0.088
Failed,,,4539,4621,66,634,0.484
Failed,,,1301,2433,3,423,0.899
Failed,,,2346,3801,33,337,0.803
Failed,,,4118,1612,99,594,0.314
Failed,,,3519,2505,17,91,0.242
Failed,,,604,320,53,849,0.626
Failed,,,512,3932,90,693,0.312
Failed,,,3457,1745,30,498,0.821
Failed,,,4181,2727,62,939,0.749
Failed,,,2437,538,20,244,0.135
Failed,,,1373,3235,41,17,0.04
Failed,,,4620,1046,79,791,0.58
Failed,,,2705,4517,13,272,0.976
Failed,,,640,2332,69,545,0.393
Failed,,,1169,3071,7,863,0.764
Failed,,,2834,257,63,74,0.369
Failed,,,4842,4373,47,617,0.203
Failed,,,1820,1563,85,328,0.681
Failed,,,787,4597,28,137,0.652
Failed,,,2550,2408,91,926,0.229
Failed,,,4463,3311,25,384,0.341
Failed,,,1538,1126,57,673,0.791
Failed,,,2271,2648,78,587,0.879
Failed,,,4355,461,42,345,0.487
Failed,,,3594,3854,74,841,0.068
Failed,,,367,1667,8,98,0.549
Failed,,,377,3590,76,763,0.061
Failed,,,3624,779,44,52,0.573
Failed,,,4365,4787,73,509,0.996
Failed,,,2299,1974,9,298,0.386
Failed,,,1548,4280,27,462,0.287
Failed,,,4492,1466,93,720,0.831
Failed,,,2559,3004,24,215,0.724
Failed,,,817,193,58,973,0.145
Failed,,,990,4449,18,683,0.513
Failed,,,2977,2259,52,378,0.121
Failed,,,4973,3153,33,936,0.45
Failed,,,2825,4681,46,785,0.865
Failed,,,1140,2496,87,27,0.251
Failed,,,649,2927,39,319,0.904
Failed,,,2734,113,80,623,0.477
Failed,,,4630,4200,11,64,0.093
Failed,,,1402,1390,72,869,0.539
Failed,,,2448,4865,89,892,0.631
Failed,,,1573,4540,62,289,0.006
Failed,,,4889,2353,21,531,0.613
Failed,,,3061,3334,90,36,0.942
Failed,,,1064,1147,29,778,0.425
Failed,,,881,4078,97,568,0.794
Failed,,,2654,1267,36,373,0.34
Failed,,,4398,2853,55,815,0.233
Failed,,,3949,4575,21,885,0.165
Failed,,,200,4649,86,389,0.956
Failed,,,3144,2459,46,678,0.408
Failed,,,3868,3421,64,135,0.021
Failed,,,2125,1236,6,924,0.596
Failed,,,1685,2524,35,838,0.7
Failed,,,4933,336,97,95,0.183
Failed,,,3018,3828,13,592,0.263
Failed,,,952,1639,57,350,0.869
Failed,,,3135,4638,18,250,0.118
Failed,,,210,2450,52,946,0.514
Failed,,,45,4403,46,350,0.254
Failed,,,3293,2216,86,592,0.864
Failed,,,4033,3198,6,97,0.691
Failed,,,1968,1010,64,839,0.178
Failed,,,1841,2768,97,925,0.028
Failed,,,4785,580,36,136,0.606
Failed,,,2853,4051,56,679,0.963
Failed,,,1110,1866,13,390,0.419
Failed,,,697,3538,63,204,0.8
Failed,,,2684,724,19,978,0.318
Failed,,,4680,4839,90,458,0.239
Failed,,,1355,2029,29,731,0.63
Failed,,,2497,4254,12,505,0.542
Failed,,,4163,1442,70,309,0.092
Failed,,,3515,3029,40,751,0.48
Failed,,,492,216,80,56,0.903
Failed,,,586,4104,67,401,0.035
Failed,,,3579,1290,2,659,0.583
Failed,,,4098,2828,83,154,0.971
Failed,,,1280,3727,16,826,0.309
Failed,,,4596,915,53,115,0.825
Failed,,,2769,4924,32,572,0.745
Failed,,,771,2111,100,361,0.139
Failed,,,1174,2626,26,46,0.519
Failed,,,2947,439,94,773,0.1
Failed,,,4692,3842,23,293,0.456
Failed,,,1776,1654,60,520,0.91
Failed,,,1884,4585,77,746,0.761
Failed,,,3959,2396,43,442,0.373
Failed,,,3366,3289,73,1000,0.2
Failed,,,130,1104,9,195,0.685
Failed,,,282,3213,89,601,0.422
Failed,,,3217,1024,31,343,0.943
Failed,,,3797,4505,61,847,0.61
Failed,,,2043,2319,21,89,0.007
Failed,,,1604,3920,38,174,0.166
Failed,,,4861,1733,82,885,0.717
Failed,,,3089,2704,11,429,0.852
Failed,,,1034,517,72,640,0.28
Failed,,,929,4689,4,954,0.874
Failed,,,2603,1877,65,227,0.49
Failed,,,4448,3493,45,708,0.064
Failed,,,1436,680,88,482,0.553
Failed,,,2265,3064,55,255,0.649
Failed,,,4899,4549,42,84,0.914
Failed,,,1563,2364,77,857,0.468
Failed,,,2082,3886,57,880,0.361
Failed,,,3756,1699,25,185,0.757
Failed,,,3257,2583,92,627,0.673
Failed,,,245,394,28,432,0.196
Failed,,,89,2660,70,774,0.946
Failed,,,3405,473,13,32,0.434
Failed,,,3921,3964,79,529,0.011
Failed,,,1924,1776,41,286,0.621
Failed,,,1739,4473,21,450,0.705
Failed,,,4731,2283,62,740,0.162
Failed,,,2906,3246,30,196,0.269
Failed,,,1150,4672,52,580,0.214
Failed,,,2815,2485,17,353,0.668
Failed,,,4823,3398,100,834,0.775
Failed,,,1800,1210,33,108,0.356
Failed,,,2006,2578,3,131,0.44
Failed,,,3993,389,67,936,0.925
Failed,,,3332,3773,50,377,0.502
Failed,,,8,1587,82,682,0.115
Failed,,,169,4009,16,25,0.868
Failed,,,3173,1820,54,782,0.266
Failed,,,3841,2811,38,278,0.182
Failed,,,2156,625,95,536,0.703
Failed,,,1658,3163,65,700,0.595
Failed,,,4963,976,5,489,0.024
Failed,,,2987,4438,87,947,0.407
Failed,,,980,2250,46,236,0.959
Failed,,,807,2995,80,421,0.322
Failed,,,2541,4607,69,499,0.298
Failed,,,797,2418,13,694,0.818
Failed,,,1009,2846,63,900,0.462
Failed,,,2997,34,6,158,0.92
Failed,,,4993,4131,86,653,0.524
Failed,,,1667,1317,47,411,0.109
Failed,,,2185,4951,14,325,0.188
Failed,,,3850,2137,56,614,0.678
Failed,,,3202,3743,36,71,0.75
Failed,,,180,933,96,860,0.366
Failed,,,36,3511,2,455,0.62
Failed,,,3343,696,68,728,0.014
Failed,,,1291,4612,38,995,0.566
Failed,,,4549,2422,95,190,0.053
Failed,,,2777,3414,15,749,0.379
Failed,,,721,1228,54,445,0.989
Failed,,,1241,4156,22,149,0.355
Failed,,,2916,1341,61,907,0.778
Failed,,,4761,2938,32,403,0.667
Failed,,,1748,127,88,661,0.217
Failed,,,1953,3602,71,576,0.114
Failed,,,3930,791,11,365,0.506
Failed,,,3433,4897,81,821,0.925
Failed,,,99,2084,39,110,0.443
Failed,,,273,4819,59,705,0.695
Failed,,,3267,2006,23,479,0.186
Failed,,,3786,3525,93,959,0.259
Failed,,,2091,712,27,232,0.873
Failed,,,1593,3018,10,6,0.953
Failed,,,4908,204,72,810,0.413
Failed,,,3081,4232,44,252,0.017
Failed,,,1084,1421,76,557,0.6
Failed,,,862,3181,50,851,0.243
Failed,,,4233,4654,97,333,0.719
Failed,,,2237,2468,35,607,0.148
Failed,,,1425,3756,5,630,0.057
Failed,,,4419,1570,64,435,0.578
Failed,,,2594,2551,46,876,0.993
Failed,,,900,363,86,181,0.391
Failed,,,1044,4862,40,476,0.766
Failed,,,3119,2051,80,718,0.351
Failed,,,4871,3637,12,221,0.205
Failed,,,1633,824,71,964,0.663
Failed,,,483,4562,10,829,0.394
Failed,,,3485,2375,72,103,0.973
Failed,,,4153,3347,38,583,0.581
Failed,,,2469,1159,81,356,0.037
Failed,,,1345,2605,61,379,0.136
Failed,,,4651,416,21,684,0.746
Failed,,,2675,3897,89,126,0.822
Failed,,,667,1712,30,931,0.309
Failed,,,1119,3711,96,725,0.908
Failed,,,2882,897,37,468,0.458
Failed,,,4795,4983,55,972,0.097
Failed,,,3645,4484,26,697,0.228
Failed,,,320,2297,94,486,0.655
Failed,,,316,3276,35,261,0.5
Failed,,,3651,1087,97,550,0.116
Failed,,,4300,4481,14,14,0.438
Failed,,,2322,2295,56,803,0.927
Failed,,,1492,3974,86,968,0.774
Failed,,,4504,1787,46,226,0.358
Failed,,,2508,2690,64,714,0.212
Failed,,,834,502,5,472,0.67
Failed,,,973,4762,71,184,0.048
Failed,,,3028,1950,12,880,0.569
Failed,,,4961,3459,80,431,0.983
Failed,,,1704,646,40,626,0.381
Failed,,,2143,3108,20,603,0.29
Failed,,,3897,294,62,329,0.842
Failed,,,3156,4332,29,856,0.727
Failed,,,221,1521,91,83,0.156
Failed,,,74,4099,7,740,0.893
Failed,,,3310,1285,75,451,0.474
Failed,,,1478,2777,53,483,0.928
Failed,,,3494,3377,12,659,0.107
Failed,,,4435,790,64,168,0.452
Failed,,,982,4028,29,808,0.705
Failed,,,4909,2967,36,345,0.586
Failed,,,3331,379,90,853,0.994
Failed,,,1641,970,50,38,0.033
Failed,,,4129,1627,17,436,0.654
Failed,,,169,1791,32,141,0.886
Failed,,,1744,4358,93,650,0.545
Failed,,,2217,542,63,568,0.727
Failed,,,3129,4960,47,459,0.489
Failed,,,4566,3885,21,523,0.937
Failed,,,2054,3208,41,890,0.374
Failed,,,1271,1888,9,831,0.431
Failed,,,2819,2633,99,192,0.661
Failed,,,3781,49,26,698,0.756
Failed,,,329,4457,67,340,0.027
Failed,,,411,2145,89,89,0.688
Failed,,,3862,2727,4,950,0.466
Failed,,,2899,297,71,441,0.124
Failed,,,1351,4560,37,582,0.845
Failed,,,2131,896,19,639,0.91
Failed,,,3679,3976,79,281,0.181
Failed,,,4640,1548,49,772,0.277
Failed,,,1188,3309,58,133,0.507
Failed,,,715,448,42,325,0.391
Failed,,,4803,4702,52,717,0.637
Failed,,,3204,2267,25,208,0.795
Failed,,,2291,2859,85,819,0.05
Failed,,,1826,1699,65,899,0.239
Failed,,,4335,1018,95,501,0.573
Failed,,,248,4108,10,392,0.335
Failed,,,119,1191,55,795,0.836
Failed,,,2629,1839,88,678,0.475
Failed,,,1715,3600,22,286,0.744
Failed,,,2500,2440,28,494,0.559
Failed,,,3413,3022,68,602,0.282
Failed,,,4989,587,7,95,0.128
Failed,,,902,4851,98,985,0.904
Failed,,,4516,3156,92,417,0.77
Failed,,,3573,727,34,911,0.678
Failed,,,2025,3817,74,50,0.416
Failed,,,1555,153,82,234,0.356
Failed,,,3103,4407,16,874,0.609
Failed,,,4044,1976,61,367,0.955
Failed,,,592,2568,46,725,0.203
Failed,,,559,1492,59,413,0.455
Failed,,,4021,3322,50,555,0.7
Failed,,,3047,913,76,62,0.858
Failed,,,1510,3925,17,922,0.113
Failed,,,3520,4573,71,222,0.915
Failed,,,4491,2162,6,729,0.512
Failed,,,879,1084,13,173,0.626
Failed,,,4956,4086,97,783,0.404
Failed,,,2445,3512,64,682,0.784
Failed,,,1662,2333,82,599,0.973
Failed,,,2585,2837,23,490,0.244
Failed,,,4171,422,53,997,0.34
Failed,,,94,4764,43,107,0.57
Failed,,,283,575,100,705,0.073
Failed,,,4360,4907,10,314,0.833
Failed,,,2792,2492,68,823,0.741
Failed,,,1869,3006,27,212,0.48
Failed,,,2337,1826,20,6,0.295
Failed,,,3260,3656,85,895,0.548
Failed,,,4825,1243,40,404,0.894
Failed,,,748,4255,56,513,0.141
Failed,,,1213,1999,46,945,0.775
Failed,,,4675,2503,62,85,0.006
Failed,,,3722,92,13,594,0.413
Failed,,,2184,4434,79,452,0.682
Failed,,,1407,750,74,269,0.622
Failed,,,2944,3752,33,628,0.346
Failed,,,3895,1343,94,136,0.192
Failed,,,433,3182,3,776,0.968
Failed,,,353,842,31,527,0.255
Failed,,,3816,4012,66,386,0.525
Failed,,,2863,1444,11,879,0.932
Failed,,,1325,3433,96,18,0.164
Failed,,,2109,2093,51,203,0.096
Failed,,,3648,2760,42,843,0.872
Failed,,,4598,195,84,336,0.718
Failed,,,1136,4682,25,695,0.441
Failed,,,673,1566,78,763,0.583
Failed,,,3183,993,57,646,0.231
Failed,,,2260,4153,48,255,0.991
Failed,,,2713,4813,89,571,0.046
Failed,,,4278,2244,38,65,0.39
