Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
Completed,0.91,6,3739,476,88,1,0.001
Completed,0.91,5,1240,144,25,1,0.523
Completed,0.91,0,1,4583,100,1,0.001
Completed,0.91,0,5000,3465,1,1,0.001
Completed,0.91,0,5000,4743,30,1,0.001
Completed,0.91,0,1,1446,39,1,0.001
Completed,0.91,0,5000,3950,86,1,0.001
Completed,0.91,0,1,3250,16,1000,0.999
Completed,0.91,0,5000,3270,24,1000,0.999
Completed,0.91,0,5000,4624,1,1000,0.999
Completed,0.91,0,5000,3929,32,1000,0.001
Completed,0.91,0,5000,4554,26,599,0.001
Completed,0.91,0,1,3999,100,1000,0.001
Completed,0.91,0,5000,4119,44,1000,0.999
Completed,0.91,0,2017,2898,100,1,0.001
Completed,0.91,0,1,2025,23,1000,0.999
Completed,0.91,5,1747,120,55,1,0.092
Completed,0.91,0,2375,4734,1,1,0.001
Completed,0.91,0,1,2181,27,1,0.001
Completed,0.91,0,1,1415,36,1000,0.001
Completed,0.91,0,1,1322,1,422,0.999
Completed,0.91,0,5000,3973,73,1000,0.001
Completed,0.91,0,1,1665,42,504,0.999
Completed,0.91,0,24,3930,51,1000,0.001
Completed,0.91,0,5000,1859,100,1000,0.001
Completed,0.91,0,5000,1962,47,616,0.001
Completed,0.91,0,5000,2131,39,1000,0.653
Completed,0.91,0,5000,3388,100,1,0.999
Completed,0.91,0,1,3232,1,1,0.001
Completed,0.91,0,3538,2488,1,1000,0.999
Completed,0.91,0,1,3057,1,1,0.001
Completed,0.91,0,5000,3581,100,1,0.999
Completed,0.91,0,1,4834,68,1000,0.999
Completed,0.91,0,1,5000,1,782,0.001
Completed,0.91,0,5000,4848,88,1000,0.999
Completed,0.91,0,1,1720,100,1000,0.587
Completed,0.91,0,1,3885,100,1,0.999
Completed,0.91,0,1,2864,1,1000,0.999
Completed,0.91,0,1,994,1,1,0.513
Completed,0.91,0,5000,4382,100,1000,0.999
Completed,0.91,0,5000,2336,1,1000,0.427
Completed,0.91,0,1,4916,100,1,0.999
Completed,0.91,0,1,5000,67,1000,0.001
Completed,0.91,0,1,4303,22,1,0.701
Completed,0.91,0,1,2399,100,1000,0.001
Completed,0.91,0,1,1221,12,1000,0.001
Completed,0.91,0,5000,4907,100,1,0.999
Completed,0.91,0,5000,5000,100,1,0.999
Completed,0.91,0,5000,5000,88,1000,0.999
Completed,0.91,0,4670,2497,100,1,0.999
Completed,0.91,3,1,161,1,1,0.999
Completed,0.91,0,2983,1417,100,681,0.907
Completed,0.9,66,3622,157,62,414,0.001
Completed,0.91,0,2859,1495,24,702,0.844
Completed,0.91,0,3075,1373,1,644,0.999
Completed,0.92,160,3634,274,62,587,0.999
Completed,0.91,75,3681,81,61,548,0.752
Completed,0.91,0,3621,1618,26,364,0.072
Completed,0.91,0,1266,1739,73,343,0.438
Completed,0.91,72,4858,258,63,313,0.001
Completed,0.91,7,852,156,60,1,0.601
Completed,0.91,0,4140,674,60,1,0.607
Completed,0.91,0,3190,742,60,487,0.634
Completed,0.91,0,5000,3942,16,409,0.999
Completed,0.91,0,4051,1019,57,1000,0.556
Completed,0.91,0,4497,1019,59,1,0.514
Completed,0.91,0,1,2668,75,452,0.001
Completed,0.91,0,5000,731,60,218,0.632
Completed,0.91,0,5000,2217,87,448,0.001
Completed,0.91,5,1,133,35,1,0.001
Completed,0.91,0,4482,1008,38,517,0.001
Completed,0.91,0,1469,3953,50,454,0.999
Completed,0.91,0,5000,2511,43,503,0.181
Completed,0.91,0,4932,619,60,1,0.604
Completed,0.91,0,5000,3700,39,1,0.001
Completed,0.91,0,4645,2529,22,399,0.689
Completed,0.91,0,1,5000,21,1,0.999
Completed,0.91,0,4855,4449,66,1,0.999
Completed,0.91,0,5000,2753,82,531,0.001
Completed,0.91,0,7,3096,1,566,0.564
Completed,0.91,5,775,96,60,1,0.615
Completed,0.91,0,1,2890,100,1,0.999
Completed,0.91,0,5000,3540,95,370,0.001
Completed,0.91,0,1,3567,84,1000,0.001
Completed,0.91,0,5000,820,58,507,0.593
Completed,0.91,0,1144,1748,11,1000,0.001
Completed,0.91,0,2926,2707,24,729,0.862
Completed,0.91,0,2607,4168,1,727,0.862
Completed,0.91,0,774,761,1,86,0.381
Completed,0.91,0,3021,4339,1,567,0.001
Completed,0.91,0,291,2461,1,86,0.385
Completed,0.91,0,139,2124,1,533,0.62
Completed,0.91,0,2205,4379,100,116,0.222
Completed,0.91,0,4229,1382,1,87,0.377
Completed,0.91,0,2923,4453,1,593,0.999
Completed,0.91,0,4107,4902,1,88,0.375
Completed,0.91,0,4654,1488,100,567,0.001
Completed,0.91,0,1319,2903,1,567,0.001
Completed,0.91,0,4730,4104,1,533,0.62
Completed,0.91,0,941,2010,100,166,0.821
Completed,0.91,0,604,3845,100,85,0.377
Completed,0.91,0,286,4675,53,84,0.383
Completed,0.91,0,3278,2183,1,123,0.222
Completed,0.91,0,3894,1373,100,88,0.373
Completed,0.91,0,3874,3217,100,165,0.82
Completed,0.91,0,730,2214,100,730,0.863
Completed,0.91,0,4692,1478,100,85,0.383
Completed,0.91,0,2931,1057,100,567,0.001
Completed,0.91,0,4984,1906,100,592,0.999
Completed,0.91,0,908,2350,1,567,0.001
Completed,0.91,0,3,1353,1,568,0.001
Completed,0.91,0,5000,4051,100,566,0.001
Completed,0.91,0,326,4756,100,281,0.413
Completed,0.91,0,2318,3663,1,143,0.69
Completed,0.91,0,4878,1592,1,904,0.489
Completed,0.91,0,3242,909,1,730,0.866
Completed,0.91,94,2006,365,82,288,0.393
Completed,0.91,0,3920,2784,26,863,0.578
Completed,0.91,0,3174,1438,56,216,0.784
Completed,0.91,0,244,4175,13,633,0.222
Completed,0.91,0,1056,2223,42,609,0.009
Completed,0.91,0,2971,4647,98,58,0.943
Completed,0.91,0,4742,840,22,895,0.676
Completed,0.91,0,1813,3571,65,439,0.364
Completed,0.91,0,1429,1747,18,91,0.517
Completed,0.91,0,4516,3853,75,510,0.454
Completed,0.91,0,703,3096,89,988,0.845
Completed,0.91,0,500,1134,60,771,0.881
Completed,0.91,0,3586,3246,3,313,0.07
Completed,0.91,0,4323,1900,80,734,0.303
Completed,0.91,0,2252,4943,35,184,0.738
Completed,0.91,0,2435,2078,72,909,0.218
Completed,0.91,0,4114,4811,15,492,0.78
Completed,0.91,0,3603,965,93,588,0.606
Completed,0.91,0,440,3388,48,13,0.419
Completed,0.91,0,2542,2913,62,686,0.634
Completed,0.91,0,4547,1606,32,267,0.994
Completed,0.91,0,1383,4026,77,819,0.059
Completed,0.91,0,1625,658,30,712,0.842
Completed,0.91,0,4945,3702,86,139,0.156
Completed,0.91,0,2969,2395,9,785,0.481
Completed,0.91,0,1133,4506,52,366,0.545
Completed,0.91,0,71,1305,95,393,0.696
Completed,0.91,10,5000,209,68,1,0.999
Completed,0.91,0,5000,699,79,567,0.999
Completed,0.91,0,5000,568,100,1,0.001
Completed,0.91,0,5000,4247,100,1000,0.001
Completed,0.91,0,1,3429,1,532,0.999
Completed,0.91,0,1,1847,1,1000,0.999
Completed,0.91,0,1,3061,100,918,0.001
Completed,0.91,0,5000,4478,100,1000,0.001
Completed,0.91,10,1,214,70,1,0.999
Completed,0.91,0,5000,3478,1,1000,0.001
Completed,0.91,9,5000,188,66,1,0.001
Completed,0.91,0,5000,3022,77,509,0.001
Completed,0.91,0,5000,2805,100,1000,0.001
Completed,0.91,0,5000,1227,1,700,0.999
Completed,0.91,0,1,610,100,1000,0.001
Completed,0.91,0,5000,2955,16,1,0.999
Completed,0.91,0,1,4857,1,1000,0.001
Completed,0.91,0,1,2431,1,631,0.999
Completed,0.91,0,1,1921,1,1000,0.001
Completed,0.91,0,5000,3352,41,368,0.001
Completed,0.91,0,1,4664,100,1000,0.999
Completed,0.91,0,1,1921,100,516,0.001
Completed,0.91,0,5000,1500,1,1,0.001
Completed,0.91,0,1,2752,100,1000,0.999
Completed,0.91,0,1,3732,1,1000,0.001
Completed,0.91,0,1,4609,1,1000,0.001
Completed,0.91,0,1,3130,20,1,0.999
Completed,0.91,7,5000,153,65,1,0.999
Completed,0.91,0,5000,3298,1,1000,0.001
Completed,0.91,0,5000,3403,100,532,0.999
Completed,0.91,0,5000,2047,1,478,0.999
Completed,0.91,7,1,138,52,1,0.001
Completed,0.91,9,3549,162,73,1,0.577
Completed,0.91,0,5000,1910,100,1,0.999
Completed,0.91,0,3800,2286,100,1,0.001
Completed,0.91,0,1,4859,100,1000,0.001
Completed,0.91,0,1,4125,100,1000,0.999
Completed,0.91,0,1,4010,1,327,0.001
Completed,0.91,0,1,4329,1,1,0.001
Completed,0.91,0,1,3597,1,1,0.001
Completed,0.91,0,2211,2006,59,475,0.427
Completed,0.91,0,2764,4575,50,722,0.728
Completed,0.91,32,4506,298,98,53,0.891
Completed,0.91,0,527,2574,7,798,0.202
Completed,0.91,0,1190,725,37,960,0.079
Completed,0.91,0,3764,3312,72,207,0.762
Completed,0.91,0,3348,1497,21,506,0.614
Completed,0.91,0,1704,3752,86,251,0.29
Completed,0.91,43,1381,439,17,147,0.641
Completed,0.91,0,3653,3027,77,894,0.45
Completed,0.91,1,4086,2500,28,318,0.177
Completed,0.91,0,889,4756,68,564,0.976
Completed,0.91,0,223,1677,88,663,0.864
Completed,0.91,0,4829,4245,4,410,0.041
Completed,0.91,0,3065,1180,56,865,0.33
Completed,0.91,0,1889,3455,41,111,0.513
Completed,0.91,0,2076,998,82,558,0.241
Completed,0.91,0,2932,3742,16,311,0.916
Completed,0.91,0,4957,1770,63,978,0.705
Completed,0.91,0,31,4182,29,233,0.39
Completed,0.91,0,773,2202,3,12,0.269
Completed,0.91,0,4295,4926,93,764,0.578
Completed,0.91,82,3439,494,42,462,0.803
Completed,0.91,0,1492,2925,52,717,0.106
Completed,0.91,0,1832,1325,46,824,0.956
Completed,0.91,0,3157,4050,61,77,0.141
Completed,0.91,0,3951,828,11,649,0.492
Completed,0.91,1,1057,3260,96,405,0.667
Completed,0.91,0,4617,2753,32,624,0.354
Completed,0.91,0,2648,2071,84,165,0.019
Completed,0.91,0,2420,4482,25,920,0.826
Completed,0.91,112,2446,205,26,690,0.305
Completed,0.91,0,2528,2637,66,445,0.605
Completed,0.91,0,4585,1953,19,768,0.768
Completed,0.91,0,448,4677,79,21,0.079
Completed,0.91,0,956,1443,55,237,0.206
Completed,0.91,0,3997,3855,39,992,0.889
Completed,0.91,0,3271,632,90,284,0.74
Completed,0.91,0,1781,3376,6,536,0.417
Completed,0.91,0,1460,2398,99,924,0.518
Completed,0.91,0,3573,4810,9,179,0.327
Completed,0.91,256,4322,375,58,596,0.054
Completed,0.91,0,653,3120,49,349,0.853
Completed,0.91,0,146,1116,22,378,0.991
Completed,0.91,0,4905,3547,87,633,0.168
Completed,0.91,0,2832,1574,35,80,0.457
Completed,0.91,0,2122,4299,70,833,0.64
Completed,0.91,0,1999,1873,10,281,0.114
Completed,0.91,0,3009,4129,95,526,0.789
Completed,0.91,0,4724,1062,47,200,0.578
Completed,0.91,0,265,3650,62,947,0.263
Completed,0.91,0,852,557,83,797,0.392
Completed,0.91,1,4215,2832,24,42,0.701
Completed,0.91,0,3675,2304,74,747,0.926
Completed,0.91,0,1257,4872,34,494,0.229
Completed,0.91,0,1599,920,65,109,0.829
Completed,0.91,0,3389,3196,31,854,0.014
Completed,0.91,0,3874,1379,80,435,0.365
Completed,0.91,0,1134,3947,14,682,0.54
Completed,0.91,0,549,2125,44,593,0.676
Completed,0.91,1,4381,4380,54,339,0.477
Completed,0.91,66,2727,102,1,888,0.142
Completed,0.91,0,2341,2690,91,135,0.949
Completed,0.91,1,2280,689,5,845,0.596
Completed,0.91,0,2674,3433,89,98,0.311
Completed,0.91,0,4438,1461,40,675,0.07
Completed,0.91,0,614,3873,56,430,0.775
Completed,0.91,0,1123,1893,76,330,0.882
Completed,0.91,0,3852,4618,17,583,0.215
Completed,0.92,38,3418,185,69,128,0.41
Completed,0.91,0,1615,2616,28,883,0.749
Completed,0.91,0,1313,1632,72,517,0.32
Completed,0.91,0,3739,4356,38,270,0.527
Completed,0.91,0,4155,1134,85,941,0.846
Completed,0.91,0,799,3566,19,196,0.063
Completed,0.9,17,293,315,49,33,0.159
Completed,0.91,0,4740,3060,59,786,0.998
Completed,0.91,0,2998,2377,8,488,0.631
Completed,0.91,0,1976,4789,98,743,0.464
Completed,0.91,0,2185,2323,33,184,0.783
Completed,0.91,0,2882,4891,73,931,0.123
Completed,0.91,0,4851,614,24,360,0.256
Completed,0.91,0,79,2889,84,605,0.587
Completed,0.91,0,666,1041,61,638,0.692
Completed,0.91,0,4342,3629,44,385,0.399
Completed,0.91,0,3547,1813,97,844,0.22
Completed,0.91,0,1441,4069,13,89,0.933
Completed,0.92,76,1726,121,94,450,0.005
Completed,0.91,0,3205,2708,3,697,0.836
Completed,0.91,0,4060,2182,51,31,0.532
Completed,0.91,0,1007,4437,42,777,0.372
Completed,0.91,0,422,1358,15,997,0.47
Completed,0.91,0,4566,3927,80,244,0.685
Completed,0.91,0,2541,861,30,547,0.942
Completed,0.91,0,2466,3136,64,292,0.151
Completed,0.91,0,2357,1554,87,68,0.719
Completed,0.91,0,2597,3810,21,813,0.434
Completed,0.91,0,4671,743,70,398,0.193
Completed,0.91,0,381,3331,36,645,0.898
Completed,0.91,114,1044,238,10,615,0.755
Completed,0.91,0,3931,2514,100,360,0.088
Completed,0.91,0,3183,1985,48,914,0.284
Completed,0.91,0,1851,4554,57,160,0.622
Completed,0.91,0,1546,1237,38,302,0.443
Completed,0.91,0,3505,3512,54,548,0.65
Completed,0.91,1,4232,1695,6,226,0.969
Completed,0.91,0,722,4263,91,973,0.186
Completed,0.91,0,57,2440,68,756,0.033
Completed,0.91,0,4976,4697,26,1,0.871
Completed,0.91,241,2919,418,77,710,0.504
Completed,0.91,0,2056,3006,18,457,0.337
Completed,0.91,126,1949,512,52,899,0.909
Completed,0.91,0,3118,2943,43,154,0.25
Completed,0.91,0,4772,2259,93,575,0.383
Completed,0.91,1,159,4984,1,327,0.714
Completed,0.91,0,899,1749,31,415,0.569
Completed,0.91,0,4108,4162,66,670,0.276
Completed,0.91,0,3624,938,14,122,0.097
Completed,0.91,0,1364,3683,79,874,0.81
Completed,0.91,0,1647,2089,23,727,0.132
Completed,0.91,0,3284,4501,82,482,0.963
Completed,0.92,83,3825,67,35,809,0.658
Completed,0.91,0,1243,2811,75,62,0.499
Completed,0.91,0,499,807,95,212,0.347
Completed,0.91,0,4489,3239,11,967,0.562
Completed,0.91,0,2774,1265,62,262,0.819
Completed,0.91,0,2234,3990,46,515,0.028
Completed,0.91,93,2264,362,97,316,0.779
Completed,0.91,1,2804,3087,12,569,0.064
Completed,0.91,0,4461,2403,60,142,0.307
Completed,0.91,0,470,4835,45,897,0.599
Completed,0.91,0,1213,1585,24,863,0.742
Completed,0.91,0,3795,4329,84,116,0.411
Completed,0.91,0,3312,1108,33,658,0.216
Completed,0.91,0,1676,3519,74,412,0.875
Completed,0.91,1,1336,1920,30,51,0.056
Completed,0.91,0,3595,4664,64,804,0.848
Completed,0.92,96,4138,231,15,470,0.528
Completed,0.91,0,929,2643,81,725,0.313
Completed,0.91,0,188,663,51,504,0.466
Completed,0.91,0,4801,3387,41,257,0.627
Completed,0.91,0,3088,1415,94,954,0.992
Completed,0.91,0,1920,3846,4,209,0.163
Completed,0.91,1,2046,1390,69,655,0.592
Completed,0.91,0,2909,3978,28,402,0.253
Completed,0.91,0,4985,912,76,827,0.121
Completed,0.91,0,66,3168,16,72,0.787
Completed,0.92,41,733,89,40,171,0.932
Completed,0.91,0,4242,2657,56,918,0.227
Completed,0.91,0,3496,2130,5,373,0.406
Completed,0.91,0,1537,4405,89,618,0.69
Completed,0.91,0,1860,1092,8,983,0.371
Completed,0.91,0,3192,3660,99,230,0.539
Completed,0.91,0,3920,1844,49,561,0.843
Completed,0.91,0,1033,4120,59,306,0.004
Completed,0.91,0,371,2272,85,467,0.155
Completed,0.91,0,4662,4859,20,715,0.94
Completed,0.91,0,2607,583,72,14,0.681
Completed,0.91,0,2367,2838,37,759,0.475
Completed,0.91,0,2496,2467,13,602,0.905
Completed,0.91,0,2571,4743,79,346,0.192
Completed,0.91,209,4538,465,32,927,0.433
Completed,0.91,0,393,3033,66,174,0.725
Completed,0.91,0,977,1210,92,86,0.62
Completed,0.91,0,4030,3466,2,831,0.288
Completed,0.91,0,3233,1649,53,380,0.094
Completed,0.91,0,1755,4236,43,627,0.751
Completed,0.91,169,1412,284,61,773,0.182
Completed,0.91,0,3518,2541,46,18,0.975
Completed,0.91,0,4372,2012,96,693,0.654
Completed,0.91,0,696,4600,11,440,0.44
Completed,0.91,0,108,1508,34,289,0.343
Completed,0.91,0,4880,3783,75,534,0.504
Completed,0.91,0,2853,716,23,239,0.87
Completed,0.91,0,2156,3284,82,987,0.04
Completed,0.91,0,1966,858,48,433,0.715
Completed,0.91,0,2988,3270,57,687,0.376
Completed,0.91,0,4749,1297,9,104,0.243
Completed,0.91,0,302,4041,100,857,0.91
Completed,0.91,0,809,2038,71,886,0.806
Completed,0.91,0,4165,4469,36,140,0.1
Completed,0.91,0,1304,2759,22,341,0.563
Completed,0.91,0,1624,1781,78,198,0.493
Completed,0.91,0,3427,4213,18,953,0.662
Completed,0.91,0,3841,990,67,276,0.965
Completed,0.91,0,1113,3714,27,529,0.128
Completed,0.91,175,604,480,6,745,0.029
Completed,0.91,0,4429,2892,91,500,0.812
Completed,0.91,0,2685,2208,38,791,0.555
Completed,0.91,0,2290,4952,54,44,0.349
Completed,0.91,0,2310,1709,43,942,0.198
Completed,0.91,0,2697,4296,51,189,0.897
Completed,0.91,0,4410,1231,2,524,0.732
Completed,0.91,0,578,3486,93,269,0.425
Completed,0.91,232,1164,407,64,489,0.297
Completed,0.91,0,3904,2976,29,736,0.613
Completed,0.91,0,3361,2449,81,39,0.761
Completed,0.91,0,1570,4724,16,784,0.086
Completed,0.91,0,1285,776,85,676,0.983
Completed,0.91,0,3703,3344,25,424,0.176
Completed,0.91,0,4185,1529,73,852,0.449
Completed,0.91,0,822,3804,32,97,0.648
Completed,0.91,0,236,1955,12,129,0.511
Completed,0.91,0,4695,4543,96,877,0.334
Completed,0.91,77,3038,266,45,336,0.047
Completed,0.91,0,2029,2522,61,581,0.861
Completed,0.91,6,2133,56,20,25,0.384
Completed,0.91,0,2842,2780,86,778,0.708
Completed,0.91,0,4896,2097,37,449,0.918
Completed,0.91,0,137,4529,71,703,0.237
Completed,0.91,0,643,1279,98,541,0.107
Completed,0.91,0,4311,4023,7,294,0.797
Completed,0.91,0,3582,801,60,995,0.571
Completed,0.91,0,1469,3213,50,250,0.271
Completed,0.91,0,1772,2229,56,353,0.668
Completed,0.91,0,3262,4973,41,606,0.485
Completed,0.91,0,4008,540,88,183,0.134
Completed,0.91,0,967,2952,4,938,0.957
Completed,0.91,0,458,971,27,837,0.822
Completed,0.91,0,4595,3696,68,91,0.021
