Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
Failed,,,991,1156,27,551,0.915
Failed,,,2175,3369,71,206,0.659
Failed,,,2886,1350,21,802,0.249
Failed,,,2586,4498,69,578,0.604
Failed,,,2354,296,17,415,0.055
Failed,,,731,2978,85,822,0.311
Failed,,,4249,2209,38,171,0.847
Failed,,,4678,3602,6,81,0.939
Failed,,,488,2260,87,747,0.95
Failed,,,1350,4473,19,29,0.694
Failed,,,3489,922,99,675,0.699
Failed,,,3637,4046,14,232,0.362
Failed,,,1384,752,65,761,0.796
Failed,,,532,3461,34,479,0.537
Failed,,,4528,1725,83,514,0.122
Failed,,,4086,2837,51,736,0.214
Failed,,,895,2352,3,273,0.632
Failed,,,2191,4669,97,992,0.888
Failed,,,2750,126,44,17,0.457
Failed,,,3030,3227,92,355,0.819
Failed,,,2031,1491,43,638,0.276
Failed,,,1135,4278,62,106,0.02
Failed,,,3887,984,11,887,0.577
Failed,,,4688,4904,29,867,0.734
Failed,,,148,955,61,463,0.721
Failed,,,1766,3273,43,805,0.978
Failed,,,3397,2115,72,397,0.975
Failed,,,3331,4802,87,11,0.222
Failed,,,1688,562,36,983,0.686
Failed,,,225,2733,67,263,0.929
Failed,,,4833,1925,18,730,0.479
Failed,,,3782,3360,50,524,0.324
Failed,,,1202,1302,98,485,0.772
Failed,,,1888,4176,4,767,0.531
Failed,,,3057,1185,57,241,0.066
Failed,,,2729,3124,9,388,0.709
Failed,,,2331,2317,58,606,0.137
Failed,,,834,4410,39,136,0.378
Failed,,,4186,169,90,857,0.967
Failed,,,4389,3786,72,893,0.872
Failed,,,384,1583,55,928,0.406
Failed,,,1534,3874,49,333,0.148
Failed,,,3698,1690,29,361,0.616
Failed,,,3555,3568,60,796,0.451
Failed,,,1428,1872,12,196,0.893
Failed,,,410,3919,94,541,0.651
Failed,,,4534,664,41,452,0.195
Failed,,,4354,4542,23,300,0.101
Failed,,,665,38,74,709,0.558
Failed,,,2498,2945,30,52,0.799
Failed,,,2559,2497,80,957,0.359
Failed,,,2907,4307,32,666,0.994
Failed,,,2036,1053,84,327,0.413
Failed,,,1052,3178,15,922,0.173
Failed,,,3930,1481,63,71,0.736
Failed,,,4996,2552,95,177,0.581
Failed,,,252,361,81,142,0.175
Failed,,,1583,2601,25,612,0.433
Failed,,,3168,429,2,584,0.837
Failed,,,3199,3667,97,444,0.332
Failed,,,1859,1619,45,534,0.764
Failed,,,55,3859,51,189,0.507
Failed,,,4965,878,3,789,0.089
Failed,,,3923,4485,34,965,0.246
Failed,,,1020,254,83,59,0.662
Failed,,,2067,3041,14,717,0.92
Failed,,,2914,2243,65,308,0.487
Failed,,,2557,4094,25,63,0.849
Failed,,,2462,1113,73,914,0.308
Failed,,,701,3431,29,319,0.05
Failed,,,4356,1383,81,658,0.609
Failed,,,4570,2807,62,592,0.702
Failed,,,554,796,20,116,0.285
Failed,,,1284,3749,76,648,0.043
Failed,,,3518,487,43,185,0.944
Failed,,,3686,4860,70,722,0.125
Failed,,,1257,346,21,255,0.534
Failed,,,581,2637,77,975,0.791
Failed,,,4402,2181,26,3,0.367
Failed,,,4213,3261,7,249,0.46
Failed,,,846,1554,59,775,0.885
Failed,,,2318,4236,41,493,0.627
Failed,,,2702,972,88,532,0.219
Failed,,,3079,2870,48,849,0.574
Failed,,,1905,2413,99,128,0.023
Failed,,,1184,4626,5,598,0.281
Failed,,,3760,112,54,380,0.814
Failed,,,4816,4000,85,368,0.971
Failed,,,62,2105,46,832,0.015
Failed,,,1852,4934,52,425,0.258
Failed,,,3348,1789,17,901,0.729
Failed,,,3360,3791,31,506,0.484
Failed,,,1580,848,80,471,0.924
Failed,,,255,3677,24,754,0.683
Failed,,,4725,1668,75,224,0.225
Failed,,,3889,3051,94,24,0.071
Failed,,,1172,2291,42,1000,0.526
Failed,,,1995,4416,60,280,0.769
Failed,,,3027,225,13,744,0.327
Failed,,,2757,3285,53,879,0.962
Failed,,,2223,1275,2,99,0.383
Failed,,,863,4182,96,630,0.14
Failed,,,4078,1240,47,347,0.706
Failed,,,4497,4806,16,405,0.611
Failed,,,413,2009,11,433,0.145
Failed,,,1426,4717,93,839,0.401
Failed,,,3669,1902,85,875,0.87
Failed,,,3506,2530,4,282,0.19
Failed,,,1556,2034,56,695,0.656
Failed,,,362,4987,50,38,0.896
Failed,,,4661,434,98,940,0.448
Failed,,,4227,4363,67,810,0.354
Failed,,,714,1060,18,214,0.804
Failed,,,2372,3153,87,559,0.561
Failed,,,2608,1408,36,466,0.098
Failed,,,2859,4597,76,163,0.741
Failed,,,2163,43,28,814,0.167
Failed,,,1003,2918,72,407,0.41
Failed,,,4057,2423,20,571,0.998
Failed,,,4870,3545,39,683,0.842
Failed,,,204,735,38,656,0.436
Failed,,,1710,3496,69,124,0.18
Failed,,,3217,668,58,89,0.584
Failed,,,3270,4388,10,825,0.935
Failed,,,1788,191,62,168,0.473
Failed,,,126,3098,44,574,0.23
Failed,,,4894,2343,91,420,0.679
Failed,,,3994,3722,74,330,0.521
Failed,,,949,1717,24,678,0.075
Failed,,,2138,3764,81,86,0.316
Failed,,,2844,818,30,923,0.78
Failed,,,2623,2707,82,698,0.386
Failed,,,2396,1952,34,295,0.959
Failed,,,767,4780,65,951,0.718
Failed,,,4290,584,13,43,0.128
Failed,,,4636,4154,45,211,0.036
Failed,,,524,614,63,620,0.047
Failed,,,1391,2661,32,150,0.288
Failed,,,3452,1328,52,554,0.292
Failed,,,3596,3200,37,103,0.644
Failed,,,1348,1459,86,890,0.203
Failed,,,490,4334,17,360,0.445
Failed,,,4492,1026,68,633,0.9
Failed,,,4123,4961,100,615,0.807
Failed,,,937,402,48,394,0.351
Failed,,,2228,2574,54,862,0.11
Failed,,,2792,2083,7,147,0.549
Failed,,,2994,3946,59,484,0.163
Failed,,,1990,637,8,509,0.745
Failed,,,1099,3590,89,229,0.986
Failed,,,3845,1850,40,764,0.421
Failed,,,4730,2967,22,988,0.265
Failed,,,111,1799,90,341,0.253
Failed,,,1725,3970,9,936,0.012
Failed,,,3294,2990,64,141,0.752
Failed,,,1646,2197,15,852,0.343
Failed,,,189,4515,84,385,0.085
Failed,,,4791,279,33,609,0.511
Failed,,,3823,3891,1,643,0.667
Failed,,,1238,905,53,365,0.242
Failed,,,1929,3614,47,896,0.498
Failed,,,3093,1571,94,113,0.909
Failed,,,2687,4751,42,260,0.305
Failed,,,2294,515,93,733,0.853
Failed,,,792,2755,12,16,0.597
Failed,,,4149,1962,61,978,0.062
Failed,,,4426,3382,79,770,0.157
Failed,,,595,1338,31,238,0.689
Failed,,,347,1207,96,797,0.624
Failed,,,1492,3332,2,455,0.866
Failed,,,3592,4266,91,917,0.546
Failed,,,1470,997,39,76,0.112
Failed,,,447,3210,57,669,0.37
Failed,,,4575,1509,10,324,0.787
Failed,,,4312,2584,28,430,0.882
Failed,,,629,2132,77,579,0.463
Failed,,,2457,4892,20,174,0.207
Failed,,,2523,373,71,835,0.639
Failed,,,2949,3444,19,544,0.027
Failed,,,2073,1742,67,449,0.57
Failed,,,1093,4033,36,792,0.826
Failed,,,3967,765,88,201,0.27
Failed,,,4960,4657,56,49,0.425
Failed,,,21,138,5,960,0.983
Failed,,,289,2476,70,21,0.831
Failed,,,1624,4569,26,739,0.589
Failed,,,3130,3455,65,894,0.566
Failed,,,1814,1753,15,115,0.031
Failed,,,25,4042,83,647,0.273
Failed,,,4959,773,34,362,0.822
Failed,,,3968,4668,3,390,0.979
Failed,,,1090,149,51,603,0.428
Failed,,,2074,2829,45,134,0.187
Failed,,,2945,2377,97,860,0.721
Failed,,,2522,4277,43,521,0.117
Failed,,,2461,1008,93,487,0.542
Failed,,,627,3219,11,770,0.783
Failed,,,4316,1517,62,239,0.375
Failed,,,4572,2595,82,9,0.468
Failed,,,448,2143,29,984,0.878
Failed,,,1320,4125,75,519,0.948
Failed,,,3740,1139,22,490,0.397
Failed,,,3736,4760,88,179,0.857
Failed,,,1321,524,41,830,0.3
Failed,,,592,2766,59,423,0.058
Failed,,,4427,1973,7,585,0.601
Failed,,,4148,3390,26,668,0.694
Failed,,,796,1347,77,325,0.152
Failed,,,2292,4136,21,920,0.393
Failed,,,2691,1150,70,73,0.952
Failed,,,3094,2999,16,298,0.34
Failed,,,1925,2206,69,711,0.756
Failed,,,1239,4526,37,54,0.515
Failed,,,3820,290,85,955,0.081
Failed,,,4794,3900,55,795,0.239
Failed,,,187,914,5,198,0.67
Failed,,,1816,2820,99,305,0.724
Failed,,,3126,2368,49,704,0.184
Failed,,,3437,3935,13,79,0.749
Failed,,,1623,627,60,929,0.159
Failed,,,293,3582,42,335,0.418
Failed,,,4729,1841,94,674,0.989
Failed,,,3847,2955,75,576,0.835
Failed,,,1095,2465,24,417,0.261
Failed,,,1991,4561,80,824,0.005
Failed,,,2791,3189,85,460,0.198
Failed,,,2232,1449,32,548,0.648
Failed,,,935,4326,63,204,0.904
Failed,,,4126,1017,16,805,0.441
Failed,,,4488,4949,46,949,0.346
Failed,,,492,392,96,44,0.811
Failed,,,1344,2566,2,702,0.553
Failed,,,1466,4901,73,265,0.635
Failed,,,3593,381,25,729,0.211
Failed,,,1493,1944,87,143,0.391
Failed,,,343,4770,18,613,0.132
Failed,,,4638,572,67,396,0.714
Failed,,,4289,4145,98,353,0.619
Failed,,,771,1199,50,641,0.04
Failed,,,2395,3322,56,109,0.296
Failed,,,2626,1317,4,884,0.862
Failed,,,2845,4379,58,739,0.476
Failed,,,2134,183,8,270,0.932
Failed,,,950,3087,90,990,0.675
Failed,,,3990,2332,39,19,0.233
Failed,,,4897,3713,20,233,0.078
Failed,,,125,1709,72,760,0.518
Failed,,,1792,3753,28,478,0.776
Failed,,,1650,3625,99,543,0.913
Failed,,,3293,1581,48,450,0.495
Failed,,,1729,52,80,749,0.738
Failed,,,110,2929,24,31,0.994
Failed,,,4873,2433,73,993,0.414
Failed,,,4054,3553,91,755,0.256
Failed,,,1004,1808,44,223,0.839
Failed,,,2159,3982,62,503,0.581
Failed,,,2860,678,10,475,0.016
Failed,,,2612,2538,52,156,0.651
Failed,,,2370,2043,2,869,0.195
Failed,,,717,4998,96,400,0.453
Failed,,,4226,444,45,624,0.892
Failed,,,4662,4371,13,628,0.8
Failed,,,358,1069,65,350,0.359
Failed,,,1557,3164,34,879,0.102
Failed,,,3597,2075,53,292,0.105
Failed,,,3448,2698,36,866,0.954
Failed,,,1388,1286,54,465,0.967
Failed,,,526,4191,48,808,0.71
Failed,,,4493,1248,100,217,0.136
Failed,,,4082,4816,68,33,0.043
Failed,,,862,625,17,944,0.616
Failed,,,2227,2669,86,289,0.874
Failed,,,2756,1910,37,689,0.284
Failed,,,3024,3801,79,932,0.927
Failed,,,1996,860,26,92,0.48
Failed,,,1168,3686,70,685,0.222
Failed,,,3890,1676,22,340,0.686
Failed,,,4724,3061,40,414,0.529
Failed,,,258,2303,89,563,0.067
Failed,,,1579,4425,8,158,0.324
Failed,,,3269,806,76,515,0.319
Failed,,,3216,4605,30,275,0.171
Failed,,,1714,2405,47,310,0.577
Failed,,,202,4615,53,965,0.818
Failed,,,4819,101,1,59,0.277
Failed,,,3757,3991,33,195,0.433
Failed,,,1186,727,84,783,0.975
Failed,,,1901,3485,15,440,0.732
Failed,,,3080,1778,64,538,0.176
Failed,,,2705,4851,22,841,0.539
Failed,,,2317,337,75,184,0.12
Failed,,,850,2626,31,588,0.363
Failed,,,4212,2169,79,436,0.795
Failed,,,4403,3252,61,314,0.889
Failed,,,577,1546,12,664,0.455
Failed,,,1258,4225,93,70,0.215
Failed,,,3502,1419,82,98,0.557
Failed,,,3670,3295,7,559,0.379
Failed,,,1422,1102,21,524,0.845
Failed,,,414,3422,77,244,0.604
Failed,,,4567,1374,28,781,0.054
Failed,,,4360,2796,10,971,0.149
Failed,,,700,1998,57,6,0.697
Failed,,,2465,4709,39,724,0.94
Failed,,,2556,478,91,254,0.405
Failed,,,2911,3656,49,119,0.76
Failed,,,2069,1608,99,905,0.336
Failed,,,1016,3850,5,375,0.093
Failed,,,3924,869,56,650,0.504
Failed,,,4963,4474,88,598,0.659
Failed,,,59,243,35,379,0.25
Failed,,,1858,3033,67,847,0.49
Failed,,,3364,233,59,820,0.772
Failed,,,3347,2861,94,714,0.019
Failed,,,1856,1045,37,236,0.999
Failed,,,61,3167,68,516,0.741
Failed,,,5000,1471,17,492,0.168
Failed,,,3926,2544,48,262,0.011
Failed,,,1053,2097,100,732,0.585
Failed,,,2032,4923,6,14,0.842
Failed,,,2908,418,54,979,0.254
Failed,,,2563,3560,8,642,0.897
Failed,,,2497,1863,58,367,0.448
Failed,,,668,3907,40,897,0.192
Failed,,,4352,653,89,112,0.654
Failed,,,4535,4534,70,138,0.562
Failed,,,407,29,22,855,0.097
Failed,,,1429,2933,78,387,0.356
Failed,,,3683,961,42,907,0.631
Failed,,,3519,4083,71,500,0.313
Failed,,,1280,2305,10,958,0.706
Failed,,,555,4401,92,303,0.964
Failed,,,4386,161,44,707,0.381
Failed,,,4190,3775,25,545,0.289
Failed,,,833,784,74,447,0.869
Failed,,,2334,3740,30,790,0.613
Failed,,,2727,1682,81,203,0.046
Failed,,,3053,4792,35,428,0.681
Failed,,,1889,551,82,581,0.227
Failed,,,1198,2725,13,176,0.483
Failed,,,3783,1917,66,833,0.924
Failed,,,4831,3349,97,915,0.767
Failed,,,229,1290,46,78,0.328
Failed,,,1687,4168,52,671,0.07
Failed,,,3203,2234,19,131,0.917
Failed,,,3167,4299,86,773,0.409
Failed,,,1586,1500,91,800,0.815
Failed,,,251,4289,9,457,0.572
Failed,,,4692,996,57,551,0.024
Failed,,,3883,4913,76,697,0.179
Failed,,,1137,369,27,297,0.729
Failed,,,2028,2612,71,952,0.97
Failed,,,3031,2126,20,41,0.437
Failed,,,2754,4054,66,332,0.792
Failed,,,2190,760,19,677,0.366
Failed,,,898,3472,88,84,0.125
Failed,,,4085,1736,35,925,0.534
Failed,,,4529,2846,4,827,0.628
Failed,,,528,2360,55,166,0.217
Failed,,,1385,4680,49,571,0.46
Failed,,,3551,2487,26,606,0.802
Failed,,,3700,3114,63,51,0.141
Failed,,,1530,307,64,24,0.607
Failed,,,385,2987,33,742,0.85
Failed,,,4675,2218,84,268,0.308
Failed,,,4253,3613,53,482,0.402
Failed,,,730,1594,1,510,0.943
Failed,,,2358,3882,95,230,0.702
Failed,,,2585,931,47,763,0.144
Failed,,,2882,2754,93,616,0.507
Failed,,,2176,1985,43,393,0.09
Failed,,,987,4743,61,861,0.331
Failed,,,4032,541,12,148,0.765
Failed,,,4856,4119,31,106,0.92
Failed,,,88,1167,79,887,0.487
Failed,,,1751,3378,23,357,0.245
Failed,,,3335,1177,3,322,0.527
Failed,,,3395,3236,38,209,0.28
Failed,,,1765,2157,71,621,0.268
Failed,,,152,4868,27,151,0.028
Failed,,,4910,320,78,873,0.569
Failed,,,4017,4242,60,877,0.726
Failed,,,963,944,7,101,0.182
Failed,,,2122,3264,89,633,0.425
Failed,,,2818,1534,41,345,0.982
Failed,,,2648,4632,99,27,0.37
Failed,,,2412,84,49,998,0.788
Failed,,,754,2873,55,278,0.545
Failed,,,4267,2392,6,746,0.114
Failed,,,4620,3497,38,507,0.207
Failed,,,321,1766,86,470,0.64
Failed,,,1515,4008,17,752,0.88
Failed,,,3633,137,98,422,0.885
Failed,,,3490,4509,15,985,0.051
Failed,,,1351,881,97,343,0.063
Failed,,,484,3639,3,937,0.304
Failed,,,4457,1625,51,87,0.855
Failed,,,4119,3015,83,161,0.947
Failed,,,904,2251,34,817,0.398
Failed,,,2264,4462,65,409,0.155
Failed,,,2798,256,14,568,0.691
Failed,,,2988,3406,72,813,0.087
Failed,,,1955,1391,25,212,0.51
Failed,,,1132,4071,81,556,0.752
Failed,,,3849,1114,29,468,0.343
Failed,,,4765,4697,11,284,0.5
Failed,,,295,490,62,694,0.908
Failed,,,1621,2779,43,36,0.667
Failed,,,3233,1359,75,636,0.663
Failed,,,3257,2638,21,403,0.827
Failed,,,1672,466,4,431,0.421
Failed,,,165,2511,98,838,0.164
Failed,,,4777,2069,50,186,0.744
Failed,,,3798,3138,18,65,0.589
Failed,,,1222,1445,67,912,0.008
Failed,,,1942,4349,36,317,0.266
Failed,,,3116,1090,87,661,0.83
Failed,,,2664,2903,28,963,0.444
Failed,,,2280,2460,76,62,0.901
Failed,,,808,4583,20,719,0.643
Failed,,,4175,74,72,306,0.203
Failed,,,4439,3960,90,443,0.108
Failed,,,618,700,39,535,0.55
Failed,,,1294,3526,58,190,0.807
Failed,,,3466,710,69,225,0.465
Failed,,,3629,3838,44,682,0.596
Failed,,,1464,1654,31,655,0.129
Failed,,,451,3828,74,122,0.386
Failed,,,4608,833,24,902,0.959
Failed,,,4318,4452,41,852,0.865
Failed,,,664,206,93,126,0.293
Failed,,,2424,3084,12,595,0.035
Failed,,,2519,2281,60,382,0.624
Failed,,,2953,4217,1,247,0.23
Failed,,,2105,1221,52,778,0.678
Failed,,,1058,3317,46,495,0.937
Failed,,,3961,1264,95,529,0.471
Failed,,,4927,2691,63,721,0.316
Failed,,,17,1888,15,257,0.779
Failed,,,1822,4843,84,976,0.523
Failed,,,3401,2015,92,941,0.242
Failed,,,3310,4976,57,593,0.986
Failed,,,1835,591,57,320,0.84
Failed,,,2,2684,50,913,0.583
Failed,,,4941,1876,98,65,0.01
Failed,,,3947,3310,68,185,0.166
Failed,,,1074,1252,18,839,0.738
Failed,,,2092,4205,87,434,0.996
Failed,,,2968,1214,36,591,0.407
Failed,,,2503,3076,76,788,0.801
Failed,,,2438,2268,28,189,0.353
Failed,,,648,4440,72,532,0.095
Failed,,,4332,199,20,446,0.56
Failed,,,4595,3816,40,308,0.653
Failed,,,467,826,90,716,0.19
Failed,,,1451,3700,9,61,0.446
Failed,,,3724,1834,9,787,0.351
Failed,,,3556,3708,80,370,0.717
Failed,,,1301,1822,80,597,0.61
Failed,,,615,3948,23,129,0.867
Failed,,,4445,693,74,849,0.288
Failed,,,4169,4571,94,899,0.38
Failed,,,812,67,41,125,0.961
Failed,,,2274,2895,60,655,0.703
Failed,,,2667,2448,12,369,0.139
Failed,,,3113,4337,52,4,0.525
Failed,,,1948,1083,1,974,0.068
Failed,,,1218,3130,95,255,0.326
Failed,,,3804,1433,46,722,0.766
Failed,,,4771,2504,16,530,0.923
Failed,,,169,2057,63,495,0.481
Failed,,,1666,4964,32,774,0.225
Failed,,,3162,598,32,1,0.073
Failed,,,3146,4831,4,657,0.252
Failed,,,1605,2022,21,630,0.968
Failed,,,308,4704,78,100,0.728
Failed,,,4750,502,27,878,0.177
Failed,,,3865,4078,7,874,0.022
Failed,,,1118,1126,60,150,0.571
Failed,,,1971,3418,41,618,0.814
Failed,,,2974,1398,89,407,0.278
Failed,,,2812,4469,49,224,0.882
Failed,,,2248,268,100,753,0.459
Failed,,,917,3028,6,473,0.216
Failed,,,4103,2258,55,505,0.626
Failed,,,4472,3651,85,743,0.531
Failed,,,471,1632,38,281,0.123
Failed,,,1367,3846,69,999,0.364
Failed,,,3572,1642,58,964,0.895
Failed,,,3720,3519,30,381,0.045
Failed,,,1511,723,45,409,0.7
Failed,,,327,3509,51,814,0.941
Failed,,,4617,1773,3,164,0.4
Failed,,,4271,2885,33,90,0.305
Failed,,,748,2400,83,934,0.849
Failed,,,2415,4640,14,341,0.606
Failed,,,2642,96,65,683,0.049
Failed,,,2824,3276,25,938,0.661
Failed,,,2119,1541,73,40,0.244
Failed,,,969,4249,29,694,0.486
Failed,,,4013,956,81,283,0.918
Failed,,,4913,4876,62,467,0.762
Failed,,,145,332,11,558,0.329
Failed,,,1769,2651,92,214,0.088
Failed,,,3314,459,84,250,0.68
Failed,,,3414,2791,71,347,0.435
Failed,,,1745,1352,38,951,0.424
Failed,,,92,4112,57,294,0.181
Failed,,,4850,1155,9,699,0.723
Failed,,,4038,4735,27,555,0.566
Failed,,,984,529,77,454,0.026
Failed,,,2182,2742,20,799,0.267
Failed,,,2878,1978,71,210,0.825
Failed,,,2589,3875,19,419,0.462
Failed,,,2352,919,66,574,0.879
Failed,,,733,3601,35,167,0.638
Failed,,,4246,1586,87,826,0.204
Failed,,,4680,2974,55,924,0.112
Failed,,,381,2210,5,85,0.544
Failed,,,1536,4502,98,680,0.786
Failed,,,3615,894,17,26,0.79
Failed,,,3472,4016,97,569,0.141
Failed,,,1371,125,15,227,0.154
Failed,,,544,2833,84,510,0.397
Failed,,,4516,2352,33,484,0.945
Failed,,,4098,3460,1,268,0.852
Failed,,,883,1729,54,740,0.302
Failed,,,2203,4047,47,21,0.061
Failed,,,2738,748,95,988,0.594
Failed,,,3047,2599,42,635,0.239
Failed,,,2014,2119,93,358,0.665
Failed,,,1152,4906,12,891,0.906
Failed,,,3870,357,61,103,0.497
Failed,,,4705,4282,79,145,0.34
Failed,,,235,984,32,863,0.751
Failed,,,1600,3224,75,394,0.509
Failed,,,3251,2164,43,810,0.504
Failed,,,3236,3365,90,42,0.98
Failed,,,1690,1184,86,15,0.263
Failed,,,223,3356,17,735,0.005
Failed,,,4835,1302,68,258,0.587
Failed,,,3780,2732,100,490,0.743
Failed,,,1204,1929,47,519,0.162
Failed,,,1885,4804,54,237,0.418
Failed,,,3060,558,6,772,0.985
Failed,,,2721,3747,59,609,0.35
Failed,,,2338,1694,8,384,0.804
Failed,,,827,3788,89,854,0.548
Failed,,,4194,792,40,139,0.107
Failed,,,4382,4413,22,113,0.201
Failed,,,561,168,69,896,0.64
Failed,,,1277,3121,26,364,0.899
Failed,,,3487,295,49,329,0.368
Failed,,,3649,4673,64,766,0.688
Failed,,,1445,2499,63,793,0.032
Failed,,,393,4546,44,449,0.29
Failed,,,4337,3920,74,705,0.958
Failed,,,682,661,24,303,0.383
Failed,,,2481,3567,81,961,0.127
Failed,,,2576,1875,30,48,0.715
Failed,,,2895,4935,82,323,0.072
Failed,,,2048,426,35,670,0.521
Failed,,,1039,2551,66,76,0.777
Failed,,,3942,2109,14,918,0.315
Failed,,,4984,3174,46,836,0.469
Failed,,,75,1483,96,172,0.934
Failed,,,1840,4311,3,580,0.676
Failed,,,3180,1052,52,429,0.229
Failed,,,3379,1492,23,615,0.084
Failed,,,3329,4180,37,978,0.828
Failed,,,43,4486,1,785,0.427
Failed,,,4977,250,53,192,0.977
Failed,,,3911,3863,83,56,0.82
Failed,,,1032,877,33,969,0.272
Failed,,,2055,3663,64,311,0.029
Failed,,,2927,1620,15,713,0.564
Failed,,,2540,4722,75,910,0.209
Failed,,,2479,485,23,68,0.633
Failed,,,684,2804,79,662,0.876
Failed,,,4373,2010,31,315,0.465
Failed,,,4553,3430,12,437,0.373
Failed,,,430,1386,61,588,0.782
Failed,,,1409,4095,42,180,0.541
Failed,,,3535,1109,93,844,0.114
Failed,,,3706,2318,78,645,0.442
Failed,,,3538,2941,10,200,0.623
Failed,,,573,3259,28,7,0.151
Failed,,,4409,1558,77,971,0.691
Failed,,,4206,2633,57,779,0.599
Failed,,,853,2182,10,245,0.056
Failed,,,2311,4863,91,527,0.299
Failed,,,2709,345,38,498,0.855
Failed,,,3077,3492,99,132,0.492
Failed,,,1907,1790,50,846,0.911
Failed,,,1182,4003,56,376,0.668
Failed,,,3762,734,5,601,0.236
Failed,,,4813,4627,35,652,0.079
Failed,,,206,108,88,372,0.513
Failed,,,1707,2868,19,904,0.754
Failed,,,3351,2417,67,120,0.338
Failed,,,3187,3040,47,537,0.719
Failed,,,1871,2246,95,441,0.186
Failed,,,272,3049,73,219,0.258
Failed,,,4708,2295,24,758,0.833
Failed,,,3906,3674,44,996,0.988
Failed,,,1155,1669,91,29,0.416
Failed,,,2012,3794,10,748,0.157
Failed,,,3010,847,63,276,0.747
Failed,,,2770,2657,2,95,0.104
Failed,,,2211,1903,51,883,0.551
Failed,,,875,4809,45,350,0.809
Failed,,,4066,613,96,627,0.345
Failed,,,4509,4183,66,623,0.439
Failed,,,512,1236,13,402,0.902
Failed,,,1403,3283,82,871,0.645
Failed,,,3657,1279,34,153,0.197
Failed,,,3679,4238,21,251,0.95
Failed,,,1265,968,72,727,0.392
Failed,,,364,4364,100,943,0.037
Failed,,,4658,1056,48,35,0.617
Failed,,,4229,4991,18,217,0.712
Failed,,,711,432,68,807,0.13
Failed,,,2374,2526,37,462,0.388
Failed,,,2606,2035,86,562,0.953
Failed,,,2866,3974,26,819,0.318
Failed,,,2156,666,78,159,0.774
Failed,,,1010,3541,22,566,0.516
Failed,,,4050,1800,70,412,0.077
Failed,,,4877,2917,89,337,0.232
Failed,,,104,2426,40,688,0.673
Failed,,,1733,4598,59,93,0.929
Failed,,,3209,40,8,932,0.474
Failed,,,3377,4418,80,476,0.59
Failed,,,1563,221,29,502,0.002
Failed,,,128,3725,94,416,0.837
Failed,,,4891,1716,42,577,0.255
Failed,,,3996,3099,24,675,0.412
Failed,,,947,2339,74,334,0.991
Failed,,,2141,4387,31,927,0.735
Failed,,,2841,195,80,83,0.169
Failed,,,2630,3334,32,291,0.555
Failed,,,2388,1325,85,702,0.1
Failed,,,775,4153,16,47,0.356
Failed,,,4283,1211,64,946,0.798
Failed,,,4643,4777,96,802,0.891
Failed,,,339,585,46,207,0.451
Failed,,,1499,2710,53,550,0.192
Failed,,,3445,1951,2,459,0.65
Failed,,,3509,3152,54,691,0.86
Failed,,,1553,1411,6,286,0.294
Failed,,,508,4957,67,638,0.614
Failed,,,4475,404,18,355,0.042
Failed,,,4140,4333,50,399,0.134
Failed,,,920,1030,97,610,0.708
Failed,,,2245,3201,4,142,0.964
Failed,,,2775,1456,56,866,0.377
Failed,,,3006,4568,9,512,0.771
Failed,,,1111,2967,39,761,0.064
Failed,,,3833,2472,90,232,0.528
Failed,,,4742,3594,72,18,0.685
Failed,,,277,1848,19,991,0.22
Failed,,,1637,3942,76,273,0.478
Failed,,,3421,639,28,736,0.926
Failed,,,3287,3618,14,856,0.174
Failed,,,3273,3761,61,171,0.015
Failed,,,1786,819,13,821,0.578
Failed,,,4798,907,83,389,0.43
Failed,,,3816,4514,51,361,0.275
Failed,,,1245,283,3,648,0.817
Failed,,,1921,2991,97,118,0.576
Failed,,,3101,2193,45,892,0.017
Failed,,,2684,4124,92,730,0.629
Failed,,,2296,1143,43,263,0.213
Failed,,,790,3383,62,981,0.454
Failed,,,4152,1334,11,12,0.887
Failed,,,4423,2759,29,242,0.792
Failed,,,598,1961,82,767,0.361
Failed,,,1318,4747,25,487,0.119
Failed,,,3742,517,73,522,0.536
Failed,,,3579,4889,40,73,0.403
Failed,,,3613,2578,87,886,0.282
Failed,,,1330,2082,36,108,0.872
Failed,,,4588,2131,59,665,0.146
Failed,,,4300,3211,77,583,0.052
Failed,,,641,1505,26,426,0.603
Failed,,,2445,4264,70,831,0.844
Failed,,,2535,1001,21,177,0.31
Failed,,,2932,2822,68,453,0.915
Failed,,,2090,2364,16,540,0.489
Failed,,,1077,4656,85,197,0.248
Failed,,,3984,142,37,796,0.656
Failed,,,4943,4030,6,956,0.501
Failed,,,38,766,55,53,0.091
Failed,,,1798,3447,49,708,0.334
Failed,,,3144,1741,99,301,0.757
Failed,,,3135,4037,42,455,0.9
Failed,,,1653,1569,65,136,0.731
Failed,,,181,3887,34,604,0.973
Failed,,,4949,1758,60,798,0.644
Failed,,,3977,2824,80,950,0.55
Failed,,,1084,2382,31,43,0.11
Failed,,,2083,4663,75,699,0.35
Failed,,,2939,154,24,295,0.808
Failed,,,2533,3214,63,86,0.422
Failed,,,2447,1522,16,922,0.986
Failed,,,639,4272,85,330,0.745
Failed,,,4303,1013,32,679,0.164
Failed,,,4584,4896,2,573,0.008
Failed,,,436,386,53,420,0.588
Failed,,,1479,2590,47,826,0.831
Failed,,,3581,2148,96,168,0.265
