index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
0,0.3848915006562061,0.9799283233496418,2657,4323,6.4273227310072265,0.0486605732892894,False,False
1,0.38765927454898,0.9792090038439736,983,4365,7.397723428333878,0.0480497847945212,False,False
2,0.3939007593713473,0.979034354406824,2610,4303,6.278790735446295,0.0480497847945212,False,False
3,0.3958893519334693,0.976916452195757,3113,4686,6.21088070261851,0.0446929149329662,False,False
4,0.3977905848236727,0.976415404419663,2243,4365,5.69597986752308,0.0480497847945212,False,False
5,0.399606461349108,0.9753892456165624,4765,4303,6.4273227310072265,0.0486605732892894,False,False
6,0.4009701798745912,0.9735897284895876,4763,4323,6.278790735446295,0.0448626185111201,False,False
7,0.4020556377531993,0.973415950459726,2243,4662,5.69597986752308,0.0480497847945212,False,False
8,0.4050935876487343,0.9728400323023846,4609,3518,5.009208263869815,0.0448626185111201,False,False
9,0.4137478545419718,0.967907685879914,4602,4228,5.658434636272012,0.0499923439137798,False,False
10,0.4594320622188268,0.9149051007515216,4814,3922,2.019757300364785,0.037593213096261,False,False
11,0.4786100836870964,0.8772876881740689,4979,3669,1.3343740231916308,0.0453318873886019,False,False
12,0.4985271929867518,0.8545009325246947,4845,3015,0.8241860098768461,0.0390277219930973,False,False
13,0.5193277929858809,0.8420310659452334,2657,3015,0.0400890942680471,0.0428838029629374,False,False
14,0.5346548783460541,0.8285474198556891,4733,3015,0.0400890942680471,0.0270622539029818,False,False
15,0.540984545819104,0.8260587642282538,4959,2892,0.0481133466223254,0.0243571624625474,False,False
16,0.5454089717472068,0.820305260985777,4845,2429,0.0400890942680471,0.0329459511637838,False,False
17,0.5531480885672057,0.8136641809598565,4845,2429,0.0400890942680471,0.0258579826607191,False,False
18,0.5544340173715167,0.8093854623037189,4618,2393,0.0207276673708111,0.0248500604648143,False,False
19,0.824362228185757,0.3614312961517524,26,68,6.671965067058802,0.0468284721951931,True,True
