index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
0,0.8826865407983834,0.9956755391058084,3487,4810,9.85579745395016,0.0276142201852053,False,False
1,0.8832123880018621,0.995542112889242,957,4793,9.969867519823834,0.025327885756269,False,False
2,0.8844010762629188,0.99540876451814,148,4899,7.441653290632182,0.0328372831922024,False,False
3,0.8918745269107115,0.9953480093140716,687,3340,4.2938798584602775,0.0130607315804809,False,False
4,0.8918888985040305,0.9925049286623276,2174,3217,3.8440255157956855,0.0114423619583249,False,False
5,0.8928607434232443,0.9920872281069372,916,4555,3.0267969582760705,0.0130291632376611,False,False
6,0.8934651923369035,0.9919063437474503,394,4672,2.8515771430199965,0.0108826583251357,False,False
7,0.8954562184891135,0.9918151948569912,1034,2997,3.0388470486355947,0.0151630241889506,False,False
8,0.8966139949232063,0.9907384864882606,3942,4584,2.774523162312484,0.0087284488271833,False,False
9,0.8979375949343059,0.9905787881159616,3942,4148,2.774523162312484,0.0087284488271833,False,False
10,0.8985179364982002,0.9896644911710036,3942,3344,2.8500503914723256,0.0126805859366065,False,False
11,0.8993626949317745,0.9889942537398292,3942,3364,2.774523162312484,0.0087284488271833,False,False
12,0.899894971865367,0.9870268349308166,4248,2433,2.958998835974373,0.0479144853539764,False,False
13,0.9025454343414872,0.9824830087524624,4987,2432,2.8438779987348246,0.0480523003730923,False,False
14,0.90422422399725,0.9718386218012196,3942,4066,0.6843417008329783,0.0391838384039643,False,False
15,0.9042517665083456,0.9694145598696288,3916,4042,0.2515523380422965,0.0408512673806399,False,False
16,0.9051704983612878,0.968901114431368,4077,4124,0.3724941787784919,0.0296029375866055,False,False
17,0.9098081169561438,0.9652179429072326,3942,3119,0.3059738478164581,0.0093926646360114,False,False
18,0.9119645576158738,0.9616873661818202,3895,3344,0.3059738478164581,0.0051160453495539,False,False
19,0.9194789758243708,0.1964515952010179,178,289,3.0079668564032764,0.0317171336151659,True,True
