index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,max_window_size,min_window_size,min_p_value
0,0.1849536528660094,0.9797843855382502,718.0,300.0,3889.0,0.9010784126985474
1,0.1933741774848051,0.9797290073369264,718.0,300.0,3889.0,0.6106573281266554
2,0.1985170403553841,0.9787447189167484,480.0,299.0,4521.0,0.5736347555784294
3,0.2030639410045621,0.9764338590855806,875.0,285.0,3250.0,0.8537369550336152
4,0.212795555556787,0.9737249912254984,900.0,320.0,4351.0,0.6138484547529369
5,0.2247794749871685,0.931462574481831,623.0,385.0,1596.0,0.9840137219773606
6,0.2464857882829565,0.9220613598550758,1047.0,316.0,1058.0,0.2583112788749859
7,0.2661439381889625,0.907232859148472,4450.0,132.0,730.0,0.9135023627893236
8,0.3005889935432958,0.8699230938205799,4518.0,279.0,751.0,0.9135023627893236
9,0.352878553805507,0.8360150511887173,4450.0,383.0,737.0,0.4808474892144352
10,0.3671660311515092,0.8178435441591018,4450.0,481.0,751.0,0.4855272425021042
11,0.4149587226506834,0.7487402246951552,4450.0,480.0,575.0,0.438128299764649
12,0.4225826211702372,0.7329841846024757,3177.0,185.0,190.0,0.1865592077923938
13,0.4501926509380821,0.7133728438159204,3226.0,318.0,24.0,0.6679689287021756
14,0.4554907219932415,0.7064664891478377,3288.0,228.0,154.0,0.2677529973084459
15,0.4662566394864429,0.6998997432292505,3145.0,232.0,49.0,0.2148830302943561
16,0.4728040137441555,0.6979630532492029,3155.0,243.0,32.0,0.2104081731850453
17,0.4755156008218604,0.6916384348517515,4685.0,292.0,176.0,0.490744470317848
18,0.4805263320830426,0.6779432117806033,4583.0,279.0,147.0,0.3231303444309196
19,0.4817226044020659,0.6758014884234004,3365.0,242.0,45.0,0.2663650553729385
