detector,lodo_dataset,learning_target,distance_method,dual_ranking_method,target_column,preference_regions_enabled,n_preference_regions,preference_accuracy_weights,kendall_accuracy,spearman_accuracy,kendall_runtime,spearman_runtime,kendall_internal_target_WACC_0p1_WRT_0p9,spearman_internal_target_WACC_0p1_WRT_0p9,kendall_internal_target_WACC_0p3_WRT_0p7,spearman_internal_target_WACC_0p3_WRT_0p7,kendall_internal_target_WACC_0p5_WRT_0p5,spearman_internal_target_WACC_0p5_WRT_0p5,kendall_internal_target_WACC_0p7_WRT_0p3,spearman_internal_target_WACC_0p7_WRT_0p3,kendall_internal_target_WACC_0p9_WRT_0p1,spearman_internal_target_WACC_0p9_WRT_0p1,kendall_internal_target,spearman_internal_target,n_selected_from_WACC_0p1_WRT_0p9_at_20,n_selected_from_WACC_0p3_WRT_0p7_at_20,n_selected_from_WACC_0p5_WRT_0p5_at_20,n_selected_from_WACC_0p7_WRT_0p3_at_20,n_selected_from_WACC_0p9_WRT_0p1_at_20,n_heldout_configs,n_real_pareto_points,n_real_pareto_layers,acc_fast,rt_fast,acc_accurate,rt_accurate,kendall_pareto_all,spearman_pareto_all,mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,metrics_available_at_20,n_selected_at_20,gd_plus_at_20,mn_pd_at_20,top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,igd_plus_at_20,aec_at_20,rec_at_20,pec_w0p5_at_20,acc_s_at_20,rt_s_at_20,kendall_pareto_best_region,spearman_pareto_best_region,kendall_pareto_WACC_0p1_WRT_0p9,spearman_pareto_WACC_0p1_WRT_0p9,kendall_pareto_WACC_0p3_WRT_0p7,spearman_pareto_WACC_0p3_WRT_0p7,kendall_pareto_WACC_0p5_WRT_0p5,spearman_pareto_WACC_0p5_WRT_0p5,kendall_pareto_WACC_0p7_WRT_0p3,spearman_pareto_WACC_0p7_WRT_0p3,kendall_pareto_WACC_0p9_WRT_0p1,spearman_pareto_WACC_0p9_WRT_0p1
D3,Electricity,distance,tchebycheff,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7161783446744471,0.8482099484691711,0.36991049930663045,0.4959313993600153,0.19075117670373037,0.2675152981085116,0.3669985142694876,0.5008383466413783,0.40772284751951904,0.5513108875273469,0.410312276494763,0.5327611760212847,4,4,4,4,4,3151,4,87,0.7826086956521737,1.0,1.0,0.6242893948718746,0.01747873096676843,0.019463757404094985,0.10934648846438799,0.049121262780406225,True,20,0.17092949643559857,0.12267441860465118,0.25,0.45,0.12142432411435661,0.1999999999999997,1.0,0.5999999999999999,0.8260869565217389,1.0,-0.09322333669190842,-0.12937829335413534,0.37787322521478006,0.4967046115755662,0.32681952961490435,0.440364102046483,0.06321041433230394,0.09146873430261135,-0.3207573391897517,-0.44331320123161283,-0.35975217513839447,-0.4879054596725728
D3,ForestCovertype,distance,tchebycheff,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.6171622096660255,0.7805857420542578,0.6118506893555654,0.7726986518961321,0.42838201688316385,0.6064194527187472,0.5578665176778776,0.7305364227672645,0.5671714292722674,0.724605558221262,0.5564865725709799,0.7229691655315327,4,4,4,4,4,1362,21,100,0.2058823529411763,1.0,1.0,0.0212540825291768,-0.08374264306629595,-0.11835924171901016,0.14738950240339768,0.0324755501750746,True,20,0.08577292677555053,0.19444444444444445,0.1,0.25,0.08050503627682934,0.8518518518518521,0.9566590870771878,0.90425546946452,0.8823529411764708,0.9575802584173392,0.08765499442437776,0.13228184063652978,0.1444242807725738,0.20807393750294156,0.05484213139889276,0.08315979138068581,-0.2945671725030053,-0.4195738709441816,-0.1664550664094615,-0.2386512274183228,-0.15695738859047953,-0.22480483911617372
D3,GasSensor,distance,tchebycheff,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.6482556485771668,0.8167360604729405,0.3212720042098115,0.44893241393285527,0.26278077186854226,0.3780827469414677,0.479043055688478,0.6433840238701191,0.5030933255737083,0.6674500719386338,0.4428889611835413,0.5909170634312033,4,4,4,4,4,2193,13,44,0.1944444444444445,1.0,1.0,0.0,-0.05602949783831936,-0.08413512244226357,0.15359288201105814,0.03229522642359939,True,20,0.11856478328245386,0.18604651162790697,0.1,0.2,0.09847006003305792,0.9310344827586209,0.965768160270022,0.9484013215143214,0.9444444444444446,0.965768160270022,0.09723167490831959,0.14149754697091094,0.36475343036652214,0.4811959671185292,0.34845734196906575,0.46420330810864335,-0.28858420500697357,-0.41799866343691905,-0.3474348389606116,-0.46991217341819796,-0.35733921755959946,-0.4781640505833733
D3,PokerHand,distance,tchebycheff,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.5986215452993591,0.7752217905006721,0.562511867302232,0.7410665041736493,-0.07956453151423595,-0.1153956865325994,0.020958767975985056,0.05139240776476756,0.49591799509702544,0.684663110930096,0.3196891288320731,0.4273896253673171,4,4,4,4,4,2018,19,216,0.1549295774647887,1.0,1.0,0.5932337400662006,-0.01441961430290566,-0.02388275466794909,0.06998967229219011,0.020798241120759793,True,20,0.15903561278651848,0.3690697674418605,0.25,0.45,0.05518633473304623,0.9833333333333334,0.917687853563672,0.9505105934485027,0.9859154929577464,0.9665181960469716,0.00020936512364751485,-0.0033168726247582497,0.35226558837617566,0.4916363680707898,0.33026262408407797,0.4637159228705767,-0.12417640378860295,-0.17959703737660052,-0.31783593081959904,-0.45239791608528984,-0.31261394936657994,-0.44277111081922166
D3,RialtoBridgeTimelapse,distance,tchebycheff,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7268244001481423,0.8825930317927688,0.5279573489617349,0.6950018934357312,0.461428971653907,0.628700263564737,0.5815243774391301,0.7741921642953175,0.7078411538825208,0.8706573938932815,0.601115250417087,0.7702289493963672,4,4,4,4,4,3646,14,163,0.108108108108108,1.0,1.0,0.576404595172558,-0.017497304742667717,-0.028696040906638843,0.13742000727501555,0.04258879011868896,True,20,0.21697434288244577,0.35462962962962963,0.3,0.5,0.1104603041943135,0.8787878787878787,1.0,0.9393939393939393,0.8918918918918918,1.0,0.01525595356111854,0.021016514203723774,0.4851351213173976,0.6416467193828662,0.439341687467106,0.5957485034459605,-0.15413102453887964,-0.22270264677428872,-0.41620967097859635,-0.5652588627951145,-0.4416226369803663,-0.5929139177926177
D3,SensorStream,distance,tchebycheff,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.1840433500292759,0.2623436833808398,0.1695590560208833,0.250161226342923,0.3774499751135735,0.5347059825570339,0.6479535776007683,0.8152802217082887,0.6615821153726286,0.8226224208097428,0.40811761482742587,0.5370227069597657,4,4,4,4,4,1862,20,173,0.0576923076923076,1.0,1.0,0.1299270154231833,0.0452967986406622,0.06200795808901727,0.1699401737336553,0.024936259669304794,True,20,0.13882699325615389,0.1613372093023256,0.65,0.65,0.07173613444067936,0.9387755102040818,0.9078413536111597,0.9233084319076208,0.9423076923076924,0.9198152514819022,0.026340052831587805,0.03655683722363974,-0.43020604412545727,-0.591404179155832,-0.3896982301004776,-0.5537440953263159,0.22691891261406405,0.325476901113194,0.4063817386969597,0.5611558030973404,0.4130876161182221,0.5685553607167
IBDD,Electricity,distance,tchebycheff,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7543557262769925,0.9047735755668801,0.7522776993129758,0.9054780980689424,0.7401664620503074,0.8874302545856791,0.2612096775675649,0.36323703505508925,0.11342153072190503,0.16927467644547456,0.5242862191859492,0.6460387279444131,4,4,4,4,4,3035,7,383,0.6785714285714283,1.0,1.0,0.6419656258679005,0.4588946268545794,0.5504563600853778,0.13828508578925933,0.08430708464747111,True,20,0.18727081390424785,0.05523560209424083,0.55,0.8,0.1660955470748823,0.22222222222222227,1.0,0.6111111111111112,0.7499999999999998,1.0,0.498884977714528,0.6477522581892998,0.7016597719351312,0.8462568311850766,0.6990370442265023,0.845340610372417,0.7007611480987086,0.8331732476189071,0.23490218651185346,0.3102547175040678,-0.041887016499298275,-0.08274360625357904
IBDD,ForestCovertype,distance,tchebycheff,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7472223095652087,0.9130419643678727,0.7376198320520667,0.9063546084100378,0.5908906956760026,0.7385794133766375,0.4198777266293174,0.5839012863490054,0.3821860980634746,0.5466709987866799,0.575559332397214,0.7377096542580467,4,4,4,4,4,1324,17,154,0.0689655172413793,1.0,1.0,0.2197013291513858,0.28241405693148236,0.3762806484646323,0.1753315946406682,0.03992605012309569,True,20,0.06833220249569717,0.12124183006535949,0.75,0.8,0.046530681361643546,0.7407407407407409,1.0,0.8703703703703705,0.7586206896551726,1.0,0.31751287867675393,0.43305342247856665,0.48819349393110495,0.6561927139213959,0.5080785781914784,0.6792465961405529,0.47160348186655215,0.6280180042887912,0.012224098730633152,0.018099032381406546,-0.06802936806235685,-0.10015310440898542
IBDD,GasSensor,distance,tchebycheff,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.5420497522187724,0.7031357331009513,0.6625386662187348,0.8282838423233434,0.4988132852774811,0.6632606023754711,0.3602655539103818,0.5050565150466146,0.49707556064571984,0.6733053663188949,0.512148563654218,0.6746084118330551,4,4,4,4,4,3021,14,172,0.2222222222222222,1.0,1.0,0.0,0.2380394530521121,0.31411673301872634,0.18770754718254248,0.06070325632517615,True,20,0.1329804707154826,0.15350877192982457,0.5,0.6,0.11636483078072588,0.6428571428571426,1.0,0.8214285714285713,0.722222222222222,1.0,0.3418948697204698,0.4771433171944109,0.30783091998532663,0.40711128099168015,0.442410287932918,0.5869046188995266,0.5222868197527022,0.6957661883079799,0.01861080834568749,0.027389526480707187,-0.10094157075607377,-0.14658794958626217
IBDD,PokerHand,distance,tchebycheff,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7004776382434965,0.8728840373138816,0.6920956041833942,0.8670091720249803,0.6446853108012479,0.8272215976586992,0.027035671903751994,0.015443411718205494,-0.20807561915631267,-0.26390655564355037,0.3712437211951155,0.46373033261444335,4,4,4,4,4,2080,15,913,0.1136363636363637,1.0,1.0,0.3394954230160151,0.2893923143137106,0.34264531617332744,0.08822790103419034,0.015295987246926879,True,20,0.09140751932535239,0.20581140350877192,0.6,0.6,0.05186832739167084,0.948717948717949,0.9911056429470795,0.9699117958325143,0.9545454545454548,0.9941252364572162,0.1660667179213571,0.23583664371272106,0.67487429449716,0.8473041445419521,0.6657326546825281,0.8404304568998904,0.6335583026076657,0.8180764359457662,-0.0511197944179718,-0.10454380185032311,-0.47608388580082867,-0.6880406546706485
