Status,ACCURACY,RUNTIME,recent_samples_size,max_window_size,min_window_size,min_p_value
Completed,0.52,7,1729,4752,283,0.39
Completed,0.52,4,1023,74,2852,0.544
Completed,0.56,10,4599,3082,1793,0.102
Completed,0.52,5,4792,1654,2608,0.461
Completed,0.52,5,1647,2394,4316,0.873
Completed,0.52,5,4484,738,3461,0.573
Completed,0.52,5,4466,3953,173,0.258
Completed,0.52,5,3031,219,3581,0.763
Completed,0.52,5,574,493,1742,0.891
Completed,0.5,15,3374,1369,1035,0.66
Completed,0.56,8,1430,4451,1169,0.953
Completed,0.52,6,2112,1516,2474,0.804
Completed,0.52,5,4332,365,380,0.503
Completed,0.52,4,3454,952,2076,0.321
Completed,0.52,7,2928,3106,925,0.422
Completed,0.52,5,4577,1866,2829,0.914
Completed,0.55,24,2478,4192,3978,0.563
Completed,0.52,6,830,3958,1557,0.903
Completed,0.52,5,1381,1137,4067,0.032
Completed,0.52,7,2999,3207,509,0.599
Completed,0.52,5,3510,332,2277,0.737
Completed,0.52,5,2120,2793,3724,0.178
Completed,0.52,6,8,2470,648,0.76
Completed,0.52,12,4008,3596,3088,0.93
Completed,0.52,8,4122,2216,1258,0.509
Completed,0.54,8,238,4677,2704,0.075
Completed,0.58,32,1894,625,429,0.985
Completed,0.52,4,4512,250,4698,0.796
Completed,0.52,6,1098,2867,1147,0.354
Completed,0.52,5,1660,1920,3227,0.71
Completed,0.52,6,2732,4928,2169,0.143
Completed,0.52,5,2650,2135,3835,0.957
Completed,0.52,5,150,854,3455,0.0
Completed,0.52,5,1,4041,5000,0.0
Completed,0.52,6,3791,5000,2509,0.0
Completed,0.52,6,5000,5000,1,0.0
Completed,0.52,7,5000,4656,2764,0.999
Completed,0.52,7,1,4435,1,0.999
Completed,0.52,7,1469,3858,1,0.0
Completed,0.52,5,4903,993,5000,0.0
Completed,0.52,6,1,5000,5000,0.0
Completed,0.52,5,1135,466,4870,0.0
Completed,0.52,4,1,2986,5000,0.0
Completed,0.52,9,1,3734,2873,0.0
Completed,0.52,7,3454,5000,1,0.0
Completed,0.52,6,2912,4499,1,0.0
Completed,0.52,5,3488,4463,1,0.896
Completed,0.52,7,630,5000,1,0.0
Completed,0.52,4,1735,383,1231,0.467
Completed,0.52,5,1,5000,5000,0.999
Completed,0.52,5,1986,5000,1205,0.434
Completed,0.52,6,1,5000,2848,0.999
