Status,ACCURACY,RUNTIME,recent_samples_size,max_window_size,min_window_size,min_p_value
Completed,0.88,471,3372,313,208,0.347
Completed,0.6,153,598,1710,971,0.811
Completed,0.19,93,126,4857,1612,0.877
Completed,0.19,83,1,1751,89,0.405
Completed,0.19,88,1195,4560,1282,0.78
Completed,0.2,88,298,4286,1188,0.876
Completed,0.19,86,2256,4234,1018,0.884
Completed,0.19,104,1,4128,1719,0.527
Completed,0.32,80,2954,1654,39,0.43
Completed,0.8,207,4181,398,126,0.999
Completed,0.67,109,5000,1015,158,0.999
Completed,0.42,140,5000,1830,875,0.999
Completed,0.19,22,5000,1175,4324,0.0
Completed,0.19,24,5000,112,2647,0.999
Completed,0.19,24,5000,962,3092,0.999
Completed,0.66,128,4775,650,138,0.0
Completed,0.19,22,1,2568,4702,0.999
Completed,0.19,24,5000,881,3699,0.0
Completed,0.65,147,1817,597,148,0.999
Completed,0.26,99,5000,5000,1630,0.999
Completed,0.57,123,4747,714,140,0.999
Completed,0.19,23,5000,2418,4698,0.999
Completed,0.19,21,1,1744,4363,0.999
Completed,0.19,24,5000,1222,1423,0.999
Completed,0.3,119,2952,2085,891,0.999
Completed,0.61,95,5000,1428,166,0.999
Completed,0.19,22,5000,845,2564,0.999
Completed,0.86,334,3570,290,133,0.2
Completed,0.19,23,5000,2344,4370,0.999
Completed,0.19,23,5000,380,2284,0.999
Completed,0.53,96,5000,1254,187,0.0
Completed,0.19,22,1,191,3228,0.0
Completed,0.5,177,4005,1428,881,0.999
Completed,0.19,23,5000,1620,3899,0.999
Completed,0.19,23,5000,787,2725,0.0
Completed,0.19,84,1,4458,595,0.0
Completed,0.19,22,1,647,2461,0.999
Completed,0.19,22,5000,2150,4476,0.0
Completed,0.19,21,2707,1058,2656,0.999
Completed,0.19,22,1,3734,5000,0.999
Completed,0.61,96,3864,1193,147,0.999
Completed,0.8,226,3459,409,181,0.0
Completed,0.19,22,5000,542,3427,0.744
Completed,0.19,22,5000,620,1629,0.999
Completed,0.19,22,1,17,2150,0.999
Completed,0.57,105,5000,1245,242,0.999
Completed,0.19,22,1,1183,3169,0.999
Completed,0.19,22,5000,2498,4131,0.999
Completed,0.19,22,319,1920,3785,0.405
Completed,0.23,109,5000,5000,2093,0.999
Completed,0.3,109,666,5000,2234,0.0
Completed,0.19,132,5000,5000,2156,0.0
Completed,0.19,108,1,5000,2132,0.999
Completed,0.26,79,5000,3359,336,0.0
Completed,0.19,81,1,3357,361,0.999
Completed,0.24,121,4405,4683,2300,0.999
Completed,0.54,111,5000,4523,1986,0.999
Completed,0.58,84,5000,2821,360,0.999
Completed,0.19,24,4065,5000,5000,0.999
Completed,0.19,22,5000,782,909,0.999
Completed,0.69,765,5000,5000,4682,0.0
Completed,0.38,126,5000,4197,2192,0.999
Completed,0.19,128,1,4686,2333,0.999
Completed,0.64,143,5000,499,86,0.0
Completed,0.32,121,5000,5000,2542,0.0
Completed,0.81,214,5000,346,71,0.999
Completed,0.73,127,5000,617,88,0.999
Completed,0.19,76,5000,5000,261,0.999
Completed,0.19,23,5000,1955,3015,0.999
Completed,0.19,111,5000,5000,1928,0.0
Completed,0.19,24,571,2485,3388,0.999
Completed,0.19,24,3809,82,88,0.999
Completed,0.19,23,1,3919,4691,0.999
Completed,0.19,29,466,1872,4776,0.507
Completed,0.19,91,5000,2634,331,0.335
Completed,0.19,25,5000,2198,3592,0.814
Completed,0.19,22,1,63,106,0.999
Completed,0.19,24,4820,557,4561,0.326
Completed,0.19,23,3786,207,4297,0.546
Completed,0.19,21,1,551,4419,0.999
Completed,0.19,23,2176,4567,4702,0.999
Completed,0.19,30,5000,3447,4649,0.999
Completed,0.19,25,4249,1334,4123,0.453
Completed,0.56,100,5000,2722,418,0.468
Completed,0.48,1285,455,4841,4633,0.999
Completed,0.45,115,5000,3807,1549,0.999
Completed,0.19,23,1,1474,4052,0.252
Completed,0.19,28,1,359,1377,0.999
Completed,0.19,22,2953,352,3580,0.174
Completed,0.19,22,4622,4229,4617,0.999
Completed,0.19,106,1,861,1,0.999
Completed,0.61,341,1605,5000,4249,0.103
Completed,0.51,302,3364,5000,4152,0.0
Completed,0.75,136,4336,427,1,0.0
Completed,0.68,165,2222,323,1,0.0
Completed,0.41,419,3907,5000,4375,0.0
Completed,0.47,341,1652,5000,4274,0.829
Completed,0.58,183,3321,3467,2378,0.999
Completed,0.78,169,443,268,1,0.0
Completed,0.66,687,1830,5000,4573,0.0
Completed,0.59,135,2728,613,1,0.999
Completed,0.45,522,1391,4989,4431,0.0
Completed,0.46,123,3260,1117,1,0.999
Completed,0.39,334,3410,5000,3967,0.785
Completed,0.34,253,3704,5000,3936,0.0
Completed,0.61,329,3115,5000,4107,0.0
Completed,0.54,297,1439,3184,2581,0.999
Completed,0.66,498,4159,5000,4488,0.0
Completed,0.4,165,3361,3763,2360,0.037
Completed,0.35,386,1446,5000,4298,0.999
Completed,0.19,23,1555,4430,4718,0.162
Completed,0.73,138,1997,446,1,0.0
Completed,0.69,136,648,407,1,0.0
Completed,0.19,25,1988,4812,5000,0.0
Completed,0.19,279,1,4833,3818,0.0
Completed,0.19,22,1184,2557,2854,0.999
Completed,0.59,3967,3147,5000,4935,0.0
Completed,0.55,107,232,719,1,0.999
Completed,0.51,307,1556,5000,3775,0.0
Completed,0.55,150,1628,3209,1971,0.999
Completed,0.19,70,1,5000,1,0.0
Completed,0.4,75,5000,5000,1,0.0
Completed,0.19,24,5000,1593,5000,0.999
Completed,0.19,204,1,3577,2607,0.999
Completed,0.62,118,5000,563,1,0.759
Completed,0.54,376,5000,3552,3029,0.999
Completed,0.19,23,1,1434,5000,0.999
Completed,0.48,162,5000,3489,2158,0.999
Completed,0.43,73,5000,3124,1,0.999
Completed,0.55,131,5000,643,1,0.0
Completed,0.19,22,1,2075,5000,0.999
Completed,0.19,84,5000,5000,680,0.0
Completed,0.69,158,5000,790,341,0.0
Completed,0.39,192,5000,2625,1757,0.999
Completed,0.19,376,1,3651,3149,0.999
Completed,0.34,131,5000,3794,1851,0.0
Completed,0.63,190,5000,3650,2515,0.999
Completed,0.19,21,5000,1207,5000,0.0
Completed,0.19,22,5000,2404,5000,0.999
Completed,0.19,21,1,802,5000,0.999
Completed,0.54,144,5000,1734,856,0.0
Completed,0.59,78,5000,1802,1,0.999
Completed,0.4,71,5000,5000,1,0.999
Completed,0.62,511,5000,3425,3087,0.0
Completed,0.6,75,5000,3682,1,0.0
Completed,0.85,1021,5000,877,815,0.0
Completed,0.68,176,5000,924,508,0.999
Completed,0.65,91,5000,993,1,0.0
Completed,0.61,83,5000,1626,1,0.0
Completed,0.19,21,1,690,3595,0.999
Completed,0.49,73,5000,2736,1,0.0
Completed,0.19,74,5000,2204,1,0.999
Completed,0.19,70,5000,4314,1,0.999
Completed,0.19,22,5000,3226,3270,0.999
Completed,0.19,22,5000,2936,3316,0.0
Completed,0.23,87,1,871,1,0.0
Completed,0.49,76,5000,4276,1,0.0
Completed,0.19,22,1,1719,5000,0.0
Completed,0.19,74,1,3147,1,0.0
Completed,0.65,98,5000,815,1,0.999
Completed,0.7,116,5000,618,1,0.452
Completed,0.19,70,5000,3631,1,0.999
Completed,0.61,90,5000,1550,1,0.999
Completed,0.47,105,5000,4336,1747,0.0
Completed,0.72,291,5000,943,692,0.999
Completed,0.45,78,5000,3270,1,0.0
Completed,0.3,94,5000,2528,636,0.999
Completed,0.46,83,5000,1342,1,0.0
Completed,0.19,70,918,3849,1,0.0
Completed,0.19,73,18,5000,548,0.999
Completed,0.2,87,2402,5000,1357,0.0
Completed,0.19,22,5000,1042,4203,0.999
Completed,0.6,122,5000,963,302,0.628
Completed,0.19,22,1,654,4498,0.0
Completed,0.69,103,5000,760,1,0.637
Completed,0.4,89,5000,1159,1,0.999
Completed,0.19,74,5000,2154,1,0.0
Completed,0.19,68,1,5000,1,0.999
Completed,0.19,22,5000,311,650,0.0
Completed,0.59,176,5000,3601,2410,0.0
Completed,0.19,107,1,3792,1610,0.0
Completed,0.19,24,5000,234,465,0.999
Completed,0.64,144,5000,1261,618,0.303
Completed,0.48,124,5000,1327,539,0.999
Completed,0.19,82,1,4554,1,0.0
Completed,0.62,242,497,1017,723,0.999
Completed,0.19,23,1,2284,4000,0.999
Completed,0.19,95,5000,4533,1533,0.999
Completed,0.42,280,5000,4019,3235,0.0
Completed,0.23,71,1,2757,1,0.999
Completed,0.19,21,1,3012,5000,0.999
Completed,0.31,153,1,322,1,0.999
Completed,0.68,166,3943,450,1,0.999
Completed,0.19,22,5000,1823,3932,0.0
Completed,0.19,22,1,2311,4594,0.0
Completed,0.59,430,5000,4024,3533,0.999
Completed,0.19,23,1,1339,4281,0.999
Completed,0.19,23,5000,2016,5000,0.999
Completed,0.61,320,5000,1286,1023,0.0
Completed,0.19,22,1,107,3253,0.999
Completed,0.19,23,5000,1943,5000,0.0
Completed,0.19,24,5000,2638,2855,0.0
Completed,0.68,502,5000,1215,1062,0.999
Completed,0.38,80,5000,3547,402,0.999
Completed,0.91,390,5000,165,1,0.999
Completed,0.19,21,1,842,5000,0.0
Completed,0.19,21,1,1190,3693,0.0
Completed,0.19,22,1,2804,3565,0.0
Completed,0.26,142,5000,4139,2432,0.0
Completed,0.21,90,5000,5000,1287,0.999
Completed,0.21,667,1,1273,1145,0.999
Completed,0.54,88,5000,3957,258,0.0
Completed,0.54,88,5000,1395,1,0.999
Completed,0.19,163,2097,5000,3342,0.999
Completed,0.19,23,1,1049,3863,0.999
Completed,0.19,22,5000,742,5000,0.999
Completed,0.19,21,1,583,3025,0.999
Completed,0.58,105,5000,3366,1242,0.0
Completed,0.39,192,5000,5000,3587,0.999
Completed,0.3,90,5000,3697,844,0.0
Completed,0.54,137,5000,3351,1668,0.0
Completed,0.19,23,5000,3853,3858,0.999
Completed,0.56,142,5000,3484,1776,0.999
Completed,0.19,98,5000,3863,1247,0.999
Completed,0.6,89,5000,996,1,0.999
Completed,0.23,156,5000,3311,1394,0.999
Completed,0.59,113,5000,838,1,0.0
Completed,0.19,22,4678,2951,5000,0.0
Completed,0.63,270,5000,2763,2129,0.0
Completed,0.4,102,5000,1159,1,0.0
Completed,0.7,2411,5000,2465,2409,0.999
Completed,0.19,21,1,3009,4506,0.0
Completed,0.57,87,5000,3470,596,0.0
Completed,0.19,21,5000,2190,2211,0.0
Completed,0.19,22,5000,113,2950,0.0
Completed,0.19,23,5000,2996,5000,0.999
Completed,0.19,29,4408,4062,4701,0.859
Completed,0.66,632,903,1392,1227,0.165
Completed,0.19,28,2106,2845,3093,0.656
Completed,0.19,30,3210,497,1566,0.35
Completed,0.36,96,3116,3438,117,0.479
Completed,0.19,23,1564,1110,3976,0.544
Completed,0.5,130,428,4655,2091,0.036
Completed,0.19,26,4267,2004,3233,0.97
Completed,0.47,635,3780,2503,2251,0.571
Completed,0.19,28,276,175,3698,0.389
Completed,0.19,94,1483,4345,582,0.881
Completed,0.19,146,3743,4997,2625,0.199
Completed,0.41,165,2192,2327,1409,0.76
Completed,0.19,23,1050,3155,4543,0.253
Completed,0.85,1479,4889,807,760,0.692
Completed,0.19,23,4808,3346,3581,0.011
Completed,0.19,26,1128,694,2366,0.95
Completed,0.38,541,2428,4788,4251,0.442
Completed,0.38,99,3513,2458,466,0.502
Completed,0.38,114,2657,4156,1290,0.64
Completed,0.19,25,1398,1806,2745,0.321
Completed,0.19,108,47,2714,879,0.812
Completed,0.19,27,4023,42,4425,0.132
Completed,0.19,103,4181,4465,1032,0.293
Completed,0.19,23,500,2116,4897,0.728
Completed,0.4,141,1805,3649,1763,0.222
Completed,0.19,35,2890,977,2897,0.786
Completed,0.19,26,1,3920,3921,0.0
Completed,0.19,25,1,893,3053,0.0
Completed,0.19,23,1,2901,5000,0.0
Completed,0.88,332,5000,242,1,0.0
Completed,0.28,87,5000,3904,581,0.0
Completed,0.51,99,5000,2008,446,0.999
Completed,0.19,22,1,36,4272,0.999
Completed,0.19,23,5000,307,5000,0.0
Completed,0.19,93,5000,2940,641,0.0
Completed,0.41,125,5000,2134,705,0.0
Completed,0.19,25,1,513,2494,0.0
Completed,0.19,24,5000,3929,4139,0.0
Completed,0.19,24,5000,3588,5000,0.0
Completed,0.19,151,1743,5000,3091,0.0
Completed,0.19,22,1,454,2022,0.0
Completed,0.28,107,5000,4258,521,0.0
Completed,0.2,144,5000,3910,1954,0.999
Completed,0.46,112,5000,2476,920,0.0
Completed,0.19,27,1,1986,3423,0.0
Completed,0.56,118,5000,2677,948,0.999
Completed,0.19,125,5000,3177,1064,0.999
Completed,0.47,93,5000,2097,332,0.0
Completed,0.19,22,1,1556,3346,0.0
Completed,0.27,122,5000,4200,2028,0.0
Completed,0.19,110,1,3068,1089,0.0
Completed,0.41,144,5000,3590,1998,0.0
Completed,0.19,22,1,2672,3978,0.0
Completed,0.19,22,1,3891,4265,0.999
Completed,0.39,112,5000,3159,625,0.999
Completed,0.19,28,1,3403,5000,0.0
Completed,0.19,160,1,4474,2700,0.0
Completed,0.19,26,5000,3568,4457,0.0
Completed,0.19,93,1,5000,1127,0.999
Completed,0.44,253,5000,4364,3261,0.999
Completed,0.46,110,5000,2938,1028,0.0
Completed,0.19,26,5000,645,2238,0.0
Completed,0.19,22,5000,1403,2981,0.0
Completed,0.19,80,5000,5000,376,0.0
Completed,0.19,39,5000,1122,2607,0.0
Completed,0.23,139,5000,2273,536,0.999
Completed,0.19,29,1,480,3809,0.0
Completed,0.19,115,1,2545,520,0.0
Completed,0.19,23,5000,5,3990,0.999
Completed,0.19,27,1,3708,4214,0.0
Completed,0.61,107,5000,1845,493,0.0
Completed,0.19,25,5000,1563,3459,0.999
Completed,0.19,22,1,334,5000,0.999
Completed,0.19,27,1,943,2519,0.0
Completed,0.62,646,5000,4323,3948,0.0
Completed,0.19,25,1,2108,3886,0.0
Completed,0.59,150,482,805,370,0.527
Completed,0.19,22,3058,2918,4028,0.373
Completed,0.19,23,4962,1500,1773,0.908
Completed,0.52,129,2387,4700,2625,0.195
Completed,0.19,23,1494,1982,4992,0.001
Completed,0.19,79,3913,4240,690,0.848
Completed,0.19,23,3338,11,3590,0.43
Completed,0.19,134,918,3691,2092,0.716
Completed,0.19,22,1171,1851,3403,0.799
Completed,0.4,122,3748,4431,2245,0.085
Completed,0.19,22,4323,1158,4501,0.635
Completed,0.53,114,1748,2641,1147,0.483
Completed,0.19,22,2172,371,1314,0.289
Completed,0.44,597,4590,3411,3118,0.575
Completed,0.2,78,2687,2326,218,0.142
Completed,0.19,23,267,3973,4214,0.988
Completed,0.5,2587,42,2481,2430,0.377
Completed,0.5,302,2619,3801,3140,0.726
Completed,0.19,22,4464,528,1021,0.059
Completed,0.19,22,1889,3271,4549,0.841
Completed,0.19,23,1700,991,2834,0.898
Completed,0.39,135,4118,2791,1520,0.247
Completed,0.19,22,3445,1705,4244,0.532
Completed,0.19,71,1025,4593,110,0.317
Completed,0.19,22,654,185,3764,0.167
Completed,0.46,83,3230,3538,556,0.951
Completed,0.19,23,3904,2120,2674,0.268
Completed,0.19,104,1328,4080,1645,0.616
Completed,0.48,195,2299,1353,895,0.673
Completed,0.63,1508,4718,4870,4710,0.457
Completed,0.19,23,2872,641,1985,0.757
Completed,0.19,22,453,3061,3619,0.107
Completed,0.19,21,373,1460,4399,0.329
Completed,0.47,88,2955,4822,1210,0.551
Completed,0.19,21,4799,923,3310,0.228
Completed,0.55,284,2220,2875,2299,0.887
Completed,0.19,23,1403,136,240,0.822
Completed,0.19,22,3826,3645,4075,0.047
Completed,0.39,217,3153,1935,1330,0.737
Completed,0.19,188,728,4364,2984,0.397
Completed,0.19,22,943,1196,1834,0.119
Completed,0.63,110,4198,1735,425,0.437
Completed,0.48,477,1617,4466,3934,0.661
Completed,0.19,23,1966,2217,3450,0.596
Completed,0.49,136,4390,4006,2116,0.256
Completed,0.19,23,2544,401,4860,0.963
Completed,0.19,97,119,3300,705,0.187
Completed,0.19,22,188,575,2807,0.696
Completed,0.54,133,2769,3147,1630,0.419
Completed,0.19,24,4673,2355,3905,0.859
Completed,0.19,83,2092,3846,532,0.021
Completed,0.19,25,1823,1587,1929,0.207
Completed,0.32,282,4247,4636,3714,0.927
Completed,0.63,393,3671,1031,832,0.354
Completed,0.19,23,1246,2670,4811,0.515
Completed,0.38,129,836,2090,1004,0.968
Completed,0.19,23,3417,4191,4683,0.131
Completed,0.19,22,3992,294,2407,0.587
Completed,0.6,871,1413,3505,3280,0.308
Completed,0.19,22,2464,756,4338,0.494
Completed,0.19,75,4887,3025,55,0.655
Completed,0.19,23,2984,1315,2936,0.066
Completed,0.19,91,558,4984,1457,0.787
Completed,0.19,22,601,1896,3054,0.139
Completed,0.27,96,3020,4325,1261,0.979
Completed,0.19,23,4846,97,4141,0.304
Completed,0.39,77,2426,3606,174,0.58
Completed,0.19,23,1454,885,2211,0.644
Completed,0.19,23,4030,2836,3398,0.485
Completed,0.69,320,3375,1421,1123,0.793
Completed,0.48,820,799,4782,4486,0.071
Completed,0.19,23,1210,440,636,0.413
Completed,0.19,24,3629,3339,4929,0.69
Completed,0.61,605,4284,2256,2048,0.03
Completed,0.45,433,1863,4045,3517,0.869
Completed,0.19,23,2055,1774,4023,0.934
Completed,0.33,79,4632,4505,335,0.211
Completed,0.19,23,2805,1235,2610,0.504
Completed,0.19,195,230,2566,1748,0.345
Completed,0.19,21,83,1070,4744,0.773
Completed,0.19,97,2502,2709,900,0.111
Completed,0.19,25,4427,1626,3643,0.669
Completed,0.19,112,2006,4675,2000,0.449
Completed,0.55,99,1580,2394,619,0.263
Completed,0.7,2941,4157,3885,3818,0.602
Completed,0.19,24,3560,615,1719,0.176
Completed,0.42,392,985,3186,2718,0.953
Completed,0.19,23,770,1276,1525,0.561
Completed,0.19,142,3190,4945,2868,0.339
Completed,0.61,118,3785,717,124,0.881
Completed,0.19,23,1366,2986,4269,0.222
Completed,0.19,22,2261,254,3193,0.036
Completed,0.54,200,4837,3466,2494,0.813
Completed,0.19,23,2912,2051,4593,0.404
Completed,0.31,93,337,4153,1094,0.742
Completed,0.19,22,412,50,2179,0.942
Completed,0.6,859,2835,3730,3503,0.157
Completed,0.61,125,4760,2022,778,0.621
Completed,0.19,22,2335,4279,4904,0.274
Completed,0.19,23,1286,1539,2559,0.468
Completed,0.19,109,3868,4739,1839,0.681
Completed,0.19,23,3271,844,3959,0.1
Completed,0.42,84,691,2957,439,0.753
Completed,0.19,23,1062,2286,4129,0.73
Completed,0.19,79,3486,3934,303,0.384
Completed,0.19,23,4082,332,3028,0.833
Completed,0.32,113,1658,3372,1404,0.047
Completed,0.19,23,1925,1119,1215,0.241
Completed,0.19,26,4506,2602,4433,0.893
Completed,0.19,23,2582,1812,2314,0.327
Completed,0.19,232,1,4392,3334,0.541
Completed,0.19,80,304,1666,21,0.091
Completed,0.38,1011,2728,4554,4333,0.805
Completed,0.19,23,4555,952,1432,0.473
Completed,0.19,22,2130,2752,2922,0.625
Completed,0.19,23,1784,489,4620,0.568
Completed,0.19,95,4365,3232,950,0.284
Completed,0.19,24,3711,2441,3207,0.999
Completed,0.48,164,1131,3762,2363,0.151
Completed,0.19,24,877,680,3709,0.365
Completed,0.64,163,3300,3100,1895,0.515
Completed,0.19,25,3956,1392,4796,0.199
Completed,0.19,81,1530,4909,808,0.915
Completed,0.56,218,2344,2159,1576,0.858
Completed,0.56,176,4926,4119,2744,0.01
Completed,0.19,23,3099,224,488,0.709
Completed,0.19,23,519,3577,3832,0.425
Completed,0.57,1614,531,1758,1693,0.637
Completed,0.19,148,3107,4484,2705,0.477
Completed,0.62,157,4952,1173,606,0.801
Completed,0.19,23,2377,2509,3792,0.079
Completed,0.19,25,1563,424,3669,0.148
Completed,0.48,177,3982,3318,2013,0.986
Completed,0.19,26,3308,2194,4757,0.295
Completed,0.38,90,888,3988,925,0.573
Completed,0.19,23,1103,907,4580,0.909
Completed,0.19,107,3680,2854,1068,0.189
Completed,0.19,23,4352,1476,3168,0.529
Completed,0.19,121,1778,4842,2480,0.367
Completed,0.19,80,2123,1919,137,0.436
Completed,0.72,4610,4542,4343,4295,0.713
Completed,0.19,24,2697,152,1550,0.007
Completed,0.44,265,276,3666,2882,0.845
Completed,0.19,22,33,278,1097,0.27
Completed,0.19,22,2609,3484,4473,0.61
Completed,0.19,23,4512,2106,2197,0.169
Completed,0.55,297,1937,4212,3372,0.945
Completed,0.19,22,1670,1299,4167,0.763
Completed,0.19,87,4089,4963,187,0.105
Completed,0.19,29,3513,772,3068,0.679
Completed,0.23,115,1093,3046,1286,0.455
Completed,0.19,23,683,2378,2597,0.06
Completed,0.4,115,3259,3865,1723,0.835
Completed,0.19,22,3835,552,3998,0.379
Completed,0.31,84,1260,3129,322,0.72
Completed,0.19,22,2308,1054,2061,0.538
Completed,0.19,25,4728,2688,3543,0.315
Completed,0.5,130,2823,1564,662,0.904
Completed,0.19,23,404,4618,4942,0.245
Completed,0.19,23,324,1142,3232,0.443
Completed,0.54,633,2905,2620,2377,0.659
Completed,0.19,24,4809,1866,4633,0.125
Completed,0.19,87,2229,4451,976,0.775
Completed,0.36,195,1335,2310,1407,0.965
Completed,0.53,220,3758,3952,2908,0.181
Completed,0.77,161,3183,387,8,0.598
Completed,0.19,23,758,3432,4307,0.251
Completed,0.6,111,1012,1524,501,0.233
Completed,0.29,302,3593,4719,3858,0.885
Completed,0.19,22,4168,782,1602,0.334
Completed,0.59,1171,1588,2899,2757,0.549
Completed,0.19,24,2014,34,4782,0.739
Completed,0.39,87,4438,3709,783,0.391
Completed,0.19,23,2534,1959,3683,0.824
Completed,0.19,112,110,4222,1882,0.041
Completed,0.19,24,197,2144,3984,0.593
Completed,0.18,78,2778,4098,453,0.307
Completed,0.19,23,4624,162,2572,0.974
Completed,0.23,134,2044,3520,1865,0.129
Completed,0.19,23,1852,664,753,0.068
Completed,0.19,25,4276,3079,4890,0.781
Completed,0.19,24,3602,1330,2166,0.496
Completed,0.19,187,1178,4852,3477,0.649
Completed,0.19,23,806,512,2327,0.865
Completed,0.19,25,3388,3250,3359,0.019
Completed,0.43,126,4061,2496,1241,0.702
Completed,0.19,24,1481,3822,4446,0.416
Completed,0.19,24,2454,1689,3015,0.356
Completed,0.2,92,4877,4572,1378,0.509
Completed,0.19,23,3033,1007,4103,0.208
Completed,0.27,83,607,2812,290,0.921
Completed,0.19,24,571,348,4222,0.024
Completed,0.33,76,2990,3393,94,0.871
Completed,0.19,24,4915,2271,2818,0.407
Completed,0.19,100,2495,3913,1497,0.692
Completed,0.55,163,1444,1827,1044,0.502
Completed,0.19,23,4020,4412,4565,0.351
Completed,0.19,24,3424,1103,2446,0.932
Completed,0.19,24,849,2581,3163,0.217
Completed,0.77,4077,1220,1998,1969,0.299
Completed,0.19,330,3638,4261,3596,0.582
Completed,0.19,22,4235,73,871,0.133
Completed,0.19,23,1815,3748,4694,0.981
Completed,0.19,21,2084,821,2691,0.792
Completed,0.45,145,4661,2939,1668,0.077
Completed,0.19,23,2736,1562,3788,0.643
Completed,0.19,78,162,4758,571,0.491
Completed,0.19,22,152,1368,3567,0.875
Completed,0.27,107,2570,4891,2076,0.223
Completed,0.19,23,4397,703,4976,0.555
Completed,0.19,88,1977,3118,667,0.341
Completed,0.19,23,1629,201,1796,0.402
Completed,0.51,228,4206,3559,2641,0.748
Completed,0.19,94,3551,2183,385,0.034
Completed,0.66,2369,976,4138,4052,0.819
Completed,0.45,107,721,968,202,0.664
Completed,0.19,24,3141,2772,4192,0.451
Completed,0.67,288,3795,1650,1291,0.767
Completed,0.33,176,1375,4533,3102,0.113
Completed,0.19,23,2192,2457,4517,0.174
Completed,0.41,96,4768,3782,1170,0.959
Completed,0.19,23,2942,473,3426,0.261
Completed,0.3,195,366,3211,2261,0.607
Completed,0.31,112,441,2233,856,0.831
Completed,0.19,24,2865,4027,4826,0.053
Completed,0.19,24,4691,463,1945,0.728
Completed,0.19,22,2266,3357,3737,0.39
Completed,0.19,24,1296,1212,3882,0.321
Completed,0.4,94,3877,2548,516,0.543
Completed,0.19,22,3222,1797,2791,0.235
Completed,0.19,100,642,4524,1607,0.895
Completed,0.19,24,1052,113,2952,0.619
Completed,0.22,107,3476,3627,1480,0.28
Completed,0.19,23,4131,1880,4361,0.94
Completed,0.19,81,1706,4304,71,0.163
Completed,0.19,23,1896,1437,2392,0.094
Completed,0.53,180,4476,4803,3256,0.755
Completed,0.19,24,2650,869,981,0.462
Completed,0.19,23,70,2815,4667,0.683
Completed,0.19,23,236,733,1354,0.197
Completed,0.63,106,4584,1260,256,0.363
Completed,0.45,307,2159,4924,4098,0.521
Completed,0.19,22,1736,2067,3286,0.703
Completed,0.19,130,4317,4173,2284,0.427
Completed,0.19,27,3720,239,4383,0.852
Completed,0.41,101,1140,3445,1187,0.012
Completed,0.19,22,926,1603,4876,0.471
Completed,0.59,86,3349,4657,728,0.631
Completed,0.19,23,3946,1093,3472,0.089
Completed,0.55,270,1520,2727,2132,0.811
Completed,0.67,310,2413,592,409,0.993
Completed,0.19,24,4994,3168,3911,0.153
Completed,0.59,245,3069,2417,1811,0.562
Completed,0.42,162,490,3903,2509,0.287
Completed,0.19,24,499,2408,4837,0.896
Completed,0.52,85,3080,3890,850,0.238
Completed,0.19,23,4984,600,3750,0.546
Completed,0.25,158,2403,3182,1937,0.323
Completed,0.65,161,1511,1075,524,0.387
Completed,0.19,24,3936,2724,3869,0.728
Completed,0.19,142,935,4660,2780,0.828
Completed,0.19,24,1150,250,1474,0.686
Completed,0.57,388,3730,3451,2963,0.463
Completed,0.36,79,4307,2056,62,0.755
Completed,0.19,22,1725,4167,4375,0.097
Completed,0.19,21,2149,1261,3243,0.161
Completed,0.19,116,4574,4940,2400,0.937
Completed,0.19,23,2669,732,4656,0.278
