Status,ACCURACY,RUNTIME,recent_samples_size,max_window_size,min_window_size,min_p_value
Completed,0.35,14,1553,971,1313,0.999
Completed,0.53,57,3624,4731,2120,0.0
Completed,0.5,41,3648,3617,1,0.0
Completed,0.39,9,5000,1574,5000,0.0
Completed,0.6,92,1505,1329,30,0.507
Completed,0.58,92,1144,4583,3595,0.068
Completed,0.59,97,5000,3816,2052,0.0
Completed,0.59,111,1205,2121,1055,0.741
Completed,0.56,76,3227,5000,3459,0.052
Completed,0.6,148,5000,2804,1862,0.875
Completed,0.58,88,4406,4767,3109,0.032
Completed,0.6,95,4320,1489,169,0.491
Completed,0.61,176,4835,1717,931,0.547
Completed,0.61,176,1114,730,1,0.893
Completed,0.62,253,1132,331,1,0.058
Completed,0.6,99,1383,1446,194,0.53
Completed,0.61,111,3907,1466,426,0.533
Completed,0.61,90,4480,1861,409,0.901
Completed,0.6,146,1345,1131,219,0.477
Completed,0.61,1037,1295,192,98,0.897
Completed,0.58,102,1345,2774,1549,0.78
Completed,0.59,100,5000,2922,1614,0.85
Completed,0.59,91,1409,2311,986,0.763
Completed,0.58,99,3421,4611,3420,0.067
Completed,0.6,128,5000,5000,3709,0.121
Completed,0.59,146,1190,4655,4005,0.078
Completed,0.6,113,4300,1511,84,0.877
Completed,0.59,113,1364,2255,1302,0.098
Completed,0.59,75,1360,1883,564,0.781
Completed,0.58,89,1183,4364,3302,0.263
Completed,0.6,89,4661,2131,534,0.766
Completed,0.61,123,1209,1551,833,0.764
Completed,0.61,176,1502,1975,1463,0.716
Completed,0.6,135,4432,2661,1709,0.858
Completed,0.37,10,4142,1203,4017,0.999
Completed,0.61,230,1029,2683,2408,0.0
Completed,0.5,35,3528,5000,1022,0.0
Completed,0.34,12,5000,849,1380,0.0
Completed,0.36,13,5000,3204,3563,0.999
Completed,0.51,36,4174,5000,336,0.999
Completed,0.3,9,2462,2847,4172,0.0
Completed,0.3,8,3439,568,3308,0.0
Completed,0.39,11,1334,1360,1544,0.999
Completed,0.36,11,5000,1076,1726,0.0
Completed,0.32,17,2040,3200,1,0.0
Completed,0.59,71,4896,2147,1,0.0
Completed,0.51,38,1151,3663,719,0.0
Completed,0.6,112,5000,3464,2343,0.999
Completed,0.46,37,1473,4892,1255,0.0
Completed,0.38,13,5000,2404,3626,0.0
Completed,0.5,43,1239,4705,1926,0.999
Completed,0.55,48,5000,3340,1,0.0
Completed,0.37,11,1299,1251,1987,0.999
Completed,0.35,13,5000,2979,3792,0.999
Completed,0.3,9,3693,616,4046,0.999
Completed,0.28,8,3979,407,4202,0.0
Completed,0.51,42,4841,5000,1081,0.0
Completed,0.3,14,3091,718,2867,0.0
Completed,0.32,9,2271,2944,4637,0.0
Completed,0.3,13,2372,2383,4381,0.0
Completed,0.39,11,4450,1352,4653,0.999
Completed,0.29,9,5000,423,3503,0.0
Completed,0.39,10,1778,1420,2833,0.999
Completed,0.4,11,4571,2066,5000,0.999
Completed,0.38,9,1459,1579,3188,0.0
Completed,0.44,30,1327,4466,665,0.999
Completed,0.31,7,1,1149,5000,0.0
Completed,0.32,7,1,1487,5000,0.0
Completed,0.44,26,987,4142,92,0.0
Completed,0.32,9,2195,1350,2541,0.0
Completed,0.45,33,840,4038,740,0.999
Completed,0.55,52,5000,4210,1302,0.0
Completed,0.38,10,3210,1557,3462,0.0
Completed,0.31,8,1,1304,4529,0.0
Completed,0.32,7,1,1678,4430,0.999
Completed,0.5,37,3946,4962,1,0.0
Completed,0.58,71,1226,2601,1334,0.0
Completed,0.31,7,1,1592,3701,0.0
Completed,0.52,44,1219,2871,430,0.0
Completed,0.32,7,1,482,5000,0.999
Completed,0.4,11,4553,1930,4452,0.999
Completed,0.4,12,3948,2235,4954,0.0
Completed,0.36,13,913,1382,2641,0.0
Completed,0.51,51,3543,5000,2378,0.999
Completed,0.6,118,5000,3715,2631,0.999
Completed,0.57,71,1054,3640,2382,0.0
Completed,0.36,13,5000,2733,3295,0.0
Completed,0.61,128,5000,993,1,0.0
Completed,0.52,56,1124,3279,1249,0.0
Completed,0.55,60,1111,4047,2134,0.999
Completed,0.55,67,4289,3274,386,0.999
Completed,0.38,23,2474,5000,476,0.0
Completed,0.54,54,5000,3698,212,0.0
Completed,0.59,102,4176,3366,1486,0.999
Completed,0.59,78,4318,1884,1,0.0
Completed,0.57,80,4866,3478,1275,0.0
Completed,0.57,59,4190,3013,436,0.999
Completed,0.59,97,5000,4432,3079,0.999
Completed,0.47,41,4241,4239,406,0.999
Completed,0.58,64,5000,4100,1919,0.999
Completed,0.58,80,1240,4300,2979,0.0
Completed,0.45,26,859,5000,654,0.999
Completed,0.43,30,1088,3845,165,0.999
Completed,0.53,58,5000,4025,562,0.999
Completed,0.29,9,2590,427,1376,0.0
Completed,0.51,44,1406,5000,1948,0.999
Completed,0.36,17,5000,2744,3096,0.999
Completed,0.29,10,1476,191,4659,0.999
Completed,0.38,13,5000,2359,4423,0.0
Completed,0.52,61,1225,4745,2589,0.0
Completed,0.58,75,5000,2730,536,0.999
Completed,0.35,12,3909,957,5000,0.0
Completed,0.57,62,1336,1742,1,0.0
Completed,0.52,44,1425,4030,950,0.0
Completed,0.39,12,5000,2131,4062,0.0
Completed,0.56,63,1123,3477,1985,0.0
Completed,0.57,64,1146,3086,1583,0.0
Completed,0.32,7,1,27,1573,0.999
Completed,0.6,1274,1396,1005,961,0.0
Completed,0.51,50,1292,5000,2564,0.0
Completed,0.52,41,1241,2640,1,0.999
Completed,0.32,11,3250,2819,5000,0.999
Completed,0.38,12,5000,1325,2134,0.0
Completed,0.44,31,909,5000,1429,0.999
Completed,0.32,7,1,685,1784,0.0
Completed,0.5,34,1188,3084,1,0.999
Completed,0.53,55,1331,4262,1943,0.0
Completed,0.57,58,3895,2515,1,0.0
Completed,0.59,83,5000,4197,2427,0.0
Completed,0.48,41,5000,4544,1,0.999
Completed,0.49,40,415,5000,3552,0.999
Completed,0.32,7,1,590,2189,0.999
Completed,0.5,41,4791,5000,769,0.999
Completed,0.6,87,3946,2076,663,0.0
Completed,0.6,114,4579,1595,398,0.0
Completed,0.6,138,5000,3870,2888,0.0
Completed,0.6,133,5000,5000,4053,0.999
Completed,0.56,61,1118,3604,2126,0.999
Completed,0.37,10,5000,1285,1570,0.999
Completed,0.6,92,3909,2414,1140,0.0
Completed,0.6,98,1395,1588,510,0.0
Completed,0.56,63,3497,3840,2011,0.999
Completed,0.59,91,3893,3862,2405,0.0
Completed,0.4,9,5000,1477,1531,0.999
Completed,0.6,128,4649,1211,1,0.0
Completed,0.37,9,915,1377,1821,0.0
Completed,0.32,13,1839,3705,4292,0.999
Completed,0.51,42,1185,3957,1287,0.999
Completed,0.59,80,1449,1669,386,0.0
Completed,0.62,168,4182,646,1,0.999
Completed,0.53,44,1220,3530,1036,0.999
Completed,0.6,145,3832,4203,3089,0.999
Completed,0.34,13,1804,3510,4169,0.0
Completed,0.55,61,5000,4436,1671,0.999
Completed,0.52,41,1456,4672,1634,0.0
Completed,0.44,32,1153,4205,497,0.0
Completed,0.3,15,1683,3721,5000,0.0
Completed,0.6,142,5000,4321,3469,0.999
Completed,0.53,50,1376,4696,2211,0.588
Completed,0.37,15,4292,2704,4632,0.999
Completed,0.51,54,5000,5000,1435,0.999
Completed,0.29,9,4459,259,731,0.999
Completed,0.39,10,5000,1570,3701,0.999
Completed,0.34,11,770,947,4119,0.0
Completed,0.46,33,1245,4722,845,0.0
Completed,0.56,63,4587,3858,1492,0.0
Completed,0.4,11,5000,1944,3912,0.0
Completed,0.49,44,5000,4383,353,0.0
Completed,0.35,13,5000,3116,3224,0.0
Completed,0.34,11,5000,976,4452,0.999
Completed,0.37,11,3427,1145,4428,0.999
Completed,0.46,38,1280,4594,1084,0.999
Completed,0.36,12,4227,1068,3290,0.999
Completed,0.4,10,4290,1651,4543,0.999
Completed,0.48,42,5000,4691,850,0.0
Completed,0.4,9,3806,1480,4263,0.0
Completed,0.53,50,4917,4525,1357,0.0
Completed,0.38,10,5000,1308,3808,0.0
Completed,0.46,35,1119,3868,428,0.999
Completed,0.53,53,3920,4167,861,0.999
Completed,0.55,59,1308,2815,811,0.999
Completed,0.51,41,1108,3460,362,0.0
Completed,0.54,49,1201,3014,964,0.0
Completed,0.6,99,5000,3191,1916,0.999
Completed,0.59,102,1165,3291,2478,0.0
Completed,0.49,38,5000,4812,1,0.0
Completed,0.59,112,1075,2848,2010,0.0
Completed,0.3,10,2878,3005,3421,0.0
Completed,0.6,268,5000,3352,2704,0.999
Completed,0.46,29,1325,4621,1,0.999
Completed,0.35,12,3261,940,1631,0.999
Completed,0.34,14,1409,2593,4923,0.0
Completed,0.57,66,5000,5000,2267,0.0
Completed,0.57,67,4017,4459,2097,0.999
Completed,0.34,14,3570,2633,3796,0.0
Completed,0.49,46,5000,4580,486,0.999
Completed,0.3,12,3344,3344,4034,0.999
Completed,0.59,100,1542,3751,2635,0.0
Completed,0.38,14,5000,2347,3123,0.0
Completed,0.39,13,4005,2154,4555,0.0
Completed,0.32,8,1,210,2804,0.999
Completed,0.31,9,2016,1733,3992,0.999
Completed,0.4,11,5000,1699,3190,0.999
Completed,0.39,12,4497,1369,5000,0.999
Completed,0.3,9,1963,638,3069,0.999
Completed,0.32,8,3857,107,2570,0.0
Completed,0.31,10,3409,4064,4635,0.999
Completed,0.32,8,1,482,1456,0.999
Completed,0.56,73,1207,4571,3007,0.0
Completed,0.55,53,3689,3760,1156,0.0
Completed,0.37,11,1359,1216,3783,0.999
Completed,0.51,39,1108,2812,1,0.0
Completed,0.59,86,1408,1542,422,0.999
Completed,0.32,7,1,319,2466,0.0
Completed,0.4,15,3690,2033,3702,0.999
Completed,0.31,8,2514,3227,5000,0.0
Completed,0.5,43,1357,4332,1142,0.0
Completed,0.37,10,5000,1130,2811,0.0
Completed,0.32,8,1,579,2933,0.999
Completed,0.61,101,1104,626,1,0.0
Completed,0.6,103,3806,1047,1,0.999
Completed,0.59,88,4360,3837,2375,0.999
Completed,0.61,100,5000,1552,401,0.0
Completed,0.59,82,4198,4263,2648,0.0
Completed,0.55,54,5000,4704,1909,0.999
Completed,0.57,89,3729,4483,2822,0.999
Completed,0.61,110,1468,1606,680,0.0
Completed,0.59,102,5000,3527,2115,0.0
Completed,0.6,82,3430,1892,630,0.0
Completed,0.61,124,4132,1023,1,0.999
Completed,0.59,108,3807,2742,1524,0.0
Completed,0.36,14,5000,3109,4490,0.999
Completed,0.58,76,4267,3723,1609,0.999
Completed,0.29,9,2527,248,4149,0.0
Completed,0.38,11,1310,1855,3155,0.0
Completed,0.58,114,928,4756,4014,0.999
Completed,0.55,64,5000,3293,415,0.0
Completed,0.61,127,4366,969,1,0.0
Completed,0.31,11,5000,4060,4477,0.999
Completed,0.5,55,5000,4033,1,0.0
Completed,0.6,153,5000,5000,4196,0.0
Completed,0.31,12,1489,3365,3892,0.054
Completed,0.29,11,4164,719,1706,0.832
Completed,0.31,11,2015,347,3310,0.145
Completed,0.33,28,31,4423,2040,0.722
Completed,0.34,15,2980,2089,4852,0.375
Completed,0.35,11,355,1191,4421,0.93
Completed,0.38,23,2276,4048,690,0.453
Completed,0.39,13,4641,1401,3502,0.667
Completed,0.32,13,1118,2520,2742,0.775
Completed,0.32,9,3128,186,556,0.119
Completed,0.33,15,3352,2770,4642,0.692
Completed,0.31,9,987,104,2456,0.413
Completed,0.34,12,2485,1474,4112,0.862
Completed,0.32,12,2511,942,2570,0.6
Completed,0.34,11,200,1997,3001,0.094
Completed,0.3,9,4796,576,3920,0.323
Completed,0.35,13,4348,3135,3253,0.477
Completed,0.32,10,1398,782,1067,0.635
Completed,0.31,10,648,4293,4835,0.247
Completed,0.39,11,3599,1628,2024,0.904
Completed,0.3,11,716,661,3544,0.277
Completed,0.4,15,4279,1768,4462,0.015
Completed,0.39,10,1355,1696,1903,0.999
Completed,0.4,12,5000,1712,2095,0.0
Completed,0.36,21,5000,2541,2926,0.0
Completed,0.32,7,1,3862,4357,0.0
Completed,0.38,14,1538,1231,1517,0.0
Completed,0.4,16,4214,1768,5000,0.999
Completed,0.35,25,2118,4865,1995,0.0
Completed,0.38,15,5000,2430,4726,0.999
Completed,0.41,14,5000,1639,1744,0.0
Completed,0.37,17,1437,1179,3187,0.0
Completed,0.33,18,1626,3259,3273,0.0
Completed,0.29,16,5000,4605,5000,0.999
Completed,0.38,18,3888,2349,3957,0.999
Completed,0.35,14,943,1903,4519,0.0
Completed,0.39,12,1466,1687,2589,0.0
Completed,0.39,13,5000,1783,2828,0.0
Completed,0.32,12,3193,65,1993,0.0
Completed,0.33,14,649,4341,4396,0.999
Completed,0.32,7,1,762,1456,0.999
Completed,0.31,8,1,424,4579,0.999
Completed,0.31,13,5000,595,1055,0.0
Completed,0.36,15,4727,905,3123,0.999
Completed,0.4,15,5000,1948,3094,0.999
Completed,0.39,14,5000,1589,2277,0.999
Completed,0.36,15,1159,1574,1729,0.0
Completed,0.32,10,3301,11,695,0.0
Completed,0.31,12,3438,665,1384,0.0
Completed,0.33,18,5000,4348,4477,0.0
Completed,0.31,10,389,171,5000,0.999
Completed,0.39,15,4551,1497,4623,0.0
Completed,0.37,19,5000,2593,4398,0.0
Completed,0.33,19,5000,3537,3855,0.0
Completed,0.32,10,1,4666,5000,0.0
Completed,0.31,14,4282,746,5000,0.999
Completed,0.36,16,3639,2206,3610,0.999
Completed,0.32,9,1,3123,3208,0.999
Completed,0.29,11,771,486,871,0.0
Completed,0.36,15,5000,1037,3858,0.999
Completed,0.38,18,4398,2389,5000,0.0
Completed,0.37,11,3883,1154,1641,0.999
Completed,0.31,28,1,4744,3619,0.999
Completed,0.35,19,5000,2997,5000,0.999
Completed,0.37,10,4229,1125,2458,0.0
Completed,0.35,10,912,1029,2951,0.0
Completed,0.31,8,3266,35,3874,0.999
Completed,0.3,10,1904,312,950,0.999
Completed,0.39,13,5000,1413,2543,0.0
Completed,0.37,12,5000,1181,5000,0.999
Completed,0.4,11,4180,1743,3754,0.0
Completed,0.38,11,4599,1321,2944,0.999
Completed,0.39,10,1113,1324,4041,0.0
Completed,0.53,46,3454,2759,37,0.219
Completed,0.31,8,3313,423,4482,0.427
Completed,0.3,11,389,1932,2875,0.172
Completed,0.6,88,4556,3521,2125,0.696
Completed,0.62,509,3786,1334,1153,0.566
Completed,0.36,8,2415,998,1497,0.813
Completed,0.35,10,2628,1483,4092,0.195
Completed,0.45,29,2429,3071,910,0.686
Completed,0.36,11,1192,1186,3265,0.44
Completed,0.61,487,4664,509,292,0.803
Completed,0.32,8,393,4001,4710,0.328
Completed,0.6,96,3407,3665,2642,0.073
Completed,0.3,9,3577,694,1950,0.281
Completed,0.48,29,261,1645,422,0.036
Completed,0.36,14,4836,2557,4579,0.59
Completed,0.4,15,4363,2239,3680,0.704
Completed,0.59,67,2735,1163,330,0.653
Completed,0.29,9,2210,4637,4672,0.223
Completed,0.61,4171,3972,3010,2997,0.47
Completed,0.3,11,1754,570,3616,0.103
Completed,0.5,47,3185,3984,1385,0.516
Completed,0.59,123,1261,2613,1829,0.253
Completed,0.31,7,3,711,4145,0.624
Completed,0.49,40,4902,4738,856,0.006
Completed,0.31,9,4104,58,2461,0.136
Completed,0.35,20,2039,2300,228,0.389
Completed,0.3,11,2866,3192,4773,0.99
Completed,0.59,93,2974,2446,1716,0.081
Completed,0.59,1213,1932,3358,3285,0.542
Completed,0.31,9,670,205,655,0.336
Completed,0.33,11,4230,4310,4345,0.795
Completed,0.42,24,209,4884,2339,0.463
Completed,0.61,186,3282,2509,2047,0.915
Completed,0.3,9,3463,481,2740,0.688
Completed,0.31,10,220,2185,4886,0.942
Completed,0.55,44,4726,3615,116,0.434
Completed,0.3,9,701,3119,3363,0.82
Completed,0.62,256,1943,1216,734,0.051
Completed,0.6,244,3002,4550,4268,0.576
Completed,0.35,10,2875,1070,2383,0.476
Completed,0.58,70,809,1289,306,0.231
Completed,0.35,13,4132,2952,4695,0.644
Completed,0.3,11,1272,314,4067,0.777
Completed,0.53,45,3668,3883,934,0.349
Completed,0.35,10,3174,1839,3970,0.015
Completed,0.59,86,1726,2675,1030,0.615
Completed,0.3,11,940,4240,4593,0.382
Completed,0.6,179,2704,3406,3076,0.128
Completed,0.51,52,250,3787,2973,0.556
Completed,0.59,77,1493,1885,344,0.318
Completed,0.3,13,3569,3568,4657,0.811
Completed,0.61,120,3437,905,213,0.583
Completed,0.59,1047,1664,4856,4787,0.044
Completed,0.3,11,421,1739,2437,0.828
Completed,0.61,448,4675,2810,2565,0.291
Completed,0.37,13,3901,2494,4169,0.411
Completed,0.31,10,2457,174,3188,0.158
Completed,0.46,31,2639,4340,1814,0.711
Completed,0.54,54,2518,2189,1230,0.788
Completed,0.31,8,2387,3259,3770,0.342
Completed,0.31,8,1145,143,1420,0.533
Completed,0.6,204,3756,4094,3582,0.089
Completed,0.29,9,4545,663,4403,0.209
Completed,0.39,19,361,4829,597,0.671
Completed,0.61,176,1018,2752,2387,0.625
Completed,0.35,7,2280,889,4758,0.497
Completed,0.32,7,2767,8,4987,0.372
Completed,0.37,20,2330,4194,13,0.753
Completed,0.6,142,4008,3164,2325,0.501
Completed,0.61,131,4490,1593,641,0.636
Completed,0.29,10,607,2643,4360,0.24
Completed,0.61,205,3676,2051,1522,0.151
Completed,0.6,408,1386,3715,3479,0.722
Completed,0.27,10,123,620,1167,0.406
Completed,0.6,1030,4934,3934,3834,0.974
Completed,0.37,11,4150,1116,2861,0.854
Completed,0.48,37,912,4684,2140,0.268
Completed,0.49,37,2908,2979,544,0.023
Completed,0.59,92,1964,2813,1399,0.448
Completed,0.3,8,4807,454,2027,0.066
Completed,0.59,91,4804,4629,2910,0.683
Completed,0.3,9,4317,558,3805,0.553
Completed,0.48,36,779,3952,1196,0.078
Completed,0.31,8,2021,2106,3528,0.8
Completed,0.35,13,2953,1940,4549,0.733
Completed,0.36,20,2148,3548,451,0.147
Completed,0.31,8,887,391,3101,0.978
Completed,0.59,82,4210,3806,1901,0.393
Completed,0.35,11,4989,990,1083,0.28
Completed,0.48,61,112,4463,3917,0.85
Completed,0.61,833,1350,1366,1274,0.027
Completed,0.36,14,3746,2875,3728,0.595
Completed,0.31,10,3253,231,1765,0.758
Completed,0.6,105,1804,4318,3235,0.361
Completed,0.51,38,566,2434,861,0.513
Completed,0.35,12,4496,3327,4141,0.114
Completed,0.62,458,629,1962,1858,0.422
Completed,0.61,327,4277,3491,3143,0.946
Completed,0.35,11,1415,1046,2511,0.563
Completed,0.58,91,1586,3387,1954,0.792
Completed,0.3,10,342,254,4642,0.086
Completed,0.48,47,4597,4261,359,0.545
Completed,0.58,82,1122,4933,3664,0.213
Completed,0.28,11,2561,2730,4020,0.468
Completed,0.3,11,2597,742,3436,0.032
Completed,0.41,24,2465,4750,1565,0.586
Completed,0.59,74,3834,2587,748,0.839
Completed,0.6,1088,4623,2268,2197,0.953
Completed,0.6,112,439,3180,2804,0.414
Completed,0.3,8,1697,66,121,0.706
Completed,0.6,107,3541,1512,573,0.445
Completed,0.36,10,298,1137,2091,0.19
Completed,0.47,38,1000,4783,1339,0.082
Completed,0.29,11,2256,1666,4007,0.789
Completed,0.33,10,2688,1672,2154,0.619
Completed,0.31,9,2252,2564,2846,0.003
Completed,0.62,323,1014,682,471,0.874
Completed,0.6,463,3930,4767,4530,0.256
Completed,0.31,9,4412,87,3474,0.385
Completed,0.44,29,528,4115,1527,0.986
Completed,0.37,12,3598,1193,4316,0.903
Completed,0.48,36,1308,4607,684,0.473
Completed,0.6,91,4856,3059,1668,0.22
Completed,0.59,66,4072,2128,67,0.106
Completed,0.32,8,834,3638,4933,0.521
Completed,0.3,12,2071,540,2290,0.353
Completed,0.29,9,3016,374,806,0.177
Completed,0.31,11,1886,3867,4194,0.699
Completed,0.61,690,1420,4445,4299,0.353
Completed,0.3,11,157,1291,1674,0.521
Completed,0.35,15,4744,2906,3326,0.108
Completed,0.43,25,644,3486,69,0.651
Completed,0.29,10,1881,390,2698,0.475
Completed,0.29,10,2815,537,4187,0.058
Completed,0.35,18,2086,4017,814,0.565
Completed,0.58,77,4077,3651,1874,0.819
Completed,0.6,97,4852,1457,192,0.947
Completed,0.31,8,50,3053,4810,0.425
