Status,ACCURACY,RUNTIME,recent_samples_size,max_window_size,min_window_size,min_p_value
Failed,,,560,3095,3614,0.401
Failed,,,1751,126,2060,0.582
Failed,,,3217,4834,4450,0.247
Failed,,,2639,822,2970,0.072
Failed,,,2204,4785,2151,0.95
Failed,,,1052,2129,3720,0.004
Failed,,,3921,3085,1032,0.667
Failed,,,4226,978,3331,0.922
Failed,,,728,3811,629,0.274
Failed,,,1881,1780,4693,0.71
Failed,,,3073,3322,2403,0.124
Failed,,,3730,2334,25,0.197
Failed,,,1326,2626,2725,0.596
Failed,,,239,968,769,0.125
Failed,,,4710,3763,3397,0.539
Failed,,,4874,1233,1581,0.267
Failed,,,91,4025,4265,0.93
Failed,,,1282,1681,199,0.116
Failed,,,3683,3264,2512,0.718
Failed,,,3109,2392,4910,0.603
Failed,,,2050,3216,260,0.482
Failed,,,898,1184,4322,0.531
Failed,,,4082,4015,1710,0.133
Failed,,,3759,1923,3943,0.393
Failed,,,1201,2881,1317,0.807
Failed,,,2354,225,2873,0.239
Failed,,,2606,4892,502,0.59
Failed,,,3259,764,1923,0.727
Failed,,,1794,4181,4548,0.064
Failed,,,392,1913,1330,0.659
Failed,,,4553,2832,4038,0.012
Failed,,,4598,1262,1545,0.529
Failed,,,439,3468,3861,0.178
Failed,,,1630,812,428,0.867
Failed,,,3406,4231,3113,0.453
Failed,,,2769,116,4466,0.349
Failed,,,2453,3014,4170,0.313
Failed,,,1106,45,99,0.639
Failed,,,3858,4753,2807,0.038
Failed,,,4162,1812,351,0.31
Failed,,,782,3392,3034,0.895
Failed,,,2130,1049,1468,0.089
Failed,,,2814,3843,3782,0.737
Failed,,,3511,504,3640,0.569
Failed,,,1536,4548,956,0.233
Failed,,,135,595,1797,0.418
Failed,,,4921,4678,4088,0.753
Failed,,,4754,332,865,0.06
Failed,,,279,4413,3262,0.645
Failed,,,1471,2382,2316,0.339
Failed,,,3562,2676,4926,0.986
Failed,,,2930,1671,2656,0.818
Failed,,,1986,3949,3559,0.845
Failed,,,639,1606,2000,0.169
Failed,,,4331,3189,4627,0.504
Failed,,,4008,252,2241,0.779
Failed,,,942,4958,4845,0.428
Failed,,,2290,1989,790,0.617
Failed,,,2660,2908,3180,0.203
Failed,,,3351,1439,4240,0.099
Failed,,,1692,3609,1635,0.7
Failed,,,603,1525,1107,0.89
Failed,,,4450,3733,3479,0.289
Failed,,,4496,902,4775,0.143
Failed,,,532,4361,2477,0.556
Failed,,,1841,1392,3413,0.488
Failed,,,3187,3558,704,0.839
Failed,,,2511,2097,1871,0.977
Failed,,,2286,3598,4108,0.838
Failed,,,938,629,44,0.145
Failed,,,4006,4085,2667,0.559
Failed,,,4327,2476,447,0.787
Failed,,,637,2810,3055,0.388
Failed,,,1985,466,1487,0.562
Failed,,,2979,4508,3881,0.227
Failed,,,3656,1167,3700,0.091
Failed,,,1372,3958,1091,0.739
Failed,,,228,2205,4387,0.781
Failed,,,4819,2536,2074,0.383
Failed,,,4964,2467,2953,0.673
Failed,,,60,2800,579,0.025
Failed,,,1369,457,4023,0.96
Failed,,,3655,4499,1393,0.375
Failed,,,2984,1157,1184,0.448
Failed,,,2134,4538,3460,0.368
Failed,,,786,2194,1903,0.678
Failed,,,4164,2525,4607,0.031
Failed,,,3863,912,2296,0.256
Failed,,,1107,4370,4985,0.919
Failed,,,2455,1401,923,0.097
Failed,,,2515,3568,3242,0.698
Failed,,,3186,2107,4341,0.623
Failed,,,1837,3024,1651,0.21
Failed,,,384,640,2574,0.253
Failed,,,4660,4095,186,0.916
Failed,,,4663,242,4752,0.634
Failed,,,384,4947,2383,0.033
Failed,,,1693,1978,3312,0.983
Failed,,,3354,2897,688,0.32
Failed,,,2658,1429,1738,0.487
Failed,,,2349,4190,2055,0.459
Failed,,,1197,1534,3621,0.523
Failed,,,3757,3742,1014,0.172
Failed,,,4078,322,3394,0.416
Failed,,,895,4403,763,0.752
Failed,,,2048,2371,4833,0.2
Failed,,,2926,2666,2458,0.598
Failed,,,3563,1661,119,0.704
Failed,,,1474,3205,2748,0.119
Failed,,,63,1615,4525,0.307
Failed,,,4964,3198,2132,0.893
Failed,,,4816,1801,2815,0.166
Failed,,,227,3382,521,0.502
Failed,,,1536,1039,3963,0.449
Failed,,,3507,3833,1258,0.847
Failed,,,2817,494,1165,0.953
Failed,,,1885,2635,205,0.989
Failed,,,733,604,4259,0.059
Failed,,,4227,4687,1577,0.644
Failed,,,3926,1252,4042,0.883
Failed,,,1053,3458,1335,0.282
Failed,,,2206,802,2894,0.733
Failed,,,2774,4221,598,0.07
Failed,,,3406,106,1980,0.236
Failed,,,1627,4775,4686,0.588
Failed,,,529,54,2597,0.773
Failed,,,4495,4763,280,0.422
Failed,,,4453,1932,1410,0.005
Failed,,,604,2890,3801,0.669
Failed,,,1796,234,370,0.347
Failed,,,3261,4901,2975,0.947
Failed,,,2605,773,4445,0.872
Failed,,,2239,4872,420,0.244
Failed,,,1086,1903,3867,0.8
Failed,,,3956,2822,1549,0.402
Failed,,,4260,1242,4084,0.132
Failed,,,763,4034,1791,0.545
Failed,,,1915,1690,2732,0.469
Failed,,,3108,3274,27,0.82
Failed,,,3686,2401,2396,0.997
Failed,,,1283,2734,4690,0.333
Failed,,,283,1174,1812,0.929
Failed,,,4754,4004,4189,0.281
Failed,,,4918,987,849,0.537
Failed,,,134,3820,3161,0.14
Failed,,,1326,1789,2222,0.812
Failed,,,3727,3331,4903,0.477
Failed,,,3075,2343,2516,0.341
Failed,,,2084,3301,2322,0.712
Failed,,,931,958,3255,0.273
Failed,,,4116,3752,862,0.936
Failed,,,3793,2187,3482,0.661
Failed,,,1236,3104,1114,0.013
Failed,,,2388,135,4542,0.94
Failed,,,2641,4843,1919,0.355
Failed,,,3214,831,508,0.467
Failed,,,1751,4289,2877,0.865
Failed,,,436,2119,1242,0.395
Failed,,,4597,3075,3539,0.808
Failed,,,4554,1505,1027,0.29
Failed,,,395,3674,3716,0.875
Failed,,,1586,705,2154,0.077
Failed,,,3363,4161,4473,0.725
Failed,,,2803,166,3111,0.58
Failed,,,2497,2966,3416,0.615
Failed,,,1149,310,2473,0.43
Failed,,,3902,4977,4770,0.765
Failed,,,4206,1585,2079,0.509
Failed,,,826,3130,4391,0.159
Failed,,,2174,1098,952,0.855
Failed,,,2859,3929,3634,0.441
Failed,,,3476,398,3785,0.36
Failed,,,1502,4479,1475,0.961
Failed,,,91,390,634,0.651
Failed,,,4878,4432,3337,0.051
Failed,,,4710,574,1717,0.76
Failed,,,236,4619,4324,0.408
Failed,,,1427,2275,256,0.606
Failed,,,3518,2606,2650,0.192
Failed,,,2964,1721,4930,0.111
Failed,,,2030,3901,4018,0.083
Failed,,,683,1870,582,0.901
Failed,,,4375,3411,2959,0.3
Failed,,,4051,25,179,0.041
Failed,,,987,4694,2571,0.626
Failed,,,2334,2038,1640,0.328
Failed,,,2704,2994,4245,0.975
Failed,,,3317,1332,3176,0.83
Failed,,,1658,3538,785,0.494
Failed,,,559,1320,1314,0.18
Failed,,,4406,3487,3936,0.516
Failed,,,4461,698,2812,0.911
Failed,,,498,4114,105,0.263
Failed,,,1806,1459,4164,0.691
Failed,,,3153,3667,1868,0.105
Failed,,,2554,2008,710,0.217
Failed,,,2317,3988,2623,0.896
Failed,,,1008,1645,1685,0.086
Failed,,,4035,3228,4307,0.734
Failed,,,4338,213,1307,0.978
Failed,,,685,4918,3914,0.315
Failed,,,1994,1949,471,0.637
Failed,,,3030,2869,2865,0.036
Failed,,,3609,1557,4559,0.142
Failed,,,1361,3726,1950,0.556
Failed,,,193,2447,3029,0.023
Failed,,,4785,2741,346,0.686
Failed,,,4929,2263,4624,0.381
Failed,,,26,2555,1993,0.795
Failed,,,1334,523,3564,0.219
Failed,,,3621,4606,1188,0.57
Failed,,,3027,1068,1388,0.746
Failed,,,2162,3053,4475,0.427
Failed,,,853,84,1044,0.62
Failed,,,4194,4792,3747,0.207
Failed,,,3870,1772,655,0.446
Failed,,,1157,3353,3344,0.844
Failed,,,2465,1010,2408,0.171
Failed,,,2562,3804,4727,0.507
Failed,,,3136,622,2701,0.674
Failed,,,1828,4665,11,0.026
Failed,,,349,882,4851,0.551
Failed,,,4626,4302,2244,0.153
Failed,,,4633,2350,3267,0.567
Failed,,,318,2683,899,0.231
Failed,,,1665,340,4952,0.783
Failed,,,3285,4381,2329,0.386
Failed,,,2726,1196,254,0.311
Failed,,,2420,3177,1195,0.276
Failed,,,1228,1145,4636,0.707
Failed,,,3825,3976,2030,0.122
Failed,,,4128,1962,4878,0.35
Failed,,,905,2920,2247,0.951
Failed,,,2096,264,3193,0.0
Failed,,,2937,4931,817,0.663
Failed,,,3555,647,1603,0.528
Failed,,,1425,4064,4233,0.177
Failed,,,13,757,3509,0.491
Failed,,,4957,4213,1116,0.843
Failed,,,4787,785,3830,0.1
Failed,,,157,4243,1537,0.701
Failed,,,1504,1274,3103,0.25
Failed,,,3440,3441,399,0.914
Failed,,,2885,2136,2181,0.779
Failed,,,1952,4746,1846,0.805
Failed,,,760,2090,2775,0.241
Failed,,,4297,3046,92,0.592
Failed,,,3973,1017,3026,0.817
Failed,,,1064,3850,319,0.482
Failed,,,2255,1819,3753,0.535
Failed,,,2782,3361,1458,0.136
Failed,,,3394,2217,964,0.061
Failed,,,1579,2509,3670,0.647
Failed,,,480,2322,4082,0.956
Failed,,,4483,2653,1764,0.371
Failed,,,4384,450,550,0.197
Failed,,,576,4530,2942,0.595
Failed,,,1728,2499,1386,0.421
Failed,,,3232,2793,3991,0.757
Failed,,,2633,1632,3586,0.923
Failed,,,2208,2764,1280,0.053
Failed,,,1017,420,2851,0.992
Failed,,,3928,4462,533,0.329
Failed,,,4250,1476,2600,0.073
Failed,,,715,3645,306,0.72
Failed,,,1907,676,4373,0.293
Failed,,,3058,4132,1668,0.879
Failed,,,3734,293,911,0.798
Failed,,,1294,4999,3206,0.399
Failed,,,272,1408,172,0.87
Failed,,,4707,3616,2549,0.456
Failed,,,4851,1379,2490,0.728
Failed,,,103,3585,4801,0.065
Failed,,,1256,929,737,0.886
Failed,,,3699,4348,3419,0.285
Failed,,,3105,77,4156,0.391
Failed,,,2055,4319,681,0.52
Failed,,,864,1350,4739,0.464
Failed,,,4085,3517,2347,0.862
Failed,,,3784,546,4498,0.603
Failed,,,1185,4590,2129,0.189
Failed,,,2376,2246,3683,0.764
Failed,,,2592,2577,1059,0.414
Failed,,,3264,1848,1523,0.268
Failed,,,1759,3429,3893,0.931
Failed,,,427,477,2102,0.336
Failed,,,4547,4560,4399,0.984
Failed,,,4585,1116,1886,0.474
Failed,,,463,3908,4575,0.825
Failed,,,1615,1564,1138,0.128
Failed,,,3433,3147,3457,0.542
Failed,,,2737,2430,3970,0.655
Failed,,,2428,4450,4901,0.681
Failed,,,1120,2418,832,0.363
Failed,,,3836,2712,3129,0.964
Failed,,,4157,728,1220,0.693
Failed,,,818,4144,3532,0.108
Failed,,,2127,1488,1968,0.906
Failed,,,2848,3697,4649,0.258
Failed,,,3485,1881,2926,0.435
Failed,,,1553,2839,615,0.771
Failed,,,142,2030,2274,0.585
Failed,,,4887,2949,4978,0.249
Failed,,,4737,2061,76,0.943
Failed,,,305,2978,2684,0.357
Failed,,,1457,9,1740,0.656
Failed,,,3584,4717,4135,0.008
Failed,,,2894,861,3290,0.185
Failed,,,1962,3509,3003,0.15
Failed,,,654,854,1442,0.835
Failed,,,4305,4273,3818,0.499
Failed,,,4004,2293,1820,0.224
Failed,,,975,2585,4211,0.575
Failed,,,2284,553,155,0.378
Failed,,,2695,4636,2761,0.791
Failed,,,3327,941,4816,0.903
Failed,,,1705,3775,2426,0.303
Failed,,,607,1085,454,0.114
Failed,,,4416,3880,3077,0.715
Failed,,,4532,1713,4296,0.852
Failed,,,526,3257,1589,0.438
Failed,,,1874,1226,2523,0.515
Failed,,,3184,4056,227,0.163
Failed,,,2527,369,2195,0.018
Failed,,,2274,4648,2204,0.513
Failed,,,965,2303,3138,0.441
Failed,,,3994,2598,823,0.855
Failed,,,4315,842,3521,0.61
Failed,,,664,4259,1231,0.212
Failed,,,1973,1291,4659,0.772
Failed,,,3007,3499,1958,0.436
Failed,,,3639,2157,625,0.26
Failed,,,1395,3115,2916,0.907
Failed,,,205,183,4045,0.215
Failed,,,4833,4850,1362,0.612
Failed,,,4996,153,3608,0.323
Failed,,,56,4822,978,0.971
Failed,,,1404,2166,4423,0.044
Failed,,,3648,3122,2047,0.629
Failed,,,2997,1304,373,0.548
Failed,,,2116,3702,382,0.045
Failed,,,807,734,3828,0.968
Failed,,,4147,4153,1432,0.321
Failed,,,3845,2412,4202,0.081
Failed,,,1129,2704,1830,0.744
Failed,,,2437,360,2771,0.301
Failed,,,2537,4443,145,0.902
Failed,,,3173,1213,2435,0.79
Failed,,,1864,4046,4807,0.376
Failed,,,357,1743,3367,0.742
Failed,,,4675,3285,760,0.078
Failed,,,4685,1750,1600,0.967
Failed,,,368,3294,4285,0.366
Failed,,,1715,950,217,0.68
Failed,,,3338,3780,2533,0.016
Failed,,,2686,567,4891,0.162
Failed,,,2367,2566,3979,0.126
Failed,,,1176,535,543,0.827
Failed,,,3775,4577,2842,0.475
Failed,,,4096,1361,296,0.247
Failed,,,874,3531,2610,0.583
Failed,,,2065,874,1679,0.402
Failed,,,2904,4330,4362,0.8
Failed,,,3575,17,3215,0.881
Failed,,,1448,4723,902,0.296
Failed,,,47,147,1353,0.106
Failed,,,4987,4814,4053,0.691
Failed,,,4842,194,987,0.497
Failed,,,215,4863,3598,0.832
Failed,,,1562,1895,2037,0.151
Failed,,,3495,2851,4434,0.55
Failed,,,2838,1497,2994,0.631
Failed,,,1897,4126,3299,0.658
Failed,,,705,1470,2355,0.356
Failed,,,4239,3637,4731,0.941
Failed,,,3937,426,2119,0.716
Failed,,,1026,4470,4509,0.116
Failed,,,2217,2439,1070,0.929
Failed,,,2746,2770,3673,0.266
Failed,,,3422,1577,3902,0.411
Failed,,,1605,3158,1514,0.762
Failed,,,516,1702,751,0.577
Failed,,,4521,3244,3376,0.226
Failed,,,4426,1079,4585,0.33
Failed,,,617,3871,1876,0.994
Failed,,,1769,1840,3447,0.051
Failed,,,3274,3423,1149,0.652
Failed,,,2583,2233,1271,0.54
Failed,,,2266,3374,3577,0.419
Failed,,,1075,1030,2020,0.596
Failed,,,3983,3861,4646,0.199
Failed,,,4287,2077,2257,0.455
Failed,,,751,3035,4868,0.868
Failed,,,1943,66,806,0.179
Failed,,,3096,4733,3204,0.531
Failed,,,3709,923,4224,0.666
Failed,,,1266,4340,1612,0.003
Failed,,,296,2067,4968,0.719
Failed,,,4728,2986,2284,0.071
Failed,,,4896,2019,2694,0.86
Failed,,,151,2936,65,0.462
Failed,,,1303,280,4124,0.523
Failed,,,3744,4988,1751,0.187
Failed,,,3048,668,672,0.011
Failed,,,2105,4939,4147,0.888
Failed,,,914,1971,83,0.063
Failed,,,4138,2926,2784,0.727
Failed,,,3814,1137,330,0.986
Failed,,,1218,3970,3016,0.338
Failed,,,2410,1626,1447,0.644
Failed,,,2623,3168,3763,0.059
Failed,,,3241,2488,3661,0.134
Failed,,,1738,2780,974,0.532
Failed,,,452,1127,3068,0.191
Failed,,,4575,3921,463,0.604
Failed,,,4538,486,2932,0.123
Failed,,,417,4567,560,0.708
Failed,,,1570,2223,4002,0.273
Failed,,,3385,2517,1375,0.921
Failed,,,2792,1830,1204,0.754
Failed,,,2476,3790,244,0.782
Failed,,,1167,1759,4299,0.234
Failed,,,3881,3343,1694,0.569
Failed,,,4185,98,3925,0.84
Failed,,,844,4804,1296,0.489
Failed,,,2153,2147,2855,0.557
Failed,,,2876,3066,481,0.144
Failed,,,3450,1281,1941,0.037
Failed,,,1515,3450,4569,0.638
Failed,,,114,1371,2558,0.949
Failed,,,4861,3579,162,0.348
Failed,,,4697,1421,4791,0.591
Failed,,,262,3627,2500,0.24
Failed,,,1414,658,3429,0.807
Failed,,,3544,4078,727,0.394
Failed,,,2946,270,1855,0.288
Failed,,,2003,2860,2172,0.252
Failed,,,694,204,3738,0.699
Failed,,,4348,4912,1053,0.098
Failed,,,4024,1653,3354,0.373
Failed,,,998,3234,645,0.959
Failed,,,2307,1203,4716,0.024
Failed,,,2715,3997,2418,0.672
Failed,,,3294,350,2,0.505
Failed,,,1674,4395,2709,0.17
Failed,,,586,436,4407,0.483
Failed,,,4393,4519,2093,0.819
Failed,,,4474,2313,888,0.736
Failed,,,471,2646,3278,0.089
Failed,,,1819,615,2339,0.894
Failed,,,3126,4657,4942,0.309
Failed,,,2572,998,2633,0.384
Failed,,,2343,3007,720,0.688
Failed,,,996,39,4778,0.265
Failed,,,4061,4706,2464,0.913
Failed,,,4365,1856,4381,0.685
Failed,,,672,3401,2090,0.021
Failed,,,2020,1057,3644,0.963
Failed,,,3017,3887,942,0.363
Failed,,,3630,517,1484,0.444
Failed,,,1343,4598,3776,0.857
Failed,,,167,793,1125,0.313
Failed,,,4797,4249,3500,0.976
Failed,,,4946,744,1527,0.204
Failed,,,3,4202,3840,0.618
Failed,,,1351,1546,409,0.429
Failed,,,3598,3712,3093,0.78
Failed,,,3039,1944,4484,0.915
Failed,,,2184,3938,1397,0.221
Failed,,,837,1594,2969,0.793
Failed,,,4216,3135,573,0.379
Failed,,,3893,301,2561,0.155
Failed,,,1140,4970,189,0.552
Failed,,,2488,2002,4256,0.492
Failed,,,2545,2958,1629,0.828
Failed,,,3163,1447,794,0.973
Failed,,,1816,3653,3167,0.325
Failed,,,327,2364,1774,0.847
Failed,,,4642,2694,4072,0.448
Failed,,,4615,891,115,0.767
Failed,,,339,4307,2801,0.431
Failed,,,1648,1339,1858,0.613
Failed,,,3306,3547,4174,0.215
Failed,,,2713,2049,3407,0.103
Failed,,,2397,4830,3119,0.076
Failed,,,1245,2174,1558,0.878
Failed,,,3802,3093,3857,0.292
Failed,,,4106,971,1781,0.048
Failed,,,921,3763,4094,0.649
Failed,,,2074,1732,38,0.335
Failed,,,2953,3315,2721,0.998
Failed,,,3528,2281,4699,0.822
Failed,,,1436,2614,2387,0.471
Failed,,,35,2254,337,0.157
Failed,,,4939,2548,3038,0.508
Failed,,,4776,2461,2003,0.298
Failed,,,184,2752,4614,0.899
Failed,,,1493,408,1177,0.085
Failed,,,3467,4492,3575,0.749
Failed,,,2869,1105,4009,0.573
Failed,,,1925,3265,4940,0.607
Failed,,,773,1234,871,0.406
Failed,,,4270,4028,3246,0.757
Failed,,,3947,1911,1103,0.518
Failed,,,1077,2828,3493,0.182
Failed,,,2229,172,1929,0.863
Failed,,,2794,4880,4532,0.465
Failed,,,3373,716,2887,0.353
Failed,,,1597,4175,498,0.938
Failed,,,508,685,2235,0.628
Failed,,,4472,4104,4860,0.042
Failed,,,4396,1312,3726,0.405
Failed,,,549,3481,1017,0.803
Failed,,,1740,825,4462,0.243
Failed,,,3204,4280,2165,0.578
Failed,,,2650,124,412,0.724
Failed,,,2196,4232,4436,0.345
Failed,,,1043,1263,1005,0.671
Failed,,,3916,3471,3630,0.008
Failed,,,4237,593,773,0.278
Failed,,,742,4674,3384,0.926
Failed,,,1894,2330,2447,0.12
Failed,,,3085,2624,4844,0.706
Failed,,,3716,1781,2740,0.599
Failed,,,1316,3325,127,0.201
Failed,,,245,583,3328,0.543
Failed,,,4719,4625,643,0.129
Failed,,,4869,377,4335,0.934
Failed,,,82,4421,1706,0.271
Failed,,,1274,2390,2640,0.714
Failed,,,3677,2721,266,0.112
Failed,,,3118,1684,2312,0.193
Failed,,,2039,2672,2506,0.814
Failed,,,886,328,1568,0.137
Failed,,,4069,4411,4268,0.535
Failed,,,3767,1528,1345,0.811
Failed,,,1208,3733,4031,0.397
Failed,,,2360,765,588,0.586
Failed,,,2615,4184,2904,0.235
Failed,,,3252,220,4677,0.068
Failed,,,1786,4890,1990,0.731
Failed,,,406,1518,3927,0.015
Failed,,,4564,3685,1323,0.663
Failed,,,4606,2125,3791,0.175
Failed,,,445,3083,1420,0.526
Failed,,,1636,114,2986,0.457
Failed,,,3415,4781,359,0.871
Failed,,,2763,815,2064,0.946
Failed,,,2445,3557,1729,0.981
Failed,,,1097,900,2658,0.035
Failed,,,3852,4356,53,0.635
Failed,,,4173,2205,3066,0.891
Failed,,,795,2538,437,0.306
Failed,,,2143,507,3871,0.741
Failed,,,2826,4549,1497,0.093
Failed,,,3497,1047,1082,0.229
Failed,,,1526,3839,3709,0.565
Failed,,,124,981,4199,0.749
Failed,,,4908,3812,1803,0.414
Failed,,,4764,1185,3150,0.641
Failed,,,293,4018,860,0.056
Failed,,,1484,1674,4913,0.99
Failed,,,3573,3216,2212,0.343
Failed,,,2916,2380,215,0.478
Failed,,,1975,4501,1156,0.452
Failed,,,627,2471,4597,0.5
Failed,,,4318,2801,1912,0.165
Failed,,,4016,636,4995,0.424
Failed,,,949,4094,2286,0.775
Failed,,,2296,1438,3232,0.207
Failed,,,2669,3604,934,0.621
Failed,,,3345,1992,1642,0.696
Failed,,,1684,2909,4350,0.095
Failed,,,595,1921,3548,0.285
Failed,,,4444,2877,1233,0.886
Failed,,,4504,48,2372,0.56
Failed,,,538,4754,4762,0.147
Failed,,,1846,2098,698,0.836
Failed,,,3195,3017,3302,0.484
Failed,,,2504,1388,4117,0.317
Failed,,,2304,4090,1008,0.125
Failed,,,956,1433,4452,0.923
Failed,,,4023,3600,2058,0.275
Failed,,,4325,463,4826,0.003
Failed,,,635,4507,2456,0.666
Failed,,,1983,2476,3395,0.348
Failed,,,2977,2807,772,0.949
Failed,,,3669,1619,1811,0.867
Failed,,,1384,3199,4181,0.453
Failed,,,217,1808,2140,0.387
Failed,,,4806,3391,4516,0.785
Failed,,,4974,1604,511,0.029
Failed,,,74,3184,2825,0.677
Failed,,,1382,1153,1269,0.371
Failed,,,3666,3948,3952,0.956
Failed,,,2970,457,3469,0.849
Failed,,,2145,2524,1579,0.589
Failed,,,798,493,2515,0.392
Failed,,,4175,4535,196,0.806
Failed,,,3855,1403,2898,0.532
Failed,,,1099,3572,604,0.133
Failed,,,2447,916,4035,0.818
Failed,,,2507,4371,1332,0.483
Failed,,,3203,54,1249,0.339
Failed,,,1854,4760,3542,0.987
Failed,,,375,252,289,0.92
Failed,,,4654,4960,2588,0.257
Failed,,,4656,1978,363,0.419
Failed,,,377,2895,2973,0.754
Failed,,,1686,238,1414,0.198
Failed,,,3347,4946,3807,0.596
Failed,,,2676,631,3617,0.71
Failed,,,2357,3749,2676,0.737
Failed,,,1205,780,1730,0.31
Failed,,,3765,4200,4106,0.895
Failed,,,4066,2366,1493,0.64
Failed,,,884,2658,3884,0.039
Failed,,,2037,314,443,0.977
Failed,,,2914,4397,3050,0.314
Failed,,,3566,1181,4529,0.489
Failed,,,1477,4014,2137,0.84
Failed,,,76,1169,126,0.529
Failed,,,4977,3963,2751,0.178
Failed,,,4813,1042,2223,0.889
Failed,,,224,3834,4912,0.288
Failed,,,1533,1803,841,0.727
Failed,,,3504,3387,3159,0.064
Failed,,,2828,2191,4267,0.238
Failed,,,1887,4679,4603,0.204
Failed,,,735,2335,1170,0.779
Failed,,,4229,2629,3465,0.428
Failed,,,3908,811,923,0.168
Failed,,,1036,4227,3233,0.504
Failed,,,2188,1259,2304,0.447
Failed,,,2756,3467,4987,0.845
Failed,,,3413,2111,2589,0.959
Failed,,,1634,3069,278,0.374
Failed,,,545,2103,1976,0.06
Failed,,,4511,3022,4680,0.646
Failed,,,4437,226,3320,0.781
Failed,,,587,4895,690,0.383
Failed,,,1779,1927,4751,0.568
Failed,,,3245,2882,2374,0.232
Failed,,,2613,1543,45,0.089
Failed,,,2237,2814,4772,0.967
Failed,,,1084,158,706,0.017
Failed,,,3954,4866,3411,0.68
Failed,,,4277,1699,953,0.909
Failed,,,780,3280,3643,0.261
Failed,,,1932,1249,2072,0.692
Failed,,,3125,4043,4389,0.107
Failed,,,3679,382,3037,0.212
Failed,,,1276,4426,348,0.609
Failed,,,286,1670,3693,0.143
Failed,,,4757,3212,1088,0.557
Failed,,,4906,1796,3958,0.253
Failed,,,121,3340,1253,0.917
Failed,,,1313,996,2821,0.099
Failed,,,3714,3827,525,0.7
Failed,,,3077,598,1897,0.617
Failed,,,2076,3758,2950,0.496
Failed,,,923,1728,1396,0.549
Failed,,,4109,3311,4020,0.151
Failed,,,3804,130,1633,0.375
Failed,,,1247,4835,4242,0.788
Failed,,,2399,2179,183,0.225
Failed,,,2652,3098,2577,0.576
Failed,,,3211,1327,4847,0.745
Failed,,,1748,3497,2239,0.081
Failed,,,443,100,4342,0.673
Failed,,,4604,4767,1661,0.025
Failed,,,4567,712,4168,0.512
Failed,,,408,4170,1874,0.16
Failed,,,1599,1514,2805,0.853
Failed,,,3375,3681,102,0.439
Failed,,,2802,1897,2480,0.366
Failed,,,2486,4976,1548,0.332
Failed,,,1138,2007,3111,0.654
Failed,,,3891,2963,430,0.052
Failed,,,4214,1100,2728,0.296
Failed,,,834,3933,22,0.881
Failed,,,2181,1589,4090,0.072
Failed,,,2867,3131,1794,0.719
Failed,,,3459,2446,627,0.582
Failed,,,1486,2738,3334,0.246
Failed,,,84,2395,3784,0.436
Failed,,,4871,2726,1466,0.772
Failed,,,4726,2267,3556,0.047
Failed,,,252,2600,1186,0.632
Failed,,,1444,569,4625,0.322
Failed,,,3535,4611,2002,0.97
Failed,,,2956,967,581,0.832
Failed,,,2013,3416,867,0.859
Failed,,,665,1072,4924,0.186
Failed,,,4358,3902,2318,0.521
Failed,,,4053,2035,4551,0.761
Failed,,,988,2993,1920,0.411
Failed,,,2336,25,3482,0.604
Failed,,,2706,4691,1104,0.19
Failed,,,3304,886,1314,0.117
Failed,,,1645,4303,3946,0.718
Failed,,,556,840,3183,0.903
Failed,,,4403,4296,788,0.302
Failed,,,4464,1462,2154,0.125
Failed,,,501,3668,4464,0.539
Failed,,,1809,700,1035,0.475
Failed,,,3156,4119,3717,0.826
Failed,,,2543,307,3859,0.995
Failed,,,2314,3228,2024,0.175
Failed,,,1005,1197,3593,0.871
Failed,,,4032,3992,1198,0.458
Failed,,,4355,1948,3185,0.203
Failed,,,702,2865,815,0.601
Failed,,,2010,208,4879,0.415
Failed,,,3047,4916,2256,0.751
Failed,,,3600,758,171,0.926
Failed,,,1354,4216,2540,0.278
Failed,,,177,394,2400,0.798
Failed,,,4768,4477,4696,0.4
Failed,,,4936,523,262,0.659
Failed,,,33,4604,2653,0.011
Failed,,,1341,2259,1712,0.942
Failed,,,3628,2554,4319,0.356
Failed,,,3010,1872,3260,0.461
Failed,,,2155,4789,94,0.641
Failed,,,846,2132,4155,0.342
Failed,,,4187,3051,1837,0.99
Failed,,,3883,1013,3757,0.73
Failed,,,1170,3804,1463,0.067
Failed,,,2478,1773,3019,0.884
Failed,,,2575,3357,316,0.283
Failed,,,3134,2318,2109,0.398
Failed,,,1827,2651,4401,0.811
Failed,,,336,1334,499,0.267
Failed,,,4613,3543,2876,0.93
Failed,,,4644,335,1379,0.344
Failed,,,329,4379,3988,0.945
Failed,,,1677,2348,554,0.006
Failed,,,3297,2679,2948,0.67
Failed,,,2723,1647,4632,0.526
Failed,,,2407,3984,4317,0.562
Failed,,,1215,1640,245,0.486
Failed,,,3812,3182,2622,0.837
Failed,,,4135,255,477,0.565
Failed,,,911,4924,2868,0.23
Failed,,,2103,1955,1302,0.786
Failed,,,2944,2911,3909,0.387
Failed,,,3537,1416,3513,0.305
Failed,,,1407,3621,1121,0.89
Failed,,,6,1560,1611,0.705
Failed,,,4948,3726,4235,0.12
Failed,,,4805,1275,738,0.815
Failed,,,175,3445,3428,0.48
Failed,,,1522,788,2482,0.536
Failed,,,3457,4244,4799,0.139
Failed,,,2878,83,2783,0.056
Failed,,,1935,3039,3744,0.028
Failed,,,743,71,2185,0.954
