index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
0,0.600627104377105,0.8062359407657523,1197.0,2725.0,5.0,0.3159738051927091,0.7
1,0.610046296296297,0.7985881390039709,1238.0,2609.0,4.0,0.3318082929904256,0.4
2,0.6128240740740747,0.797499642961266,1197.0,2725.0,5.0,0.3298468029147349,0.5
3,0.6128240740740747,0.797499642961266,1197.0,2725.0,5.0,0.3294126936768253,0.5
4,0.6129503367003373,0.797123226134361,1197.0,2725.0,5.0,0.3294126936768253,0.4
5,0.6129503367003373,0.797123226134361,1197.0,2725.0,5.0,0.3298468029147349,0.4
6,0.6129503367003373,0.797123226134361,1197.0,2725.0,5.0,0.3318082929904256,0.4
7,0.575515572390573,0.8061408721799358,1338.0,2571.0,4.0,0.0970192941772407,0.7
8,0.5802967171717178,0.8060062976876013,1338.0,2687.0,4.0,0.1642723546618627,0.7
9,0.5811763468013473,0.8058524516210106,1170.0,2611.0,4.0,0.1619314009225244,0.7
10,0.5995033670033676,0.8057751443455082,1197.0,2687.0,4.0,0.3103599303463715,0.7
11,0.6121170033670039,0.797499642961266,1197.0,2725.0,4.0,0.3298468029147349,0.5
12,0.6121170033670039,0.797499642961266,1197.0,2725.0,4.0,0.3294126936768253,0.5
13,0.6121170033670039,0.797499642961266,1197.0,2725.0,4.0,0.3318082929904256,0.5
14,0.6128367003367011,0.796051114929508,1338.0,2687.0,5.0,0.3358702665868328,0.4
15,0.6128367003367011,0.796051114929508,1338.0,2687.0,5.0,0.3342010577036646,0.4
16,0.6128367003367011,0.796051114929508,1338.0,2706.0,5.0,0.3358702665868328,0.4
17,0.6077230639730646,0.7984668001044606,1197.0,2725.0,4.0,0.3294126936768253,0.6
18,0.6077230639730646,0.7984668001044606,1197.0,2725.0,4.0,0.3298468029147349,0.6
19,0.6077230639730646,0.7984668001044606,1197.0,2725.0,4.0,0.3318082929904256,0.6
