index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
0,0.6792103634383041,0.4566893436381329,4616.0,10.0,4939.0,0.0028232746945109,0.0
1,0.7185844969300846,0.4457901179778366,4966.0,10.0,4829.0,0.0659888002684025,0.0
2,0.7230794464250341,0.4424567846445033,4830.0,10.0,4829.0,0.0659888002684025,0.0
3,0.7316147999603877,0.4336352384834238,4592.0,10.0,4848.0,0.0879156779738955,0.0
4,0.7358364280055452,0.4216338061704489,4616.0,10.0,4939.0,0.1154859252953315,0.0
5,0.7461246038819564,0.4150172857736785,4592.0,10.0,4848.0,0.148772089094066,0.0
6,0.7461246038819564,0.4150172857736785,4592.0,10.0,4939.0,0.148772089094066,0.0
7,0.756596355714002,0.4084395100887158,4830.0,10.0,4848.0,0.2837327489395295,0.0
8,0.7599920776391357,0.407799930497362,4592.0,10.0,4848.0,0.2460768035141508,0.0
9,0.7610453802733206,0.3990739373178005,4369.0,10.0,4939.0,0.2849386286539997,0.001
10,0.7659641760744694,0.3961803811797338,4261.0,36.0,4303.0,0.2186808204427361,0.0
11,0.7697718607645072,0.3914121629049852,4592.0,10.0,4848.0,0.7351998881504362,0.001
12,0.7733216973658142,0.3839463478250048,4369.0,10.0,4848.0,0.7351998881504362,0.001
13,0.7763520003961173,0.3839378689348645,4369.0,10.0,4848.0,0.7351998881504362,0.0
14,0.7812138542285593,0.382000393297533,3981.0,10.0,4848.0,0.7351998881504362,0.0
15,0.7868058031293318,0.3774347423577005,2461.0,10.0,4848.0,0.7351998881504362,0.001
16,0.7898361061596348,0.3768244568349207,2461.0,10.0,4848.0,0.7351998881504362,0.0
17,0.790484254307783,0.3764374061386077,2432.0,10.0,4939.0,0.7351998881504362,0.0
18,0.7929505842741129,0.3749686664707602,2164.0,10.0,4848.0,0.7496299755177237,0.0
19,0.7937007328183793,0.3270011747831784,2935.0,383.0,3062.0,0.8384130244869739,0.0
