index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets
0,0.6118426905362536,0.8674800383868533,4605,3,4357,H,3,stdev,0.9931510824987252,1
1,0.6356678796152965,0.8581226292308499,327,3,1805,H,3,stdev,0.9931510824987252,1
2,0.6399125189915147,0.8580257205116769,289,3,1805,H,3,stdev,0.9931510824987252,1
3,0.6707031020071283,0.8342424372966064,3694,3,4357,KL,2,stdev,0.0147180629033225,1
4,0.7025908815646137,0.8303514676459021,417,3,4207,KL,1,stdev,0.0012351488337818,29
5,0.7218518951501163,0.7959885641779514,1867,3,1958,KL,1,stdev,0.0280418005184765,1
6,0.7342437537027482,0.7909707679150223,695,3,1245,KL,1,stdev,0.0100360532572102,1
7,0.7366335850007647,0.7415704716843622,327,3,108,H,1,stdev,0.0280418005184765,1
8,0.5847638270768831,0.8633327833170595,3455,3,4402,H,3,stdev,0.987706334025432,2
9,0.6299722075903947,0.8579624979912966,521,3,1805,H,3,stdev,0.9931510824987252,1
10,0.6311989698596301,0.8573854583778452,465,3,1805,H,3,stdev,0.9931510824987252,1
11,0.7009969285106826,0.8244459748122924,695,3,1805,H,2,stdev,0.0280418005184765,1
12,0.727840907842182,0.7898532188385907,695,3,1245,H,1,stdev,0.0100360532572102,1
13,0.5836454188644268,0.8608838835332843,3409,3,4576,H,3,stdev,0.9624984109210974,1
14,0.6383513576544163,0.8523073096719321,521,3,1805,KL,3,stdev,0.9931510824987252,1
15,0.653806339403451,0.834219096744789,327,3,938,KL,3,tstat,0.9931510824987252,1
16,0.7218338314126821,0.7842902094681421,74,3,938,H,1,stdev,0.0280418005184765,1
17,0.7220755097848103,0.7626692481074837,521,3,190,KL,1,stdev,0.0280418005184765,1
18,0.7226613451606272,0.7617512190299741,521,3,190,KL,1,stdev,0.0754015423924112,1
19,0.7267169054939224,0.7517386873273244,327,3,108,KL,1,stdev,0.0280418005184765,1
