index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets
0,0.3873223636433128,0.755024651883628,1757,0,4987,H,3,stdev,0.9928606921218988,51
1,0.4341193861560214,0.7483158007670028,3623,0,4987,H,3,stdev,0.9914985351540584,26
2,0.4772076118946603,0.7325953314444279,3838,0,4994,KL,3,tstat,0.0067634313795715,22
3,0.5097388487558764,0.7231769938037014,3623,0,1880,KL,3,stdev,0.0101786575133963,1
4,0.5109717348927872,0.7213466642336481,3623,0,1880,KL,3,stdev,0.0139759196637145,1
5,0.5111318178343462,0.716238891489395,3623,0,4988,KL,3,stdev,0.0101786575133963,1
6,0.5607342907923406,0.6646466575706933,78,0,4987,KL,1,stdev,0.4506430470394733,1
7,0.5634962685854065,0.6525252335142324,1006,0,4640,H,1,tstat,0.9944896730035544,2
8,0.5666005284179947,0.6402606227063687,326,0,4987,H,1,tstat,0.9961302511573956,2
9,0.5685150451018611,0.6368548246212583,326,0,4987,H,1,tstat,0.9961302511573956,1
10,0.3909131215839159,0.7518146778181942,1933,0,4987,H,3,stdev,0.9928606921218988,51
11,0.4137396991935172,0.7471031215628964,78,0,4987,H,3,stdev,0.9914985351540584,26
12,0.4259819401444784,0.743072167752866,2581,0,4981,H,3,stdev,0.8043565660994499,16
13,0.4269682519206506,0.7430043004299033,3414,0,4100,H,3,stdev,0.998018630662933,28
14,0.4269793076099832,0.7424488104608237,4015,0,4987,H,3,stdev,0.8282576432023759,27
15,0.443695543324542,0.7403847343292014,2235,0,4987,H,3,stdev,0.9961302511573956,1
16,0.4911041929442338,0.7283730368894011,4162,0,3046,KL,3,stdev,0.0139759196637145,1
17,0.5314505312846385,0.6787049916302297,598,0,3086,KL,1,tstat,0.9981484492607414,23
18,0.5609774920689521,0.6443646871359194,528,0,4821,H,1,tstat,0.9929527606203662,1
19,0.5645537113480872,0.6385632445673292,528,0,4821,KL,1,tstat,0.9929527606203662,1
