index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets
0,0.5503069518499409,0.8149988696563129,4834,3,1922,H,3,stdev,0.4309738381654868,1
1,0.5509446636232467,0.8124092375241126,4727,3,1796,H,3,stdev,0.3624324442446535,3
2,0.5632701029363986,0.8121340159443823,1536,3,1848,H,3,stdev,0.6235917693548125,10
3,0.589572605814987,0.8042443531344761,2100,3,2433,KL,3,stdev,0.6250409797700603,81
4,0.6890140074365515,0.7964011988346171,2710,8,1798,KL,3,stdev,0.3434452714812273,98
5,0.5232114964955284,0.8137831024074951,3838,3,4994,KL,3,tstat,0.0067634313795715,22
6,0.5387936730186718,0.812546963916825,4854,3,4530,KL,3,tstat,0.0026991373319178,45
7,0.5518870846949894,0.8111750311140835,4946,3,1922,H,3,stdev,0.6986550321957096,1
8,0.5892107726679856,0.8003256791895882,4946,3,1922,H,3,tstat,0.6986550321957096,1
9,0.6052133648903031,0.799971001753731,4946,3,1485,H,3,tstat,0.6235917693548125,21
10,0.6149067594264804,0.7986833606604493,4789,3,1485,H,3,tstat,0.6205158202749421,18
11,0.6713057920536633,0.7927898136305646,2700,9,1618,KL,3,stdev,0.3213326718575621,100
12,0.6927922707521112,0.7605191524832864,4834,8,1377,H,3,tstat,0.6250409797700603,18
13,0.7037218740444521,0.7199901564120947,498,8,2447,KL,1,stdev,0.0266120574679225,54
14,0.5635664900097465,0.8084607530347963,1495,3,1848,H,3,stdev,0.4340149195625562,10
15,0.5648799682519209,0.8048773585508835,4834,3,1922,H,3,tstat,0.4309738381654868,1
16,0.5988463923885832,0.7991187391400406,3371,3,1658,KL,3,stdev,0.360334167576985,99
17,0.6166515436279288,0.797224361125669,4834,3,1485,H,3,tstat,0.6986550321957096,21
18,0.6729149526526008,0.7917705509312443,2743,9,1811,KL,3,stdev,0.3590187791407138,97
19,0.6898878903413214,0.7598441080989587,4834,8,1377,H,3,tstat,0.6986550321957096,18
