detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.067146601059087,6,0.06939634439634439,6,0.45,6,0.7583333333333334,6,0.0715677879706154,6,0.741597617383781,6,0.9260975992140669,6,0.833847608298924,6,0.13405255695458343,6,0.04599031854062746,6,0.25709813329073866,6,0.36175630302364054,6,,0,,0,0.6846422879766184,6,0.8350157335259124,6,0.4881605784731288,6,0.6688443182240379,6
CDBD,0.2657530584896584,6,0.16733532816954735,6,0.3666666666666667,6,0.5166666666666667,6,0.18031947208621668,6,0.6006892230576443,6,0.8159419590190168,6,0.7083155910383304,6,0.13097726480181374,6,0.09704044949569918,6,0.3090642007111115,6,0.4259473843627177,6,,0,,0,0.14004041302248185,6,0.16593910708597057,6,0.4123381297899447,6,0.5594390183523261,6
CSDDM,0.058628576357627006,6,0.06910453287856906,6,0.4666666666666666,6,0.7416666666666667,6,0.047249057905023616,6,0.860093995510662,6,0.9421356969376848,6,0.9011148462241735,6,0.10476623219659968,6,0.02235484775539912,6,-0.0068262122036155115,6,-0.008526553796988126,6,,0,,0,0.7052342748534649,6,0.8520298412073407,6,0.5987763066163788,6,0.754426043869536,6
D3,0.06469503548310722,6,0.0406623730848537,6,0.75,6,0.9,6,0.06590260050743353,6,0.735909825441845,6,0.9613074873504462,6,0.8486086563961456,6,0.12810669058915,6,0.030529457940504847,6,0.06161271427857107,6,0.08881270191067642,6,,0,,0,0.5550815755533262,6,0.705402390698202,6,0.5708495106400103,6,0.7130661771781007,6
DAWIDD,0.062107245444704924,6,0.0472312518803607,6,0.7000000000000001,6,0.8916666666666666,6,0.11872028997842833,6,0.5402116402116401,6,0.9986732211163661,6,0.7694424306640032,6,0.18041406771145682,6,0.059225186494528015,6,0.19288417488197931,6,0.2703384234988722,6,,0,,0,0.39735131879887103,6,0.5169533111529094,6,0.6230020817238703,6,0.8037366778274856,6
IBDD,0.08426615235790781,6,0.034261659442945076,6,0.6750000000000002,6,0.9750000000000001,6,0.0726880293365003,6,0.7895350020350022,6,0.8964251718187858,6,0.842980086926894,6,0.14764838379640188,6,0.0384889115439501,6,0.3943399399846131,6,0.5330395212538289,6,,0,,0,0.2823175872842682,6,0.3938595573865135,6,0.5843802922812187,6,0.730666439163615,6
OCDD,0.047310413972285394,6,0.03915279770280033,6,0.7000000000000001,6,0.9166666666666666,6,0.08322306226809459,6,0.7088937608090835,6,0.9886905187850602,6,0.8487921397970717,6,0.13404781127846968,6,0.05724822357741749,6,0.3246778520541489,6,0.4395882709723431,6,,0,,0,0.6552420404624204,6,0.8256086658730645,6,0.6389636681566144,6,0.8058667360633521,6
PCACD,0.05000920950533664,6,0.02563540578908142,6,0.8333333333333334,6,0.9166666666666666,6,0.042542027902340886,6,0.8482905982905983,6,0.9663687538215759,6,0.9073296760560873,6,0.08398185249927391,6,0.02303724639975792,6,0.5319913818392327,6,0.7145578051380879,6,,0,,0,0.05392974224042202,6,0.06919852899987995,6,0.7131237233082114,6,0.8783250770959373,6
SPLL,0.13982417943977254,6,0.12967916514897512,6,0.4083333333333334,6,0.5666666666666667,6,0.0917424405634989,6,0.8182974910394264,6,0.6954499403489213,6,0.7568737156941738,6,0.11883287336967961,6,0.04880911229248961,6,0.3830107423789515,6,0.5092935449576931,6,,0,,0,0.7188467260188182,6,0.8686619225500675,6,0.3406813047734473,6,0.4547473645887143,6
UDetect,0.02788088389265009,6,0.01925762328319799,6,0.9416666666666668,6,1.0,6,0.046357309273948856,6,0.831060606060606,6,0.9595863342004213,6,0.8953234701305136,6,0.14184559913644995,6,0.027235617884027712,6,0.13359874746061914,6,0.18676945696897898,6,,0,,0,0.5522780926081943,6,0.6685127828203018,6,0.6540230425496841,6,0.8386863483968382,6
