Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
Completed,0.73,4,1006,3914,0.944,35,0.1
Completed,0.73,5,396,2208,0.001,1,0.25
Completed,0.74,5,3754,2406,0.998,37,0.05
Completed,0.75,9,3912,1239,0.973,27,0.05
Completed,0.72,68,627,3074,0.051,9,0.01
Completed,0.75,23,4403,836,0.518,44,0.005
Completed,0.73,4,1,3032,0.717,11,0.025
Completed,0.75,10,1590,762,0.001,1,0.25
Completed,0.73,5,298,2235,0.459,50,0.001
Completed,0.74,5,3328,1934,0.579,50,0.005
Completed,0.74,7,1778,1952,0.792,2,0.01
Completed,0.73,5,4180,4773,0.455,26,0.025
Completed,0.75,6,1032,946,0.52,50,0.025
Completed,0.73,4,1931,3287,0.469,1,0.25
Completed,0.75,8,1630,780,0.999,38,0.025
Completed,0.73,4,302,1842,0.14,5,0.25
Completed,0.74,160,4755,3343,0.302,40,0.001
Completed,0.75,8,3603,869,0.741,26,0.25
Completed,0.73,3,1126,4020,0.257,13,0.025
Completed,0.74,5,363,583,0.991,34,0.05
Completed,0.73,3,2881,4932,0.008,5,0.25
Completed,0.74,10,3939,1957,0.423,22,0.001
Completed,0.73,23,1413,2610,0.563,41,0.1
Completed,0.74,5,1344,2142,0.441,43,0.005
Completed,0.73,35,1491,3631,0.124,18,0.005
Completed,0.74,5,3898,2390,0.999,41,0.001
Completed,0.74,12,5000,706,0.715,19,0.005
Completed,0.73,4,3278,2973,0.194,28,0.1
Completed,0.72,4,271,2206,0.992,11,0.05
Completed,0.73,4,1892,4184,0.624,19,0.001
Completed,0.75,7,3962,1229,0.317,45,0.25
Completed,0.73,4,4622,4937,0.846,25,0.025
Completed,0.74,145,1378,391,0.093,39,0.005
Completed,0.73,3,851,3492,0.461,34,0.25
Completed,0.73,5,2532,1759,0.723,4,0.01
Completed,0.73,3,2984,3992,0.284,2,0.05
Completed,0.75,17,993,715,0.53,35,0.005
Completed,0.74,5,1872,2547,0.899,43,0.1
Completed,0.74,5,4801,2082,0.161,20,0.01
Completed,0.73,4,4133,3295,0.629,50,0.025
Completed,0.73,4,2374,1260,0.432,14,0.25
Completed,0.73,127,401,4506,0.063,9,0.001
Completed,0.74,18,3723,283,0.752,30,0.025
Completed,0.73,226,3463,4624,0.102,32,0.01
Completed,0.74,19,535,87,0.838,8,0.1
Completed,0.72,3,2312,3178,0.715,16,0.025
Completed,0.75,7,4303,1454,0.47,49,0.1
Completed,0.73,5,4885,2663,0.938,21,0.25
Completed,0.74,5,1564,1888,0.247,41,0.05
Completed,0.73,14,1193,3875,0.37,37,0.1
Completed,0.74,5,2952,911,0.57,1,0.005
Completed,0.73,3,2779,3609,0.376,5,0.25
Completed,0.73,5,710,1563,0.685,32,0.025
Completed,0.73,3,1433,4820,0.807,40,0.25
Completed,0.74,120,4439,587,0.007,23,0.001
Completed,0.73,3,3850,4301,0.538,47,0.05
Completed,0.73,21,2169,1034,0.277,17,0.001
Completed,0.73,3,40,2855,0.155,13,0.01
Completed,0.74,4,3283,2401,0.906,27,0.25
Completed,0.73,408,3391,4075,0.22,39,0.001
Completed,0.73,4,148,1102,0.966,25,0.1
Completed,0.73,4,2081,3098,0.589,5,0.025
Completed,0.74,19,3762,2312,0.351,34,0.001
Completed,0.74,4,4507,3525,0.818,10,0.01
Completed,0.74,5,1501,1811,0.121,28,0.05
Completed,0.73,4,661,4892,0.497,45,0.05
Completed,0.75,9,2730,366,0.687,18,0.25
Completed,0.73,4,2864,2597,0.258,14,0.01
Completed,0.73,5,1105,2113,0.557,50,0.025
Completed,0.73,4,1672,3964,0.933,29,0.001
Completed,0.75,10,4993,668,0.127,9,0.1
Completed,0.73,3,4254,4376,0.658,36,0.1
Completed,0.75,8,2263,171,0.403,3,0.025
Completed,0.73,259,603,3399,0.027,20,0.005
Completed,0.74,6,3531,1383,0.788,44,0.05
Completed,0.73,837,3655,3204,0.066,42,0.005
Completed,0.72,4,333,1500,0.874,22,0.01
Completed,0.73,3,2423,4571,0.743,2,0.05
Completed,0.73,100,4182,55,0.442,38,0.001
Completed,0.73,4,4693,3769,0.972,7,0.025
Completed,0.75,16,1765,785,0.213,30,0.01
Completed,0.73,4,1081,2792,0.343,48,0.005
Completed,0.74,5,3072,1996,0.596,15,0.1
Completed,0.73,3,2581,4697,0.412,16,0.05
Completed,0.75,10,900,483,0.648,46,0.01
Completed,0.73,4,1310,3720,0.779,26,0.1
Completed,0.74,12,4554,1694,0.035,12,0.05
Completed,0.73,5,4049,2903,0.504,33,0.005
Completed,0.74,4,1980,2429,0.312,7,0.1
Completed,0.72,3,164,4270,0.181,24,0.25
Completed,0.75,14,3170,984,0.88,41,0.001
Completed,0.73,62,3144,4861,0.141,19,0.01
Completed,0.74,6,215,315,0.923,43,0.1
Completed,0.73,3,2032,3572,0.551,35,0.25
Completed,0.74,5,4022,1838,0.26,2,0.005
Completed,0.73,4,4604,3051,0.79,30,0.1
Completed,0.73,108,1283,2285,0.021,10,0.001
Completed,0.73,3,873,4106,0.393,15,0.01
Completed,0.73,5,2632,1152,0.671,50,0.05
Completed,0.73,3,3123,3373,0.352,45,0.025
Completed,0.74,9,1055,1337,0.583,19,0.001
Completed,0.74,3,1738,4428,0.955,11,0.01
Completed,0.74,25,4745,204,0.233,28,0.25
Completed,0.74,4,4155,3912,0.701,4,0.01
Completed,0.74,5,2474,636,0.488,34,0.05
Completed,0.73,4,384,2623,0.116,38,0.25
Completed,0.74,5,3627,2159,0.82,24,0.005
Completed,0.73,162,3564,2740,0.046,23,0.001
Completed,0.73,4,557,1964,0.766,40,0.01
Completed,0.73,4,2217,3795,0.647,33,0.25
Completed,0.75,10,4286,831,0.418,6,0.05
Completed,0.73,4,4946,4545,0.885,26,0.05
Completed,0.74,4,1137,3256,0.297,17,0.001
Completed,0.74,5,2817,1532,0.513,47,0.25
Completed,0.72,3,2684,4223,0.447,48,0.1
Completed,0.74,5,693,956,0.741,16,0.25
Completed,0.73,4,1533,2934,0.86,8,0.025
Completed,0.73,287,4462,2480,0.075,31,0.005
Completed,0.73,4,3793,3689,0.606,1,0.001
Completed,0.73,6,2034,1643,0.33,37,0.005
Completed,0.73,3,101,4744,0.211,42,0.025
Completed,0.75,9,3422,511,0.979,21,0.1
Completed,0.74,3,3335,3446,0.167,9,0.05
Completed,0.72,4,13,1733,0.897,29,0.001
Completed,0.72,3,2142,4970,0.517,49,0.1
Completed,0.75,15,3901,443,0.294,13,0.01
Completed,0.73,4,4412,4151,0.762,44,0.25
Completed,0.74,43,1484,1178,0.049,20,0.025
Completed,0.73,4,761,3019,0.429,3,0.025
Completed,0.73,4,2752,2232,0.635,36,0.001
Completed,0.73,4,2925,4456,0.326,35,0.005
Completed,0.74,15,1244,252,0.61,5,0.05
Completed,0.74,4,1615,3323,0.99,25,0.25
Completed,0.74,100,4859,1307,0.199,40,0.001
Completed,0.74,5,4354,2519,0.73,18,0.05
Completed,0.72,14,2285,2035,0.46,44,0.001
Completed,0.73,55,508,4043,0.08,27,0.025
Completed,0.75,9,3515,747,0.856,10,0.1
Completed,0.73,95,3676,3847,0.01,12,0.005
Completed,0.73,7,433,864,0.802,26,0.001
Completed,0.72,4,2406,2714,0.675,46,0.01
Completed,0.74,5,4087,1919,0.39,17,0.05
Completed,0.73,5,4832,3128,0.919,41,0.001
Completed,0.75,12,1826,1423,0.144,23,0.005
Completed,0.73,3,947,4651,0.271,6,0.005
Completed,0.74,22,3016,134,0.539,33,0.025
Completed,0.73,4,2564,2823,0.484,37,0.001
Completed,0.74,4,805,2350,0.705,1,0.1
Completed,0.73,3,1332,4347,0.832,22,0.005
Completed,0.75,15,4654,1061,0.103,42,0.025
Completed,0.73,3,3915,4774,0.572,15,0.025
Completed,0.74,11,1924,560,0.364,48,0.25
Completed,0.72,123,303,3642,0.238,31,0.01
Completed,0.74,6,3231,1615,0.952,7,0.25
Completed,0.73,4,3219,3983,0.526,2,0.1
Completed,0.74,5,291,688,0.289,38,0.25
Completed,0.73,174,1951,2616,0.159,43,0.001
Completed,0.74,5,3942,2133,0.902,22,0.005
Completed,0.74,4,4680,3419,0.434,48,0.05
Completed,0.74,5,1359,1402,0.626,15,0.005
Completed,0.73,3,792,4395,0.757,7,0.25
Completed,0.74,13,2551,191,0.058,30,0.1
Completed,0.73,4,3043,3118,0.996,26,0.01
Completed,0.73,8,974,2332,0.188,12,0.005
Completed,0.73,4,1814,4094,0.319,16,0.025
Completed,0.74,9,4820,1121,0.62,46,0.001
Completed,0.73,309,4074,4912,0.09,24,0.005
Completed,0.75,6,2393,385,0.85,41,0.05
Completed,0.73,3,460,3545,0.719,33,0.001
Completed,0.74,5,3703,1830,0.467,6,0.005
Completed,0.73,4,3483,3740,0.68,5,0.05
Completed,0.73,4,476,1714,0.381,34,0.1
Completed,0.73,23,2293,4716,0.005,39,0.005
Completed,0.75,14,4362,503,0.811,25,0.025
Completed,0.73,3,4866,4290,0.28,45,0.05
Completed,0.75,7,1622,1004,0.534,18,0.01
Completed,0.73,4,1212,2923,0.911,11,0.25
Completed,0.73,4,2893,2449,0.149,28,0.05
Completed,0.73,3,2760,4591,0.842,29,0.25
Completed,0.74,28,769,74,0.097,9,0.01
Completed,0.74,4,1452,3223,0.473,13,0.25
Completed,0.75,6,4381,1520,0.712,49,0.001
Completed,0.73,5,3869,2812,0.244,20,0.1
Completed,0.73,4,2110,2015,0.941,44,0.005
Completed,0.73,3,20,3788,0.565,36,0.05
Completed,0.75,7,3342,805,0.375,3,0.01
Completed,0.73,6,3410,2566,0.562,16,0.001
Completed,0.73,4,89,2102,0.253,49,0.1
Completed,0.73,262,2062,4012,0.13,32,0.005
Completed,0.75,8,3820,735,0.931,8,0.05
Completed,0.73,3,4488,4526,0.4,37,0.005
Completed,0.74,16,1560,302,0.66,1,0.25
Completed,0.73,3,681,3315,0.783,21,0.001
Completed,0.73,24,2671,1279,0.031,41,0.025
Completed,0.73,4,2844,4203,0.96,40,0.005
Completed,0.74,6,1164,1249,0.224,23,0.25
Completed,0.73,4,1691,2992,0.347,5,0.05
Completed,0.74,5,4934,2225,0.592,32,0.01
Completed,0.73,69,4274,3511,0.125,13,0.025
Completed,0.73,4,2205,1778,0.816,27,0.01
Completed,0.72,3,584,4957,0.693,47,0.25
Completed,0.74,13,3590,411,0.493,18,0.01
Completed,0.73,3,3596,4840,0.654,19,0.05
Completed,0.74,5,352,606,0.407,45,0.025
Completed,0.73,3,2481,3629,0.039,28,0.25
Completed,0.74,7,4162,1583,0.776,11,0.001
Completed,0.73,4,4752,2875,0.308,34,0.01
Completed,0.74,5,1745,2421,0.506,4,0.025
Completed,0.73,3,1022,4320,0.875,24,0.01
Completed,0.74,6,3091,1054,0.186,38,0.25
Completed,0.73,4,2640,3198,0.869,43,0.1
Completed,0.74,6,880,1474,0.071,20,0.05
Completed,0.73,3,1251,4643,0.439,3,0.01
Completed,0.73,55,4573,107,0.746,36,0.25
Completed,0.73,4,3991,3894,0.216,9,0.25
Completed,0.75,8,1999,931,0.969,30,0.1
Completed,0.73,5,222,2683,0.601,50,0.05
Completed,0.74,8,3151,1907,0.339,14,0.001
Completed,0.73,4,3202,3342,0.579,47,0.001
Completed,0.73,4,196,1326,0.357,17,0.1
Completed,0.73,3,1973,4475,0.231,12,0.05
Completed,0.74,23,4042,271,0.959,26,0.01
Completed,0.73,3,4546,4062,0.491,6,0.1
Completed,0.75,9,1303,766,0.698,33,0.001
Completed,0.73,5,931,2539,0.825,40,0.025
Completed,0.73,4,2612,2055,0.111,23,0.25
Completed,0.73,4,3065,4989,0.928,22,0.05
Completed,0.75,116,1074,463,0.136,42,0.005
Completed,0.73,4,1797,3466,0.263,37,0.005
Completed,0.74,6,4725,1752,0.548,2,0.05
Completed,0.73,5,4213,3038,0.018,31,0.25
Completed,0.73,4,2454,2252,0.793,7,0.025
Completed,0.73,3,325,4171,0.666,15,0.1
Completed,0.74,6,3647,1197,0.398,48,0.01
Completed,0.73,4,3544,4366,0.737,49,0.001
Completed,0.73,5,616,1080,0.453,13,0.05
Completed,0.72,21,2237,2843,0.073,8,0.1
Completed,0.74,5,4228,2369,0.863,29,0.025
Completed,0.74,4,4966,3661,0.333,4,0.01
Completed,0.74,6,1644,1635,0.602,36,0.25
Completed,0.73,3,1117,4794,0.983,44,0.05
Completed,0.75,28,2876,580,0.206,21,0.005
Completed,0.73,4,2704,2734,0.77,25,0.05
Completed,0.73,4,634,1938,0.04,39,0.25
Completed,0.73,4,1513,3867,0.42,35,0.001
Completed,0.75,10,4520,884,0.643,5,0.025
Completed,0.73,75,3774,4671,0.176,27,0.001
Completed,0.75,6,2093,154,0.889,10,0.005
Completed,0.73,3,120,3147,0.509,18,0.01
Completed,0.74,6,3364,1443,0.303,45,0.1
Completed,0.73,4,3315,4447,0.615,32,0.025
Completed,0.73,9,72,223,0.321,6,0.001
Completed,0.73,23,2161,3393,0.202,23,0.005
Completed,0.74,6,3843,1356,0.987,40,0.25
Completed,0.74,5,4432,2642,0.456,17,0.025
Completed,0.74,5,1425,2179,0.732,47,0.1
Completed,0.73,4,741,3931,0.851,27,0.25
Completed,0.72,84,2811,655,0.084,12,0.001
Completed,0.73,4,2945,3592,0.892,8,0.1
Completed,0.74,45,1186,1858,0.172,31,0.005
Completed,0.73,4,1596,4881,0.291,48,0.01
Completed,0.74,18,4917,335,0.52,15,0.025
Completed,0.73,4,4335,4125,0.052,42,0.01
Completed,0.74,5,2344,1172,0.759,22,0.001
Completed,0.73,4,527,3071,0.64,1,0.005
Completed,0.73,5,3456,2304,0.424,37,0.1
Completed,0.73,5,3735,2954,0.71,35,0.005
Completed,0.73,4,414,2499,0.48,2,0.25
Completed,0.73,247,2347,4243,0.107,20,0.001
Completed,0.75,8,4106,976,0.829,43,0.1
Completed,0.73,4,4774,4763,0.361,14,0.001
Completed,0.74,13,1845,530,0.574,50,0.05
Completed,0.73,4,1005,3708,0.947,30,0.05
Completed,0.73,21,2996,1663,0.242,9,0.01
Completed,0.72,3,2505,3814,0.796,11,0.001
Completed,0.74,28,824,850,0.014,29,0.025
Completed,0.73,4,1391,2760,0.386,46,0.25
Completed,0.74,6,4634,1983,0.677,19,0.01
Completed,0.73,282,3973,3275,0.148,38,0.005
Completed,0.74,7,1904,1552,0.917,24,0.025
Completed,0.73,3,244,4564,0.545,4,0.1
Completed,0.73,3,3255,4558,0.473,44,0.025
Completed,0.73,74,246,31,0.717,20,0.001
Completed,0.74,4,1906,3269,0.836,3,0.1
Completed,0.74,8,3977,1555,0.1,36,0.05
Completed,0.74,5,4645,2769,0.567,9,0.025
Completed,0.74,7,1404,1983,0.368,29,0.01
Completed,0.73,62,838,3823,0.249,50,0.005
Completed,0.74,5,2516,850,0.94,14,0.25
Completed,0.73,4,3000,3695,0.005,18,0.1
Completed,0.74,5,1007,1678,0.805,45,0.01
Completed,0.73,3,1847,4750,0.686,28,0.005
Completed,0.75,12,4778,545,0.377,10,0.025
Completed,0.72,4,4117,4254,0.908,34,0.005
Completed,0.73,23,2360,959,0.157,5,0.001
Completed,0.73,7,427,2965,0.276,25,0.001
Completed,0.74,5,3746,2482,0.536,39,0.1
Completed,0.73,5,3440,3083,0.314,41,0.05
Completed,0.73,6,509,2287,0.622,24,0.001
Completed,0.73,3,2326,4137,0.994,7,0.025
Completed,0.74,9,4319,1154,0.195,33,0.1
Completed,0.73,3,4909,4866,0.725,11,0.1
Completed,0.74,19,1589,350,0.463,26,0.25
Completed,0.74,139,1179,3577,0.091,46,0.025
Completed,0.74,4,2936,1874,0.844,16,0.05
Completed,0.73,138,2795,3941,0.163,15,0.005
Completed,0.75,7,724,654,0.901,48,0.025
Completed,0.73,5,1407,2652,0.529,31,0.025
Completed,0.74,17,4416,2178,0.282,7,0.25
Completed,0.73,5,3834,3386,0.75,38,0.25
Completed,0.72,8,2155,1360,0.061,2,0.025
Completed,0.73,4,65,4440,0.433,22,0.25
Completed,0.74,46,3306,227,0.631,42,0.005
Completed,0.73,4,3375,3162,0.444,30,0.01
Completed,0.72,4,134,1429,0.745,9,0.005
Completed,0.73,3,2107,4686,0.872,14,0.025
Completed,0.74,45,3785,140,0.064,50,0.1
Completed,0.74,4,4523,3849,0.594,20,0.05
Completed,0.75,717,1514,895,0.341,43,0.001
Completed,0.73,5,635,2716,0.215,35,0.01
Completed,0.73,4,2707,1949,0.974,3,0.005
Completed,0.73,3,2887,4797,0.033,4,0.25
Completed,0.74,21,1131,573,0.777,34,0.001
Completed,0.73,5,1658,3664,0.65,39,0.01
Completed,0.75,6,4977,1628,0.413,25,0.005
Completed,0.74,5,4231,2842,0.882,45,0.01
Completed,0.72,4,2238,2378,0.183,18,0.25
Completed,0.73,3,616,4365,0.31,11,0.1
Completed,0.75,19,3548,1089,0.502,28,0.001
Completed,0.73,84,3639,4170,0.349,27,0.001
Completed,0.73,4,320,1206,0.587,13,0.25
Completed,0.73,4,2449,3037,0.967,17,0.1
Completed,0.74,7,4205,2261,0.222,47,0.005
Completed,0.73,4,4709,3469,0.689,23,0.25
Completed,0.74,6,1778,1745,0.499,40,0.1
Completed,0.73,162,1055,4992,0.119,32,0.001
Completed,0.75,11,3049,456,0.816,6,0.05
Completed,0.73,5,2604,2521,0.129,1,0.1
Completed,0.73,5,926,2067,0.935,36,0.005
Completed,0.73,3,1297,4044,0.555,41,0.25
Completed,0.75,10,4538,778,0.256,21,0.01
Completed,0.73,4,4026,4491,0.786,49,0.001
Completed,0.74,39,1954,257,0.025,16,0.01
Completed,0.72,3,177,3358,0.405,8,0.05
Completed,0.75,6,3186,1312,0.66,32,0.025
Completed,0.73,4,3160,2689,0.416,10,0.005
Completed,0.72,4,229,1902,0.645,27,0.1
Completed,0.73,3,2006,3900,0.768,44,0.01
Completed,0.75,19,3999,926,0.047,18,0.025
Completed,0.73,4,4589,4635,0.515,39,0.25
Completed,0.73,37,1270,109,0.3,25,0.05
Completed,0.73,19,898,3190,0.177,5,0.001
Completed,0.73,6,2655,1476,0.883,35,0.025
Completed,0.73,10,3100,4333,0.077,36,0.025
Completed,0.74,6,1029,1037,0.862,3,0.1
Completed,0.73,4,1751,2888,0.739,21,0.001
Completed,0.74,5,4761,2404,0.446,44,0.1
Completed,0.74,5,4178,3618,0.976,13,0.1
Completed,0.73,4,2499,1602,0.209,49,0.25
Completed,0.73,4,370,4829,0.332,29,0.01
Completed,0.75,9,3612,625,0.608,9,0.25
Completed,0.73,4,3579,4947,0.262,7,0.1
Completed,0.75,8,571,430,0.553,31,0.025
Completed,0.73,4,2192,3501,0.922,48,0.005
Completed,0.74,52,4263,1797,0.139,15,0.001
Completed,0.73,5,4930,3005,0.669,42,0.005
Completed,0.74,5,1690,2209,0.391,22,0.025
Completed,0.73,23,1162,4216,0.022,1,0.05
Completed,0.74,5,2841,1233,0.792,37,0.1
Completed,0.73,5,2661,3307,0.231,33,0.05
Completed,0.74,6,667,1281,0.953,6,0.01
Completed,0.73,4,1546,4518,0.585,23,0.1
Completed,0.74,41,4477,304,0.354,41,0.01
Completed,0.73,5,3816,4017,0.823,17,0.05
Completed,0.73,4,2060,731,0.118,46,0.25
Completed,0.73,3,87,2571,0.486,26,0.005
Completed,0.74,4,3406,2098,0.7,12,0.01
Completed,0.72,4,3358,3771,0.387,24,0.25
Completed,0.71,5,39,818,0.673,38,0.01
Completed,0.72,3,2129,2795,0.804,34,0.001
Completed,0.74,19,3885,2028,0.011,4,0.01
Completed,0.73,4,4389,3242,0.541,28,0.001
Completed,0.74,5,1458,1509,0.273,11,0.025
Completed,0.73,3,775,4610,0.143,19,0.025
Completed,0.73,268,2768,63,0.917,46,0.005
Completed,0.73,5,1231,2454,0.834,14,0.01
Completed,0.73,3,1641,4285,0.703,10,0.025
Completed,0.75,8,4882,1009,0.482,30,0.005
Completed,0.73,3,4370,4718,0.95,2,0.05
Completed,0.74,5,2299,494,0.236,35,0.1
Completed,0.72,3,482,3742,0.366,43,0.025
Completed,0.74,5,3491,1705,0.574,19,0.1
Completed,0.73,4,3700,3546,0.296,21,0.01
Completed,0.73,4,459,1823,0.519,42,0.05
Completed,0.73,3,2392,4913,0.896,37,0.25
Completed,0.74,21,4071,378,0.166,1,0.025
Completed,0.73,4,4809,4090,0.633,31,0.01
Completed,0.75,7,1800,1126,0.427,8,0.005
Completed,0.73,4,960,3114,0.051,16,0.1
Completed,0.73,4,3032,2337,0.763,49,0.25
Completed,0.73,3,2548,4414,0.197,47,0.025
Completed,0.74,13,791,181,0.987,17,0.25
Completed,0.74,4,1358,3438,0.611,12,0.01
Completed,0.74,7,4677,1392,0.328,26,0.1
Completed,0.74,5,3931,2600,0.858,6,0.01
Completed,0.73,295,1937,2145,0.082,32,0.001
Completed,0.73,3,277,3967,0.458,40,0.1
Completed,0.75,7,3208,700,0.728,23,0.05
Completed,0.73,4,3235,3645,0.809,18,0.005
Completed,0.73,49,304,1609,0.003,47,0.025
Completed,0.73,3,1925,4777,0.383,27,0.1
Completed,0.74,16,3919,554,0.682,13,0.005
Completed,0.73,163,4664,4346,0.151,32,0.001
Completed,0.75,6,1345,1069,0.912,5,0.25
Completed,0.73,4,818,2823,0.532,22,0.05
Completed,0.73,32,2575,2359,0.278,40,0.001
Completed,0.73,3,3020,4666,0.714,42,0.1
Completed,0.74,23,948,121,0.475,21,0.25
Completed,0.73,11,1827,3143,0.095,1,0.01
Completed,0.75,6,4836,1410,0.84,37,0.25
Completed,0.74,5,4097,2697,0.373,8,0.005
Completed,0.73,4,2419,1930,0.563,31,0.001
Completed,0.72,4,446,3830,0.943,49,0.25
Completed,0.74,8,3687,875,0.246,16,0.05
Completed,0.72,4,3499,4025,0.904,14,0.25
Completed,0.74,34,490,758,0.161,50,0.01
Completed,0.72,4,2267,2501,0.287,29,0.005
Completed,0.74,5,4339,2047,0.524,9,0.1
Completed,0.73,278,4850,3338,0.056,35,0.001
Completed,0.75,7,1609,1292,0.755,3,0.05
Completed,0.73,3,1238,4471,0.628,20,0.05
Completed,0.74,23,2916,237,0.436,43,0.01
Completed,0.73,4,2737,3018,0.618,39,0.001
Completed,0.73,5,743,2241,0.317,24,0.25
Completed,0.73,4,1466,4150,0.19,4,0.025
Completed,0.75,7,4397,1187,0.998,34,0.01
Completed,0.73,3,3892,4973,0.468,11,0.025
Completed,0.73,5,2136,436,0.721,28,0.01
Completed,0.73,3,7,3449,0.848,45,0.1
Completed,0.74,27,3326,1726,0.088,19,0.025
Completed,0.73,3,3434,4730,0.775,6,0.001
Completed,0.73,13,114,526,0.037,33,0.05
Completed,0.72,4,2048,3675,0.409,41,0.05
Completed,0.74,6,3805,1658,0.656,24,0.025
Completed,0.74,5,4465,2946,0.187,46,0.1
Completed,0.74,4,1534,2463,0.876,16,0.001
Completed,0.72,3,694,4235,0.504,12,0.05
Completed,0.74,5,2688,939,0.306,26,0.025
Completed,0.74,4,2829,3249,0.748,30,0.05
Completed,0.74,5,1150,1535,0.441,7,0.1
Completed,0.74,4,1717,4538,0.068,15,0.25
Completed,0.74,4,4290,3804,0.337,22,0.025
Completed,0.73,5,2218,830,0.599,43,0.005
Completed,0.73,4,558,2749,0.972,38,0.1
Completed,0.74,5,3567,1963,0.218,2,0.25
Completed,0.74,5,3619,2632,0.932,3,0.001
Completed,0.73,4,378,2158,0.132,36,0.025
Completed,0.73,4,2468,3921,0.251,44,0.05
Completed,0.75,12,4146,635,0.56,20,0.005
Completed,0.73,521,4728,4421,0.03,49,0.01
Completed,0.74,35,1719,207,0.781,14,0.005
Completed,0.73,4,1036,3366,0.662,9,0.25
Completed,0.74,5,3107,1340,0.402,29,0.1
Completed,0.73,3,2624,4118,0.59,28,0.01
Completed,0.74,7,867,1134,0.345,11,0.005
Completed,0.73,4,1277,3063,0.226,18,0.025
Completed,0.74,5,4596,2267,0.962,45,0.05
Completed,0.74,4,4006,3558,0.495,25,0.001
Completed,0.73,4,2013,1854,0.694,39,0.25
Completed,0.73,3,197,4847,0.813,34,0.025
Completed,0.74,13,3127,331,0.123,4,0.1
Completed,0.73,3,3179,4266,0.865,37,0.05
Completed,0.73,5,170,990,0.075,1,0.01
Completed,0.73,4,1986,2898,0.451,21,0.025
Completed,0.74,6,4058,2435,0.735,42,0.25
Completed,0.73,4,4569,3722,0.204,15,0.25
Completed,0.74,6,1328,1686,0.981,48,0.01
Completed,0.73,4,918,4699,0.605,31,0.005
Completed,0.74,10,2597,475,0.335,8,0.01
Completed,0.73,4,3081,2775,0.642,13,0.25
Completed,0.74,5,1087,2009,0.418,27,0.05
Completed,0.73,805,1771,3752,0.042,47,0.001
Completed,0.75,9,4702,798,0.772,17,0.1
Completed,0.74,4,4197,4590,0.305,40,0.1
Completed,0.73,52,2441,44,0.51,23,0.025
Completed,0.72,8,351,3223,0.886,6,0.05
Completed,0.73,242,3670,1489,0.174,32,0.001
Completed,0.74,4,3521,3418,0.957,33,0.025
Completed,0.73,5,590,1372,0.229,4,0.25
Completed,0.73,4,2250,4395,0.359,24,0.005
Completed,0.74,39,4243,161,0.581,38,0.05
Completed,0.73,302,4989,3947,0.112,19,0.005
Completed,0.75,77,1670,681,0.827,46,0.001
Completed,0.73,4,1104,2580,0.696,28,0.01
Completed,0.73,4,2860,2126,0.488,11,0.1
Completed,0.73,3,2719,4894,0.55,10,0.005
Completed,0.74,124,648,358,0.264,30,0.001
Completed,0.73,4,1488,3527,0.134,50,0.05
Completed,0.74,6,4497,1803,0.926,14,0.025
Completed,0.73,4,3758,3094,0.397,43,0.01
Completed,0.72,3,2080,2317,0.665,19,0.1
Completed,0.72,3,146,4071,0.795,2,0.005
Completed,0.73,294,3387,1107,0.02,35,0.001
Completed,0.73,4,3299,2868,0.831,48,0.025
Completed,0.73,33,58,2385,0.109,15,0.005
Completed,0.72,3,2187,4314,0.477,7,0.01
Completed,0.75,9,3866,1017,0.708,31,0.025
Completed,0.73,4,4448,4810,0.24,2,0.01
Completed,0.74,9,1439,606,0.945,38,0.25
Completed,0.73,5,716,3599,0.577,42,0.01
Completed,0.73,7,2787,1582,0.363,22,0.05
Completed,0.73,4,2968,3880,0.676,23,0.001
Completed,0.75,6,1211,906,0.384,40,0.05
Completed,0.74,5,1582,2669,0.016,33,0.1
Completed,0.74,7,4901,1883,0.799,6,0.025
Completed,0.73,5,4311,3170,0.269,26,0.25
Completed,0.73,5,2318,1457,0.546,12,0.005
Completed,0.73,3,541,4615,0.915,17,0.001
Completed,0.74,70,3472,90,0.146,46,0.025
Completed,0.73,3,3719,4499,0.985,45,0.25
Completed,0.75,7,400,284,0.201,18,0.1
Completed,0.72,4,2373,3288,0.324,10,0.025
Completed,0.75,6,4129,1261,0.617,27,0.01
Completed,0.74,14,4790,2552,0.086,5,0.05
Completed,0.74,5,1858,2079,0.853,35,0.25
Completed,0.73,19,980,3997,0.73,39,0.025
Completed,0.75,22,2973,712,0.454,25,0.001
Completed,0.73,4,2528,3482,0.521,21,0.001
Completed,0.74,5,850,1778,0.293,44,0.005
Completed,0.73,3,1377,4927,0.17,36,0.05
Completed,0.74,18,4618,410,0.89,3,0.25
Completed,0.73,4,3950,4196,0.423,29,0.1
Completed,0.75,6,1879,1213,0.638,8,0.05
Completed,0.73,3,257,2985,0.761,13,0.25
Completed,0.73,306,3267,2190,0.054,49,0.005
Completed,0.73,3,3268,4188,0.706,21,0.25
Completed,0.73,4,261,1224,0.483,42,0.005
Completed,0.73,4,1882,2977,0.103,37,0.05
Completed,0.74,5,3951,2200,0.833,1,0.1
Completed,0.74,4,4611,3488,0.365,31,0.1
Completed,0.74,5,1368,1764,0.571,8,0.025
Completed,0.73,3,841,4933,0.951,16,0.01
Completed,0.73,325,2521,397,0.238,48,0.001
Completed,0.73,5,2975,2541,0.801,47,0.01
Completed,0.73,4,984,2087,0.01,17,0.1
