Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
Completed,0.91,0,4453,3283,0.273,27,0.001
Completed,0.91,0,3434,2284,0.047,40,0.1
Completed,0.91,0,2482,4848,0.985,5,0.05
Completed,0.91,0,1680,1712,0.442,48,0.05
Completed,0.91,0,2892,3669,0.725,11,0.025
Completed,0.91,0,3031,2310,0.411,50,0.025
Completed,0.91,0,332,519,0.001,50,0.05
Completed,0.91,0,3242,4731,0.889,41,0.005
Completed,0.91,0,4567,914,0.678,28,0.025
Completed,0.91,0,1115,3166,0.352,16,0.25
Completed,0.91,0,56,2133,0.907,32,0.025
Completed,0.91,0,2193,901,0.481,18,0.25
Completed,0.91,0,3723,1914,0.606,36,0.025
Completed,0.91,0,3815,1834,0.37,39,0.25
Completed,0.91,0,2105,730,0.627,20,0.005
Completed,0.91,0,3091,4092,0.588,9,0.001
Completed,0.91,1,4876,269,0.753,14,0.005
Completed,0.91,0,4103,4414,0.124,25,0.005
Completed,0.91,0,3090,1193,0.32,12,0.01
Completed,0.91,0,665,1336,0.553,13,0.05
Completed,0.91,0,4744,3919,0.479,31,0.005
Completed,0.91,0,3730,399,0.206,44,0.001
Completed,0.91,0,2153,2982,0.763,1,0.1
Completed,0.91,0,1345,1076,0.305,46,0.1
Completed,0.91,0,740,4534,0.732,49,0.005
Completed,0.91,0,4716,1389,0.782,3,0.25
Completed,0.91,0,1719,4142,0.494,28,0.005
Completed,0.91,0,4047,790,0.739,46,0.01
Completed,0.91,0,37,2025,0.365,2,0.001
Completed,0.91,0,2427,1792,0.596,22,0.001
Completed,0.91,0,438,494,0.396,4,0.005
Completed,0.91,0,999,720,0.697,18,0.01
Completed,0.91,0,5000,695,0.999,1,0.05
Completed,0.91,0,643,2365,0.524,31,0.25
Completed,0.91,0,1810,2397,0.83,50,0.25
Completed,0.91,0,4353,2435,0.001,1,0.25
Completed,0.91,0,1777,3735,0.001,50,0.05
Completed,0.91,0,5000,845,0.999,1,0.005
Completed,0.91,0,5000,779,0.999,1,0.1
Completed,0.91,0,1690,2428,0.001,1,0.25
Completed,0.91,0,3959,4617,0.728,1,0.01
Completed,0.91,0,2541,1210,0.999,1,0.005
Completed,0.91,0,4940,5000,0.001,50,0.01
Completed,0.91,0,4111,2475,0.001,47,0.25
Completed,0.91,0,4978,885,0.999,1,0.1
Completed,0.91,0,363,2415,0.001,1,0.25
Completed,0.91,0,3832,3043,0.999,50,0.01
Completed,0.91,0,4858,3133,0.001,1,0.05
Completed,0.91,0,2515,4483,0.999,50,0.1
Completed,0.91,0,217,2400,0.001,1,0.01
Completed,0.91,0,1155,2400,0.773,1,0.05
Completed,0.91,0,2099,1346,0.001,1,0.005
Completed,0.91,0,1238,1446,0.999,1,0.005
Completed,0.91,0,4556,2451,0.975,1,0.05
Completed,0.91,0,2465,2739,0.999,1,0.01
Completed,0.91,0,2342,1340,0.999,1,0.1
Completed,0.91,0,85,3830,0.999,50,0.005
Completed,0.91,0,3675,3138,0.001,50,0.1
Completed,0.91,0,4529,2281,0.999,50,0.25
Completed,0.91,0,3840,2199,0.001,1,0.01
Completed,0.91,0,5000,838,0.001,50,0.05
Completed,0.91,0,673,2843,0.994,1,0.01
Completed,0.91,0,4726,4714,0.999,50,0.025
Completed,0.91,0,1613,4386,0.999,1,0.005
Completed,0.91,0,862,2227,0.999,1,0.01
Completed,0.91,0,4143,3083,0.999,50,0.001
Completed,0.91,0,1104,3577,0.001,1,0.25
Completed,0.91,0,424,4409,0.001,50,0.01
Completed,0.91,0,94,3064,0.499,50,0.01
Completed,0.91,0,4650,784,0.001,1,0.1
Completed,0.91,0,4150,2786,0.999,50,0.025
Completed,0.91,0,1555,4874,0.999,50,0.1
Completed,0.91,0,626,4875,0.001,1,0.1
Completed,0.91,0,5000,634,0.001,1,0.025
Completed,0.91,0,4873,2500,0.001,1,0.001
Completed,0.91,0,963,4307,0.001,50,0.05
Completed,0.91,0,530,4582,0.999,50,0.025
Completed,0.91,0,3594,3986,0.999,1,0.25
Completed,0.91,0,4956,3832,0.999,12,0.25
Completed,0.91,0,1591,3232,0.001,1,0.01
Completed,0.91,0,4637,2198,0.999,11,0.25
Completed,0.91,0,3428,1851,0.001,50,0.005
Completed,0.91,0,342,3928,0.624,50,0.25
Completed,0.91,0,3516,3765,0.999,1,0.05
Completed,0.91,0,613,2241,0.999,1,0.25
Completed,0.91,0,1035,4245,0.999,50,0.25
