Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
Completed,0.48,5194,4717,236,0.759,17,0.025
Completed,0.14,807,4972,4790,0.143,18,0.1
Completed,0.13,798,1102,3627,0.738,33,0.005
Completed,0.27,819,3632,1553,0.267,8,0.05
Completed,0.15,834,3016,2897,0.967,29,0.001
Completed,0.14,829,545,1922,0.058,7,0.1
Completed,0.15,795,1807,4235,0.432,22,0.025
Completed,0.34,1161,4318,918,0.593,44,0.1
Completed,0.19,865,3883,3139,0.326,50,0.001
Completed,0.24,888,1393,1692,0.664,23,0.025
Completed,0.05,841,4,4613,0.789,1,0.05
Completed,0.32,1010,2533,509,0.201,28,0.005
Completed,0.13,798,3167,3786,0.503,11,0.01
Completed,0.24,819,697,1092,0.475,37,0.1
Completed,0.2,870,1969,2761,0.101,40,0.005
Completed,0.23,914,4478,2412,0.878,14,0.25
Completed,0.19,903,4531,3377,0.075,43,0.005
Completed,0.05,813,2001,1774,0.915,17,0.05
Completed,0.08,842,647,4385,0.54,8,0.001
Completed,0.39,1335,3137,437,0.45,34,0.25
Completed,0.09,818,2561,4017,0.752,4,0.1
Completed,0.04,1157,51,1167,0.226,31,0.01
Completed,0.19,794,1367,2521,0.351,47,0.05
Completed,0.23,789,3838,2328,0.627,20,0.005
Completed,0.15,770,4370,4872,0.391,25,0.05
Completed,0.46,3308,1841,299,0.615,48,0.01
Completed,0.08,879,496,3555,0.988,26,0.025
Completed,0.25,864,2985,1325,0.017,3,0.005
Completed,0.19,853,3660,2971,0.717,36,0.05
Completed,0.19,795,1150,2153,0.308,12,0.005
Completed,0.07,985,2456,4151,0.184,15,0.001
Completed,0.38,1347,4927,678,0.841,39,0.01
Completed,0.16,838,4762,4289,0.194,41,0.025
Completed,0.14,844,2232,894,0.781,13,0.25
Completed,0.15,898,1039,2950,0.657,10,0.1
Completed,0.23,887,3529,1898,0.318,38,0.005
Completed,0.12,796,2953,3651,0.885,2,0.25
Completed,0.14,868,442,1500,0.109,27,0.05
Completed,0.14,785,1597,4814,0.483,49,0.005
Completed,0.21,851,3975,2775,0.276,21,0.01
Completed,0.2,903,1447,2349,0.746,46,0.005
Completed,0.06,974,263,3800,0.871,30,0.25
Completed,0.25,896,2752,1028,0.15,5,0.001
Completed,0.12,792,3426,4676,0.585,32,0.025
Completed,0.36,1076,917,494,0.425,10,0.001
Completed,0.03,1152,2062,3202,0.05,19,0.01
Completed,0.27,912,4532,1677,0.96,41,0.1
Completed,0.16,800,4635,4456,0.12,31,0.005
Completed,0.18,875,2125,356,0.902,5,0.05
Completed,0.12,816,853,3292,0.528,20,0.1
Completed,0.23,864,3324,1850,0.493,46,0.025
Completed,0.12,834,2690,2606,0.803,16,0.01
Completed,0.06,1025,160,2252,0.206,44,0.1
Completed,0.15,799,1549,3946,0.33,35,0.05
Completed,0.31,1017,4040,1247,0.679,7,0.025
Completed,0.18,835,4161,3470,0.412,13,0.1
Completed,0.27,906,1652,1401,0.562,35,0.25
Completed,0.05,987,389,4942,0.937,38,0.005
Completed,0.45,1881,2860,219,0.037,16,0.25
Completed,0.13,854,3475,4080,0.729,49,0.025
Completed,0.31,982,946,758,0.265,24,0.1
Completed,0.07,966,2326,3057,0.14,2,0.25
Completed,0.25,814,4815,2077,0.854,27,0.05
Completed,0.2,840,4873,2880,0.235,28,0.25
Completed,0.1,1059,2363,1978,0.771,1,0.025
Completed,0.12,872,1242,4374,0.645,23,0.005
Completed,0.35,1185,3714,818,0.36,50,0.1
Completed,0.11,774,3079,4729,0.935,14,0.005
Completed,0.16,821,1787,3722,0.465,37,0.1
Completed,0.3,1045,4278,1419,0.561,11,0.01
Completed,0.16,760,3774,3886,0.294,9,0.005
Completed,0.31,1031,1265,953,0.697,33,0.001
Completed,0.05,1036,154,2705,0.821,42,0.025
Completed,0.12,899,2624,2429,0.169,18,0.01
Completed,0.15,865,3239,3273,0.596,45,0.05
Completed,0.18,950,711,1597,0.382,22,0.01
Completed,0.15,795,1939,4591,0.008,6,0.25
Completed,0.39,1836,4428,570,0.97,29,0.001
Completed,0.2,958,4440,3018,0.516,33,0.1
Completed,0.24,885,1930,2116,0.49,9,0.01
Completed,0.1,918,736,4198,0.115,18,0.05
Completed,0.35,1146,3207,641,0.891,42,0.025
Completed,0.08,834,2650,4903,0.343,22,0.025
Completed,0.24,1566,120,258,0.683,45,0.001
Completed,0.14,1002,1275,3586,0.808,29,0.001
Completed,0.29,923,3766,1284,0.218,6,0.1
Completed,0.17,985,4278,4062,0.949,1,0.025
Completed,0.31,1011,1769,1130,0.042,29,0.001
Completed,0.11,937,585,2566,0.415,50,0.1
Completed,0.18,838,3055,2291,0.575,23,0.05
Completed,0.17,815,3748,3409,0.129,40,0.25
Completed,0.23,870,1220,1732,0.85,14,0.005
Completed,0.05,867,2365,4417,0.726,11,0.25
Completed,0.43,2664,4854,395,0.253,37,0.001
Completed,0.15,794,4834,4631,0.65,35,0.001
Completed,0.26,817,2324,531,0.372,13,0.05
Completed,0.13,800,969,3157,0.247,16,0.01
Completed,0.24,833,3440,1714,0.774,38,0.005
Completed,0.14,923,2884,2744,0.46,24,0.1
Completed,0.09,947,354,2391,0.55,49,0.25
Completed,0.15,885,1670,3768,0.923,27,0.1
Completed,0.33,1159,4161,1070,0.087,3,0.25
Completed,0.18,841,4047,3605,0.818,5,0.05
Completed,0.26,921,1538,1537,0.157,31,0.005
Completed,0.05,1022,193,4768,0.283,46,0.001
Completed,0.14,1029,3357,4258,0.012,44,0.001
Completed,0.27,914,828,935,0.982,17,0.025
Completed,0.04,1005,2134,2919,0.608,7,0.025
Completed,0.25,1024,4624,1939,0.387,34,0.005
Completed,0.16,829,4571,4112,0.537,45,0.005
Completed,0.05,1202,2041,717,0.438,22,0.001
Completed,0.13,805,920,3089,0.064,6,0.01
Completed,0.22,816,3411,2035,0.911,29,0.25
Completed,0.11,877,2757,3516,0.355,9,0.01
Completed,0.1,911,246,1364,0.639,32,0.05
Completed,0.12,799,1484,4988,0.764,42,0.25
Completed,0.21,861,4096,2637,0.993,14,0.25
Completed,0.21,971,1568,2211,0.029,41,0.025
Completed,0.07,926,457,3977,0.403,38,0.005
Completed,0.25,825,2947,1206,0.618,10,0.001
Completed,0.14,837,3542,4502,0.18,28,0.1
Completed,0.43,1578,1033,319,0.83,2,0.001
Completed,0.06,958,2261,3338,0.705,23,0.01
Completed,0.27,887,4731,1813,0.305,49,0.005
Completed,0.2,847,4957,3242,0.668,47,0.1
Completed,0.14,896,2427,1638,0.323,25,0.25
Completed,0.12,774,1155,4560,0.197,4,0.005
Completed,0.38,1255,3646,611,0.793,26,0.01
Completed,0.12,815,2992,3839,0.472,11,0.005
Completed,0.21,840,482,990,0.507,36,0.01
Completed,0.21,862,1871,2658,0.882,40,0.05
Completed,0.22,858,4342,2466,0.097,15,0.1
Completed,0.14,796,3858,4697,0.859,17,0.025
Completed,0.03,1267,67,3690,0.271,34,0.1
Completed,0.17,817,2557,1461,0.735,8,0.05
Completed,0.16,889,3153,2834,0.062,31,0.025
Completed,0.14,858,644,2015,0.963,4,0.1
Completed,0.03,1150,2023,4328,0.59,19,0.001
Completed,0.35,1145,4493,855,0.436,47,0.25
Completed,0.14,775,4468,4925,0.611,23,0.025
Completed,0.48,5821,1977,197,0.395,50,0.25
Completed,0.1,1132,671,3452,0.021,28,0.001
Completed,0.26,883,3201,1379,0.985,1,0.1
Completed,0.1,860,2508,3074,0.312,37,0.05
Completed,0.03,1225,36,2099,0.713,11,0.25
Completed,0.14,858,1381,4098,0.838,14,0.01
Completed,0.37,1486,3892,780,0.188,40,0.005
Completed,0.19,849,4316,3314,0.919,42,0.001
Completed,0.25,955,1827,1866,0.072,18,0.1
Completed,0.07,1006,511,4478,0.446,9,0.01
Completed,0.41,1473,3039,373,0.544,33,0.005
Completed,0.15,780,3596,3923,0.222,6,0.01
Completed,0.26,804,1126,1230,0.756,29,0.05
Completed,0.1,991,2481,2584,0.631,45,0.1
Completed,0.23,880,4990,2235,0.348,22,0.025
Completed,0.21,990,4698,2722,0.742,21,0.05
Completed,0.06,1065,2208,2452,0.28,46,0.01
Completed,0.12,803,1063,3903,0.154,30,0.025
Completed,0.32,1186,3592,975,0.867,5,0.005
Completed,0.1,867,2899,4574,0.429,35,0.001
Completed,0.27,915,428,548,0.581,7,0.1
Completed,0.17,822,1612,3257,0.956,16,0.25
Completed,0.28,1042,4123,1575,0.054,44,0.01
Completed,0.16,842,3922,4353,0.785,38,0.25
Completed,0.34,1179,1432,801,0.19,16,0.005
Completed,0.06,1007,277,2858,0.314,13,0.05
Completed,0.17,890,2806,1961,0.661,35,0.001
Completed,0.14,814,3363,3744,0.105,2,0.005
Completed,0.22,1014,893,1437,0.889,27,0.25
Completed,0.03,1223,2086,4751,0.515,49,0.05
Completed,0.18,895,4650,3533,0.567,10,0.005
Completed,0.08,939,2179,1308,0.408,38,0.025
Completed,0.1,803,799,4849,0.033,41,0.1
Completed,0.45,2091,3310,282,0.941,13,0.05
Completed,0.09,848,2714,4173,0.261,49,0.05
Completed,0.17,891,223,695,0.733,24,0.01
Completed,0.18,864,1485,2993,0.859,2,0.001
Completed,0.24,905,4015,2170,0.136,27,0.01
Completed,0.15,810,4185,4402,0.898,30,0.1
Completed,0.41,1953,1715,458,0.124,5,0.025
Completed,0.06,1038,326,3394,0.497,21,0.001
Completed,0.18,911,2835,1796,0.524,46,0.25
Completed,0.2,809,3489,2503,0.21,19,0.005
Completed,0.17,797,1000,2306,0.8,41,0.05
Completed,0.06,1020,2272,3999,0.675,32,0.25
Completed,0.32,985,4800,1145,0.335,10,0.1
Completed,0.17,770,4888,3822,0.701,8,0.05
Completed,0.18,857,2417,1046,0.29,34,0.1
Completed,0.16,998,1188,2797,0.166,43,0.25
Completed,0.21,938,3699,2366,0.825,17,0.001
Completed,0.14,867,3103,3181,0.378,47,0.025
Completed,0.16,796,613,1660,0.6,20,0.001
Completed,0.14,807,1723,4655,0.974,4,0.01
Completed,0.41,1880,4253,477,0.005,31,0.25
Completed,0.18,888,3798,2934,0.767,26,0.01
Completed,0.22,827,1328,1876,0.239,3,0.1
Completed,0.03,1111,90,4272,0.364,25,0.01
Completed,0.25,848,2600,872,0.642,48,0.025
Completed,0.12,958,3254,4831,0.094,15,0.25
Completed,0.17,881,1885,3668,0.557,36,0.005
Completed,0.29,904,4414,1522,0.469,12,0.025
Completed,0.18,801,4397,3656,0.289,17,0.01
Completed,0.28,974,1888,1505,0.689,44,0.25
Completed,0.09,828,778,4838,0.815,34,0.05
Completed,0.08,800,2613,4265,0.603,31,0.25
Completed,0.06,980,85,869,0.388,5,0.05
Completed,0.17,864,1313,2946,0.013,20,0.001
Completed,0.25,842,3802,1893,0.977,46,0.1
Completed,0.15,859,4247,4662,0.247,48,0.005
Completed,0.4,1898,1736,479,0.779,25,0.025
Completed,0.1,867,616,3169,0.655,3,0.25
Completed,0.22,873,3087,1643,0.371,26,0.05
Completed,0.2,873,3703,2809,0.926,12,0.01
Completed,0.19,853,1173,2383,0.08,36,0.025
Completed,0.07,967,2411,3815,0.453,39,0.005
Completed,0.33,1164,4901,1043,0.552,16,0.1
Completed,0.17,839,4787,3992,0.42,14,0.025
Completed,0.13,1030,2278,1142,0.574,40,0.01
Completed,0.16,824,1016,2515,0.948,37,0.05
Completed,0.2,939,3486,2323,0.047,11,0.25
Completed,0.12,850,2851,3382,0.719,28,0.1
Completed,0.1,994,322,1779,0.256,1,0.001
Completed,0.14,842,1702,4410,0.131,23,0.005
Completed,0.41,2097,4191,461,0.843,50,0.01
Completed,0.2,802,4012,3006,0.112,44,0.05
Completed,0.21,843,1501,2187,0.897,22,0.1
Completed,0.04,1045,229,4166,0.523,7,0.005
Completed,0.3,867,2701,692,0.487,29,0.025
Completed,0.12,719,3315,4857,0.809,8,0.005
Completed,0.41,1552,786,285,0.213,33,0.25
Completed,0.05,1065,2175,3521,0.338,43,0.1
Completed,0.31,999,4666,1291,0.684,18,0.001
Completed,0.14,778,4602,4763,0.268,4,0.25
Completed,0.12,857,889,3737,0.866,47,0.05
Completed,0.27,908,3378,1434,0.144,19,0.01
Completed,0.12,964,2802,2865,0.591,43,0.1
Completed,0.09,933,293,1963,0.431,18,0.01
Completed,0.13,824,1438,4341,0.057,8,0.005
Completed,0.37,1242,3909,784,0.964,33,0.025
Completed,0.19,873,4138,3249,0.202,36,0.001
Completed,0.26,892,1608,1572,0.792,12,0.1
Completed,0.06,959,415,4586,0.667,15,0.005
Completed,0.34,1033,2905,565,0.327,39,0.025
Completed,0.15,847,3580,3890,0.875,25,0.05
Completed,0.29,1163,1069,958,0.1,48,0.001
Completed,0.05,1044,2224,2729,0.474,26,0.001
Completed,0.22,815,4695,2454,0.5,3,0.005
Completed,0.21,857,4994,2591,0.403,1,0.01
Completed,0.11,1052,2465,2238,0.623,28,0.05
Completed,0.13,817,1120,3911,0.998,50,0.01
Completed,0.29,922,3609,1213,0.028,23,0.25
Completed,0.12,804,3033,4490,0.708,40,0.01
Completed,0.35,936,524,390,0.298,14,0.1
Completed,0.18,826,1830,3307,0.173,11,0.025
Completed,0.26,903,4300,1864,0.833,37,0.001
Completed,0.16,878,3905,4085,0.071,32,0.05
Completed,0.34,1079,1375,763,0.908,9,0.25
Completed,0.03,1151,20,3081,0.534,19,0.1
Completed,0.12,883,2511,2102,0.445,42,0.001
Completed,0.14,827,3185,3445,0.759,21,0.25
Completed,0.2,834,674,1377,0.232,45,0.025
Completed,0.14,772,1990,4937,0.356,30,0.01
Completed,0.48,5206,4462,214,0.634,6,0.1
Completed,0.16,828,4509,4326,0.319,27,0.25
Completed,0.03,1169,2019,847,0.66,2,0.025
Completed,0.11,1000,630,2851,0.784,24,0.005
Completed,0.2,892,3159,2027,0.195,49,0.05
Completed,0.09,844,2544,3673,0.509,16,0.05
Completed,0.04,1079,74,1449,0.482,38,0.025
Completed,0.12,792,1346,4699,0.108,35,0.1
Completed,0.21,929,4348,2675,0.151,7,0.005
Completed,0.22,840,1857,2478,0.874,35,0.25
Completed,0.08,888,478,3837,0.749,44,0.025
Completed,0.28,931,3008,982,0.277,16,0.1
Completed,0.15,798,3643,4562,0.957,46,0.25
Completed,0.35,1139,1172,618,0.049,21,0.001
Completed,0.08,870,2434,3225,0.424,5,0.005
Completed,0.27,967,4944,1626,0.582,30,0.01
Completed,0.19,809,4745,3321,0.453,29,0.1
Completed,0.08,966,2255,1801,0.541,6,0.001
Completed,0.12,785,1017,4505,0.916,22,0.001
Completed,0.43,2481,3546,327,0.078,45,0.025
Completed,0.11,810,2930,3975,0.626,18,0.001
Completed,0.17,927,460,1199,0.349,42,0.25
Completed,0.19,905,1581,2654,0.224,33,0.01
Completed,0.23,792,4090,2223,0.751,9,0.025
Completed,0.14,765,3959,4991,0.02,11,0.001
Completed,0.48,4246,1468,190,0.99,37,0.05
Completed,0.05,977,240,3499,0.616,40,0.01
Completed,0.22,776,2770,1352,0.394,14,0.25
Completed,0.16,912,3405,3106,0.841,50,0.005
Completed,0.18,996,933,2048,0.181,23,0.1
Completed,0.03,1233,2044,4110,0.305,1,0.25
Completed,0.37,1368,4554,709,0.716,28,0.005
Completed,0.2,810,4617,2921,0.364,39,0.1
Completed,0.06,1035,2147,1946,0.647,15,0.25
Completed,0.1,788,831,4240,0.772,12,0.01
Completed,0.32,1001,3340,923,0.238,36,0.25
Completed,0.08,912,2667,4784,0.56,3,0.05
Completed,0.15,994,1532,3602,0.087,48,0.25
Completed,0.28,933,4061,1529,0.934,25,0.1
Completed,0.17,814,4144,3751,0.172,20,0.01
Completed,0.32,956,1673,1058,0.822,47,0.001
Completed,0.07,907,367,2746,0.698,31,0.1
Completed,0.14,864,2877,2398,0.297,4,0.025
Completed,0.16,845,3454,3154,0.969,34,0.025
Completed,0.21,788,963,1707,0.006,8,0.25
Completed,0.05,930,2308,4648,0.38,17,0.01
Completed,0.4,1821,4838,543,0.595,43,0.001
Completed,0.16,954,4851,4434,0.494,41,0.001
Completed,0.31,1007,2381,407,0.531,19,0.1
Completed,0.15,861,1226,3407,0.905,10,0.005
Completed,0.26,873,3735,1725,0.121,32,0.01
Completed,0.16,846,3061,2569,0.676,6,0.25
Completed,0.13,915,571,2299,0.33,30,0.01
Completed,0.15,767,1765,4045,0.206,45,0.001
Completed,0.33,964,4294,1118,0.801,21,0.05
Completed,0.17,804,3753,3584,0.038,24,0.25
Completed,0.27,982,1282,1277,0.94,49,0.01
Completed,0.04,1059,137,4920,0.566,27,0.025
Completed,0.37,1935,2647,270,0.413,2,0.005
Completed,0.12,791,3223,4181,0.852,38,0.001
Completed,0.32,994,732,629,0.139,10,0.005
Completed,0.19,806,1916,3020,0.264,13,0.05
Completed,0.24,932,4446,2124,0.726,41,0.01
Completed,0.15,849,4422,4608,0.775,49,0.05
