Status,ACCURACY,RUNTIME,recent_samples_size,delta
Completed,0.63,409,2702,0.012
Completed,0.63,338,2673,0.07
Completed,0.57,155,114,0.737
Completed,0.63,429,2650,0.006
Completed,0.69,483,2682,0.037
Completed,0.6,365,2695,0.094
Completed,0.71,517,2625,0.013
Completed,0.7,475,2728,0.029
Completed,0.62,306,4374,0.668
Completed,0.63,210,235,0.127
Completed,0.64,285,3638,0.469
Completed,0.62,359,367,0.001
Completed,0.64,350,2674,0.061
Completed,0.62,302,242,0.066
Completed,0.6,207,227,0.657
Completed,0.61,205,238,0.389
Completed,0.58,78,20,0.967
Completed,0.69,415,2705,0.048
Completed,0.63,266,243,0.033
Completed,0.59,278,250,0.304
Completed,0.64,247,333,0.183
Completed,0.62,207,177,0.172
Completed,0.69,490,2734,0.025
Completed,0.62,164,92,0.073
Completed,0.58,53,1,0.822
Completed,0.61,159,342,0.736
Completed,0.57,124,45,0.95
Completed,0.7,1234,4617,0.009
Completed,0.58,75,27,0.735
Completed,0.59,273,2545,0.689
Completed,0.62,258,419,0.771
Completed,0.58,51,1,0.683
Completed,0.65,416,2728,0.008
Completed,0.59,150,92,0.794
Completed,0.57,125,79,0.999
Completed,0.63,314,1611,0.529
Completed,0.61,266,4332,0.759
Completed,0.62,277,3858,0.682
Completed,0.58,50,1,0.177
Completed,0.58,116,38,0.546
Completed,0.63,299,1981,0.967
Completed,0.7,964,4747,0.019
Completed,0.61,149,310,0.975
Completed,0.62,455,4727,0.091
Completed,0.65,424,2674,0.001
Completed,0.65,468,2772,0.001
Completed,0.61,347,1249,0.291
Completed,0.62,303,4138,0.906
Completed,0.64,261,1517,0.637
Completed,0.61,231,230,0.697
Completed,0.59,144,176,0.594
Completed,0.59,395,1782,0.569
Completed,0.59,110,21,0.057
Completed,0.65,330,4906,0.338
Completed,0.58,53,1,0.001
Completed,0.6,316,2637,0.279
Completed,0.62,160,2295,0.531
Completed,0.58,54,1,0.999
Completed,0.62,243,3164,0.469
Completed,0.58,112,21,0.087
Completed,0.58,51,1,0.58
Completed,0.71,1402,5000,0.001
Completed,0.64,317,3657,0.314
Completed,0.62,182,554,0.605
Completed,0.61,312,4893,0.562
Completed,0.62,273,1835,0.915
Completed,0.62,274,1680,0.999
Completed,0.58,137,116,0.921
Completed,0.64,257,1263,0.585
Completed,0.71,1512,4275,0.001
Completed,0.65,379,5000,0.218
Completed,0.58,51,1,0.416
Completed,0.58,52,1,0.769
Completed,0.62,218,3053,0.786
Completed,0.63,363,1265,0.217
Completed,0.63,278,888,0.686
Completed,0.64,309,4717,0.319
Completed,0.62,312,3815,0.518
Completed,0.58,319,620,0.48
Completed,0.61,244,2236,0.883
Completed,0.64,364,3409,0.112
Completed,0.6,312,3580,0.716
Completed,0.56,154,2104,0.288
Completed,0.58,176,127,0.817
Completed,0.64,416,4269,0.186
Completed,0.61,307,4537,0.977
Completed,0.71,670,1030,0.018
Completed,0.63,273,1748,0.612
Completed,0.64,246,2609,0.385
Completed,0.63,261,2725,0.584
Completed,0.64,295,1710,0.421
Completed,0.6,261,1138,0.95
Completed,0.67,625,4506,0.053
Completed,0.62,259,4151,0.845
Completed,0.62,203,168,0.15
Completed,0.62,285,1978,0.744
Completed,0.64,287,3627,0.252
Completed,0.63,261,3134,0.919
Completed,0.66,283,2432,0.084
Completed,0.61,182,338,0.554
Completed,0.64,288,4019,0.451
Completed,0.61,291,4990,0.65
Completed,0.63,244,694,0.347
Completed,0.62,270,1530,0.751
Completed,0.6,338,2867,0.244
Completed,0.62,259,2900,0.666
Completed,0.64,344,1417,0.331
Completed,0.63,239,729,0.797
Completed,0.64,357,4878,0.198
Completed,0.62,306,3974,0.903
Completed,0.63,288,460,0.1
Completed,0.63,203,2389,0.506
Completed,0.63,298,3257,0.499
Completed,0.62,284,3741,0.829
Completed,0.59,371,1945,0.166
Completed,0.6,167,279,0.697
Completed,0.63,386,4116,0.3
Completed,0.62,340,4385,0.6
Completed,0.65,319,1183,0.405
Completed,0.62,309,1588,0.996
Completed,0.65,480,2768,0.007
Completed,0.63,213,2564,0.962
Completed,0.71,974,1870,0.033
Completed,0.63,217,987,0.565
Completed,0.63,320,4660,0.432
Completed,0.62,259,4302,0.732
Completed,0.58,93,14,0.272
Completed,0.59,171,2139,0.864
Completed,0.65,401,3468,0.139
Completed,0.63,325,3288,0.534
Completed,0.6,181,2281,0.464
Completed,0.62,177,498,0.93
Completed,0.67,669,3858,0.065
Completed,0.61,290,4831,0.771
Completed,0.65,310,855,0.232
Completed,0.63,272,1376,0.639
Completed,0.62,262,3018,0.366
Completed,0.62,289,3002,0.515
Completed,0.64,304,1355,0.492
Completed,0.6,316,793,0.894
Completed,0.65,573,4774,0.107
Completed,0.62,279,3881,0.805
Completed,0.64,314,515,0.188
Completed,0.61,178,2336,0.659
Completed,0.63,319,3348,0.34
Completed,0.62,260,3490,0.988
Completed,0.66,296,2156,0.013
Completed,0.57,143,71,0.609
Completed,0.63,406,4364,0.398
Completed,0.62,284,4642,0.69
Completed,0.65,253,964,0.309
Completed,0.61,260,1809,0.835
Completed,0.6,306,2509,0.158
Completed,0.63,261,2786,0.871
Completed,0.66,410,1610,0.13
Completed,0.63,264,1244,0.726
Completed,0.64,343,4441,0.281
Completed,0.63,336,4094,0.574
Completed,0.61,171,263,0.426
Completed,0.63,285,1888,0.953
Completed,0.65,502,3679,0.041
Completed,0.62,269,3235,0.632
Completed,0.62,245,2372,0.375
Completed,0.61,211,404,0.777
Completed,0.63,334,3914,0.224
Completed,0.62,268,4895,0.922
Completed,0.68,367,751,0.071
Completed,0.64,269,1478,0.543
Completed,0.63,232,2957,0.456
Completed,0.62,267,2844,0.875
Completed,0.66,404,1512,0.118
Completed,0.63,211,638,0.527
Completed,0.64,296,4929,0.472
Completed,0.61,292,4035,0.678
Completed,0.59,305,360,0.328
Completed,0.61,208,2494,0.792
Completed,0.64,276,3191,0.208
Completed,0.62,305,3645,0.62
Completed,0.58,54,2001,0.379
Completed,0.59,170,228,0.968
Completed,0.71,1129,4206,0.025
Completed,0.61,310,4485,0.824
Completed,0.64,309,1122,0.177
Completed,0.62,244,1654,0.71
Completed,0.63,250,2663,0.297
Completed,0.63,222,2630,0.737
Completed,0.63,323,1765,0.262
Completed,0.61,295,1086,0.851
Completed,0.66,433,4598,0.142
Completed,0.62,318,4252,0.941
Completed,0.63,238,105,0.06
Completed,0.58,130,2043,0.594
Completed,0.64,282,3524,0.413
Completed,0.61,225,3392,0.758
Completed,0.62,192,2214,0.235
Completed,0.61,260,559,0.644
Completed,0.63,326,3758,0.355
Completed,0.61,316,4740,0.562
Completed,0.64,249,906,0.445
Completed,0.61,274,1320,0.91
Completed,0.67,379,3114,0.091
Completed,0.63,255,3103,0.702
Completed,0.65,288,1293,0.305
Completed,0.62,274,936,0.832
Completed,0.66,416,4748,0.169
Completed,0.62,257,3787,0.992
Completed,0.65,479,570,0.001
Completed,0.6,196,2205,0.597
Completed,0.62,372,3361,0.402
Completed,0.62,293,3552,0.801
Completed,0.58,122,2054,0.2
Completed,0.6,156,97,0.671
Completed,0.63,328,4221,0.335
Completed,0.61,264,4587,0.503
Completed,0.6,273,1058,0.496
Completed,0.61,310,1796,0.898
Completed,0.65,362,2640,0.095
Completed,0.63,301,2694,0.933
Completed,0.68,592,1663,0.068
Completed,0.63,297,1110,0.539
Completed,0.64,315,4456,0.468
Completed,0.62,297,4198,0.636
Completed,0.61,163,198,0.363
Completed,0.58,96,2028,0.765
Completed,0.64,339,3655,0.228
Completed,0.6,264,3182,0.569
Completed,0.62,188,2463,0.437
Completed,0.63,208,389,0.964
Completed,0.7,789,4047,0.037
Completed,0.63,290,4959,0.859
Completed,0.65,309,646,0.134
Completed,0.64,273,1502,0.73
Completed,0.63,270,2816,0.269
Completed,0.63,235,2948,0.813
Completed,0.64,389,1447,0.181
Completed,0.63,229,779,0.714
Completed,0.63,352,4906,0.285
Completed,0.61,264,3944,0.616
Completed,0.63,209,412,0.39
Completed,0.6,271,2361,0.98
Completed,0.66,497,3207,0.021
Completed,0.64,265,3710,0.683
Completed,0.65,306,1897,0.316
Completed,0.61,136,251,0.781
Completed,0.64,350,4066,0.212
Completed,0.62,288,4433,0.887
Completed,0.67,446,1214,0.114
Completed,0.63,299,1638,0.523
Completed,0.63,283,2796,0.484
Completed,0.6,270,2536,0.55
Completed,0.63,305,1819,0.449
Completed,0.63,253,956,0.913
Completed,0.68,527,4612,0.08
Completed,0.61,299,4353,0.754
Completed,0.6,118,42,0.247
Completed,0.6,154,2187,0.656
Completed,0.65,311,3499,0.351
Completed,0.62,236,3338,0.945
Completed,0.65,286,2309,0.048
Completed,0.63,203,545,0.581
Completed,0.63,289,3889,0.417
Completed,0.62,285,4803,0.749
Completed,0.65,266,805,0.258
Completed,0.63,307,1346,0.847
Completed,0.65,362,2971,0.154
Completed,0.62,213,3032,0.973
Completed,0.65,544,1403,0.029
Completed,0.63,251,821,0.624
Completed,0.63,298,4824,0.381
Completed,0.63,302,3833,0.705
Completed,0.62,269,485,0.292
Completed,0.61,206,2286,0.821
Completed,0.62,367,3320,0.174
Completed,0.62,267,3442,0.53
Completed,0.59,155,2125,0.475
Completed,0.58,84,21,0.879
Completed,0.62,415,4336,0.123
Completed,0.62,282,4673,0.79
Completed,0.63,333,1012,0.205
Completed,0.62,279,1837,0.674
Completed,0.59,328,2559,0.323
Completed,0.63,232,2736,0.646
Completed,0.64,302,1582,0.359
Completed,0.63,268,1196,0.762
Completed,0.62,336,4410,0.241
Completed,0.62,275,4122,0.907
Completed,0.65,258,313,0.088
Completed,0.63,293,1919,0.557
Completed,0.64,255,3727,0.44
Completed,0.6,308,3263,0.856
Completed,0.64,257,2422,0.147
Completed,0.63,183,434,0.74
Completed,0.63,319,3961,0.265
Completed,0.63,445,4845,0.588
Completed,0.61,371,722,0.409
Completed,0.61,293,1431,0.938
Completed,0.65,369,2926,0.057
Completed,0.64,234,2872,0.604
Completed,0.65,303,1562,0.393
Completed,0.6,317,669,0.985
Completed,0.69,1168,4977,0.01
Completed,0.62,254,3985,0.841
Completed,0.63,195,332,0.162
Completed,0.62,195,2446,0.694
Completed,0.63,262,3160,0.311
Completed,0.64,287,3595,0.892
Completed,0.63,448,1973,0.103
Completed,0.58,168,180,0.511
Completed,0.61,320,4176,0.486
Completed,0.62,279,4513,0.662
Completed,0.64,281,1172,0.343
Completed,0.61,292,1684,0.809
Completed,0.65,263,2711,0.194
Completed,0.63,183,2583,0.775
Completed,0.64,319,1734,0.221
Completed,0.63,251,1037,0.627
Completed,0.63,320,4570,0.37
Completed,0.63,282,4282,0.545
Completed,0.61,148,152,0.46
Completed,0.59,151,2072,0.926
Completed,0.67,431,3574,0.077
Completed,0.56,272,3423,0.72
Completed,0.61,217,2262,0.277
Completed,0.6,299,587,0.868
Completed,0.66,442,3808,0.128
Completed,0.61,287,4692,0.958
Completed,0.69,468,875,0.045
Completed,0.63,281,1270,0.577
Completed,0.62,265,3086,0.428
Completed,0.62,284,3074,0.575
Completed,0.63,337,1281,0.426
Completed,0.62,236,867,0.96
Completed,0.63,466,4701,0.047
Completed,0.62,257,3797,0.87
Completed,0.63,322,597,0.129
Completed,0.61,192,2254,0.719
Completed,0.63,361,3432,0.275
Completed,0.61,288,3564,0.928
Completed,0.62,168,2083,0.079
Completed,0.58,195,143,0.543
Completed,0.63,324,4290,0.458
Completed,0.62,283,4560,0.626
Completed,0.6,305,1048,0.368
Completed,0.62,320,1725,0.777
Completed,0.63,279,2591,0.222
Completed,0.62,232,2702,0.811
Completed,0.64,327,1692,0.196
Completed,0.63,399,1161,0.66
Completed,0.64,334,4524,0.341
Completed,0.62,308,4167,0.508
Completed,0.6,175,189,0.485
Completed,0.62,276,1962,0.893
Completed,0.66,442,3606,0.106
Completed,0.63,327,3152,0.692
Completed,0.64,334,2455,0.309
Completed,0.61,200,320,0.843
Completed,0.65,440,3996,0.164
Completed,0.62,326,4969,0.986
Completed,0.64,428,678,0.013
Completed,0.63,322,1551,0.601
Completed,0.63,278,2883,0.392
Completed,0.62,258,2918,0.94
Completed,0.68,543,1440,0.059
Completed,0.63,249,711,0.586
Completed,0.64,331,4855,0.407
Completed,0.62,254,3953,0.739
Completed,0.62,260,444,0.262
Completed,0.61,168,2410,0.859
Completed,0.65,366,3273,0.148
Completed,0.62,289,3718,0.555
Completed,0.63,314,1927,0.438
Completed,0.6,186,302,0.909
Completed,0.64,450,4134,0.09
Completed,0.63,298,3181,0.934
Completed,0.67,304,2464,0.069
Completed,0.59,189,390,0.538
Completed,0.64,358,4046,0.467
Completed,0.63,265,4958,0.635
Completed,0.64,258,648,0.362
Completed,0.62,237,1503,0.766
Completed,0.65,322,2815,0.229
Completed,0.63,251,2946,0.682
Completed,0.64,319,1449,0.316
Completed,0.62,255,780,0.782
Completed,0.65,367,4905,0.213
Completed,0.62,277,3942,0.888
Completed,0.63,240,3709,0.814
Completed,0.64,353,4064,0.284
Completed,0.63,411,2795,0.022
Completed,0.62,218,2537,0.946
Completed,0.64,456,1818,0.049
Completed,0.63,230,955,0.58
Completed,0.63,310,4613,0.416
Completed,0.61,272,4354,0.748
Completed,0.59,117,41,0.257
Completed,0.59,154,2186,0.848
Completed,0.65,395,3500,0.155
Completed,0.63,281,3339,0.549
Completed,0.62,173,2308,0.448
Completed,0.6,292,544,0.914
Completed,0.67,553,3890,0.081
Completed,0.61,270,4804,0.755
Completed,0.64,237,804,0.248
Completed,0.63,272,1345,0.655
Completed,0.65,275,2972,0.35
Completed,0.62,238,3029,0.53
Completed,0.63,309,1406,0.476
Completed,0.62,283,825,0.878
Completed,0.67,432,4820,0.122
Completed,0.61,392,3829,0.789
