Status,ACCURACY,RUNTIME,recent_samples_size,delta
Completed,0.06,1697,3742,0.574
Completed,0.05,1432,2903,0.406
Completed,0.05,1345,1767,0.713
Completed,0.04,1811,350,0.242
Completed,0.05,1280,4357,0.924
Completed,0.06,1154,3916,0.344
Completed,0.05,703,129,0.526
Completed,0.08,1541,1505,0.055
Completed,0.05,1284,2577,0.861
Completed,0.06,1502,3301,0.158
Completed,0.05,1242,1994,0.972
Completed,0.05,1024,889,0.447
Completed,0.06,1610,4442,0.637
Completed,0.06,1396,4557,0.487
Completed,0.05,1186,775,0.679
Completed,0.04,1562,2115,0.152
Completed,0.04,1175,3181,0.967
Completed,0.1,1511,2691,0.014
Completed,0.05,1336,1391,0.821
Completed,0.04,1495,249,0.348
Completed,0.05,1519,3796,0.533
Completed,0.06,1742,4163,0.201
Completed,0.05,1450,544,0.883
Completed,0.04,1629,1570,0.411
Completed,0.05,2066,3100,0.72
Completed,0.05,1459,3548,0.299
Completed,0.05,1987,2408,0.617
Completed,0.06,1776,955,0.089
Completed,0.06,1532,4965,0.78
Completed,0.06,1849,4954,0.248
Completed,0.04,1136,1005,0.93
Completed,0.05,1293,2362,0.397
Completed,0.06,1887,3556,0.703
Completed,0.05,1527,3069,0.254
Completed,0.05,1240,1640,0.568
Completed,0.04,1774,477,0.105
Completed,0.05,1628,4191,0.795
Completed,0.05,1629,3789,0.441
Completed,0.05,1614,295,0.631
Completed,0.06,2194,1338,0.168
Completed,0.04,1823,2704,0.982
Completed,0.07,2129,3155,0.061
Completed,0.05,1519,2180,0.867
Completed,0.05,1849,704,0.334
Completed,0.06,1482,4589,0.516
Completed,0.07,1971,4390,0.358
Completed,0.05,1387,902,0.543
Completed,0.19,2974,1987,0.008
Completed,0.05,1427,3346,0.815
Completed,0.05,2154,2506,0.142
Completed,0.04,2084,1537,0.957
Completed,0.04,1047,103,0.492
Completed,0.05,1796,3982,0.685
Completed,0.08,1927,4310,0.08
Completed,0.05,1489,358,0.77
Completed,0.05,1468,1755,0.305
Completed,0.04,1776,2954,0.622
Completed,0.05,1322,3675,0.42
Completed,0.04,1679,2243,0.73
Completed,0.05,1268,1121,0.195
Completed,0.05,1309,4839,0.878
Completed,0.06,1347,4690,0.376
Completed,0.06,1480,1230,0.692
Completed,0.04,1451,2293,0.228
Completed,0.05,1422,3664,0.919
Completed,0.05,1398,2825,0.124
Completed,0.05,1658,1845,0.808
Completed,0.05,1425,428,0.273
Completed,0.06,1449,4278,0.581
Completed,0.06,1469,3994,0.186
Completed,0.04,516,51,0.995
Completed,0.05,1352,1427,0.46
Completed,0.05,1395,2655,0.643
Completed,0.05,1605,3379,0.314
Completed,0.06,1293,1916,0.505
Completed,0.08,1590,811,0.04
Completed,0.06,1635,4520,0.857
Completed,0.11,1945,4635,0.02
Completed,0.04,1359,697,0.834
Completed,0.05,575,2037,0.371
Completed,0.05,1503,3259,0.561
Completed,0.05,1197,2769,0.481
Completed,0.05,973,1312,0.664
Completed,0.04,777,171,0.131
Completed,0.05,1123,3874,0.937
Completed,0.06,1403,4085,0.294
Completed,0.04,1292,622,0.602
Completed,0.06,1799,1648,0.069
Completed,0.05,1350,3022,0.75
Completed,0.05,1444,3470,0.207
Completed,0.04,1800,2487,0.896
Completed,0.04,1413,1033,0.433
Completed,0.04,1265,4887,0.748
Completed,0.07,1275,4917,0.049
Completed,0.05,1508,1042,0.863
Completed,0.05,1821,2476,0.337
Completed,0.05,925,3441,0.528
Completed,0.04,1430,3032,0.453
Completed,0.06,1438,1677,0.635
Completed,0.05,1435,591,0.165
Completed,0.06,1398,4076,0.97
Completed,0.06,1415,3904,0.265
Completed,0.05,1422,180,0.573
Completed,0.06,1781,1302,0.102
Completed,0.05,1444,2741,0.783
Completed,0.05,1584,3269,0.237
Completed,0.05,697,2065,0.925
Completed,0.04,1445,667,0.4
Completed,0.06,1684,4625,0.715
Completed,0.16,2453,1655,0.009
Completed,0.06,1529,3376,0.659
Completed,0.07,1869,4522,0.326
Completed,0.04,1578,607,0.978
Completed,0.05,1448,1018,0.455
Completed,0.05,1835,3994,0.864
Completed,0.05,1624,2654,0.152
Completed,0.04,1502,2494,0.562
Completed,0.06,1773,1987,0.276
Completed,0.05,1517,3084,0.934
Completed,0.08,1788,4189,0.082
Completed,0.04,1476,901,0.741
Completed,0.04,1449,100,0.203
Completed,0.05,1906,4951,0.605
Completed,0.05,1473,3571,0.381
Completed,0.04,1002,1538,0.782
Completed,0.06,1420,1404,0.428
Completed,0.05,1499,3742,0.768
Completed,0.05,425,4769,0.247
Completed,0.04,1575,240,0.586
Completed,0.05,1535,767,0.095
Completed,0.06,1416,4360,0.692
Completed,0.05,500,2901,0.292
Completed,0.05,908,2128,0.888
Completed,0.04,1704,2323,0.165
Completed,0.05,1445,2784,0.512
Completed,0.05,1417,3852,0.471
Completed,0.05,1803,1197,0.818
Completed,0.04,1641,436,0.374
Completed,0.05,1668,4652,0.963
Completed,0.08,1615,3234,0.053
Completed,0.05,1382,1834,0.64
Completed,0.06,1462,1787,0.33
Completed,0.05,1334,3186,0.989
Completed,0.13,1828,4546,0.028
Completed,0.05,1439,330,0.686
Completed,0.05,1422,1169,0.133
Completed,0.06,1407,3824,0.535
Completed,0.05,1428,2658,0.451
Completed,0.05,1670,2197,0.852
Completed,0.05,1485,2080,0.078
Completed,0.04,1725,2854,0.73
Completed,0.07,1526,4253,0.256
Completed,0.05,1892,661,0.907
Completed,0.04,1583,212,0.4
Completed,0.04,1029,4741,0.81
Completed,0.06,1471,3616,0.207
Completed,0.05,1427,1279,0.616
Completed,0.06,1644,1410,0.22
Completed,0.05,1639,3443,0.566
Completed,0.05,1307,4921,0.416
Completed,0.04,1215,69,0.764
Completed,0.05,1370,792,0.304
Completed,0.07,1404,4081,0.892
Completed,0.05,1415,3034,0.122
Completed,0.05,2006,1937,0.711
Completed,0.04,1645,2366,0.499
Completed,0.04,1463,2526,0.837
Completed,0.07,1411,3963,0.176
Completed,0.06,1787,987,0.516
Completed,0.07,1820,499,0.041
Completed,0.05,1472,4413,0.637
Completed,0.06,1391,3326,0.346
Completed,0.05,1510,1605,0.943
Completed,0.05,1619,1569,0.441
Completed,0.05,1477,3286,0.851
Completed,0.07,1771,4445,0.135
Completed,0.05,1559,547,0.544
Completed,0.1,1514,957,0.022
Completed,0.06,1375,3919,0.673
Completed,0.05,1455,2563,0.344
Completed,0.05,1612,2410,0.994
Completed,0.06,1403,1902,0.217
Completed,0.05,1761,2993,0.619
Completed,0.05,1249,4114,0.399
Completed,0.05,1531,839,0.799
Completed,0.04,1148,39,0.262
Completed,0.04,1195,4875,0.921
Completed,0.08,1903,3482,0.065
Completed,0.05,1401,1452,0.724
Completed,0.06,1440,1310,0.113
Completed,0.06,1579,3661,0.709
Completed,0.04,769,4704,0.305
Completed,0.05,1413,169,0.902
Completed,0.05,1258,697,0.411
Completed,0.05,1454,4293,0.75
Completed,0.05,1244,2821,0.233
Completed,0.05,822,2032,0.573
Completed,0.04,1409,2227,0.356
Completed,0.05,1558,2704,0.945
Completed,0.1,1784,3785,0.038
Completed,0.04,1352,1127,0.627
Completed,0.04,605,364,0.183
Completed,0.06,1490,4587,0.529
Completed,0.05,1597,3153,0.484
Completed,0.05,1510,1740,0.832
Completed,0.05,892,1868,0.147
Completed,0.05,1421,3281,0.548
Completed,0.05,1431,4617,0.468
Completed,0.04,816,395,0.87
Completed,0.06,1324,1235,0.317
Completed,0.05,1544,3894,0.975
Completed,0.11,1339,2754,0.01
Completed,0.05,1886,2277,0.67
Completed,0.04,1366,2160,0.387
Completed,0.05,1512,2950,0.796
Completed,0.07,1893,4323,0.19
Completed,0.05,1528,728,0.599
Completed,0.05,1525,278,0.093
Completed,0.05,1246,4812,0.743
Completed,0.06,1490,3711,0.273
Completed,0.05,1307,1360,0.925
Completed,0.05,1405,1500,0.286
Completed,0.05,1099,3529,0.875
Completed,0.06,1543,4982,0.109
Completed,0.04,1656,145,0.697
Completed,0.06,1846,867,0.237
Completed,0.06,1405,4142,0.585
Completed,0.04,1479,3119,0.43
Completed,0.05,831,2028,0.777
Completed,0.05,1432,2457,0.058
Completed,0.05,1449,2611,0.655
Completed,0.06,1450,4025,0.36
Completed,0.04,1438,1063,0.956
Completed,0.05,1774,575,0.481
Completed,0.06,1562,4473,0.82
Completed,0.05,1556,3412,0.163
Completed,0.06,1363,1695,0.502
Completed,0.06,1441,1719,0.252
Completed,0.05,1502,3430,0.911
Completed,0.08,2017,4458,0.075
Completed,0.04,444,554,0.733
Completed,0.06,1675,1082,0.211
Completed,0.05,1669,4047,0.613
Completed,0.04,1496,2590,0.404
Completed,0.04,1608,2441,0.805
Completed,0.05,820,2011,0.031
Completed,0.05,1494,3098,0.683
Completed,0.07,1265,4165,0.334
Completed,0.04,1812,887,0.984
Completed,0.04,1668,124,0.447
Completed,0.05,1565,4966,0.856
Completed,0.06,1717,3547,0.129
Completed,0.06,1420,1524,0.538
Completed,0.05,1515,1341,0.173
Completed,0.04,959,3688,0.52
Completed,0.05,813,4832,0.494
Completed,0.05,1332,295,0.842
Completed,0.05,1596,704,0.351
Completed,0.04,819,4305,0.939
Completed,0.09,1525,2964,0.044
Completed,0.05,1141,2182,0.633
Completed,0.04,1548,2299,0.421
Completed,0.05,1617,2769,0.76
Completed,0.05,1520,3876,0.224
Completed,0.05,1536,1212,0.563
Completed,0.04,1594,412,0.119
Completed,0.05,1268,4637,0.715
Completed,0.05,1544,3258,0.299
Completed,0.05,1557,1849,0.896
Completed,0.05,681,1723,0.086
Completed,0.05,1794,3132,0.737
Completed,0.06,1533,4609,0.279
Completed,0.04,1459,384,0.93
Completed,0.05,1559,1106,0.377
Completed,0.06,1943,3770,0.786
Completed,0.04,492,2722,0.199
Completed,0.05,724,2251,0.609
Completed,0.05,656,2056,0.322
Completed,0.04,540,2839,0.981
Completed,0.18,2490,4277,0.004
Completed,0.05,1502,676,0.663
Completed,0.05,689,188,0.157
Completed,0.04,1057,4726,0.558
Completed,0.06,1594,3640,0.458
Completed,0.04,1734,1294,0.86
Completed,0.05,1496,1474,0.475
Completed,0.05,1523,3497,0.815
Completed,0.07,1248,4857,0.17
Completed,0.04,378,16,0.508
Completed,0.08,1272,856,0.048
Completed,0.05,1330,4134,0.645
Completed,0.05,1282,2970,0.37
Completed,0.05,1606,1883,0.966
Completed,0.04,1796,2391,0.243
Completed,0.04,1554,2540,0.591
Completed,0.06,1331,3938,0.425
Completed,0.04,1147,973,0.771
Completed,0.04,1568,524,0.296
Completed,0.05,1509,4427,0.885
Completed,0.05,1433,3301,0.099
Completed,0.06,1366,1591,0.688
Completed,0.06,957,1623,0.194
Completed,0.05,1802,3350,0.595
Completed,0.06,1705,4392,0.39
Completed,0.04,1652,484,0.792
Completed,0.05,1494,1010,0.27
Completed,0.05,1620,3982,0.928
Completed,0.04,1499,2509,0.088
Completed,0.04,1674,2346,0.747
Completed,0.05,1496,1917,0.465
Completed,0.05,1786,3017,0.873
Completed,0.06,1659,4099,0.142
Completed,0.05,1707,815,0.552
Completed,0.04,652,54,0.014
Completed,0.05,1420,4899,0.665
Completed,0.06,1183,3467,0.32
Completed,0.05,1422,1428,0.971
Completed,0.05,1794,1256,0.364
Completed,0.05,1522,3597,0.953
Completed,0.1,1574,4757,0.062
Completed,0.04,1309,233,0.65
Completed,0.05,1404,644,0.159
Completed,0.06,1426,4229,0.507
Completed,0.05,1556,2875,0.477
Completed,0.05,1657,2096,0.824
Completed,0.05,1193,2213,0.105
Completed,0.05,621,2679,0.701
Completed,0.06,1291,3799,0.282
Completed,0.05,1465,1151,0.879
Completed,0.04,1308,350,0.434
Completed,0.06,1520,4562,0.774
Completed,0.05,1628,3167,0.242
Completed,0.05,2228,1764,0.58
Completed,0.06,973,1814,0.394
Completed,0.05,1353,3217,0.804
Completed,0.06,1590,4670,0.213
Completed,0.05,2193,459,0.622
Completed,0.06,1450,1182,0.068
Completed,0.05,1636,3830,0.72
Completed,0.05,1503,2808,0.266
Completed,0.04,1517,2341,0.916
Completed,0.05,507,2146,0.139
Completed,0.05,1472,2925,0.54
Completed,0.07,1476,4338,0.445
Completed,0.04,603,752,0.846
Completed,0.04,1451,263,0.339
Completed,0.04,908,4788,0.999
Completed,0.13,2436,3725,0.018
Completed,0.05,1535,1385,0.676
Completed,0.1,1509,1554,0.035
Completed,0.05,1119,3593,0.631
Completed,0.05,1332,4927,0.352
Completed,0.04,1475,82,0.949
Completed,0.06,1357,921,0.489
Completed,0.05,1561,4205,0.828
Completed,0.05,1435,3064,0.186
Completed,0.06,1322,1964,0.526
Completed,0.05,1393,2472,0.31
Completed,0.04,1445,2635,0.898
Completed,0.07,1524,4010,0.116
Completed,0.05,1741,1039,0.705
Completed,0.05,1719,590,0.23
Completed,0.06,1491,4498,0.576
Completed,0.06,1549,3397,0.407
Completed,0.05,1209,1671,0.754
Completed,0.05,1856,1663,0.409
Completed,0.05,1628,3388,0.756
Completed,0.06,1505,4510,0.227
Completed,0.05,1588,600,0.575
Completed,0.06,1459,1050,0.115
Completed,0.06,1751,4021,0.703
Completed,0.05,1444,2627,0.311
Completed,0.04,1564,2463,0.9
Completed,0.06,1702,1955,0.185
Completed,0.05,1659,3057,0.523
Completed,0.06,1773,4216,0.49
Completed,0.04,1598,933,0.83
Completed,0.04,1411,92,0.355
Completed,0.06,1273,4939,0.951
Completed,0.13,1596,3584,0.033
Completed,0.04,1535,1545,0.629
Completed,0.12,1658,1373,0.02
Completed,0.06,1487,3715,0.679
Completed,0.05,1313,4796,0.338
Completed,0.04,497,272,0.997
Completed,0.05,1813,760,0.443
Completed,0.06,1807,4347,0.845
Completed,0.05,1624,2914,0.141
Completed,0.05,1368,2135,0.542
Completed,0.05,1430,2330,0.264
Completed,0.05,1410,2796,0.915
Completed,0.08,1437,3839,0.071
Completed,0.04,1491,1189,0.721
Completed,0.05,1629,468,0.215
Completed,0.06,1421,4679,0.625
Completed,0.06,1331,3207,0.393
Completed,0.05,1524,1802,0.801
Completed,0.05,1292,1774,0.239
Completed,0.04,1501,3179,0.579
Completed,0.06,1570,4553,0.436
Completed,0.04,1547,342,0.775
Completed,0.05,1607,1142,0.284
Completed,0.06,1640,3792,0.881
Completed,0.05,1513,2690,0.103
Completed,0.04,1238,2224,0.699
Completed,0.04,1397,2107,0.479
Completed,0.05,1879,2885,0.826
Completed,0.06,1771,4221,0.157
Completed,0.04,1502,634,0.504
Completed,0.04,1569,225,0.06
Completed,0.05,1376,4748,0.649
Completed,0.05,1750,3609,0.366
Completed,0.05,1596,1267,0.954
Completed,0.06,1571,1437,0.319
Completed,0.04,1446,3475,0.969
Completed,0.16,2315,4889,0.016
Completed,0.04,808,42,0.667
Completed,0.05,1351,804,0.145
Completed,0.06,2037,4088,0.554
Completed,0.05,1339,3026,0.462
Completed,0.05,1285,1924,0.872
Completed,0.04,1473,2354,0.09
Completed,0.04,1771,2519,0.749
Completed,0.06,1591,3971,0.267
Completed,0.05,1582,1000,0.927
Completed,0.05,1605,472,0.389
Completed,0.05,1636,4381,0.79
Completed,0.06,1652,3358,0.195
Completed,0.05,1845,1632,0.597
Completed,0.05,1426,1601,0.101
Completed,0.05,1588,3313,0.69
Completed,0.06,1359,4419,0.294
Completed,0.04,1633,515,0.882
Completed,0.05,1268,964,0.422
Completed,0.05,1776,3931,0.77
Completed,0.04,1613,2551,0.245
Completed,0.04,1473,2402,0.592
Completed,0.06,1482,1895,0.368
Completed,0.05,1614,2981,0.965
Completed,0.11,1540,4126,0.051
Completed,0.05,1571,847,0.646
Completed,0.05,755,7,0.171
Completed,0.07,1309,4848,0.51
Completed,0.04,1052,3509,0.473
Completed,0.05,1377,1484,0.812
Completed,0.05,1384,1303,0.461
Completed,0.06,1566,3649,0.862
Completed,0.07,1378,4716,0.154
Completed,0.05,1402,176,0.556
Completed,0.14,1656,665,0.003
Completed,0.06,1446,4266,0.661
Completed,0.05,1210,2848,0.324
Completed,0.04,1244,2063,0.983
Completed,0.04,1637,2259,0.198
Completed,0.05,1636,2731,0.607
Completed,0.06,1774,3758,0.378
Completed,0.04,1215,1095,0.788
Completed,0.04,1443,372,0.281
Completed,0.05,1522,4599,0.932
Completed,0.05,1377,3141,0.084
Completed,0.03,883,1732,0.736
Completed,0.06,1625,1841,0.298
Completed,0.04,1767,3249,0.894
Completed,0.06,1714,4649,0.12
Completed,0.04,1588,422,0.717
Completed,0.05,1670,1223,0.226
Completed,0.05,1089,3886,0.565
Completed,0.05,1381,2762,0.418
Completed,0.04,1342,2290,0.758
Completed,0.04,1662,2172,0.047
Completed,0.05,1736,2957,0.635
Completed,0.06,1354,4316,0.348
Completed,0.04,1407,715,0.937
Completed,0.04,1993,305,0.493
Completed,0.06,1760,4844,0.839
Completed,0.05,1249,3679,0.175
Completed,0.05,1744,1333,0.522
Completed,0.06,1654,1512,0.127
Completed,0.05,1460,3537,0.537
Completed,0.05,1347,4974,0.449
Completed,0.05,832,133,0.858
Completed,0.05,1305,894,0.336
Completed,0.05,1620,4174,0.987
Completed,0.09,1857,3087,0.03
Completed,0.05,264,2001,0.681
Completed,0.05,1491,2430,0.406
Completed,0.05,1565,2579,0.808
Completed,0.06,1652,4057,0.21
Completed,0.05,1599,1089,0.61
Completed,0.06,1809,563,0.073
Completed,0.05,1590,4466,0.732
Completed,0.05,1472,3420,0.254
Completed,0.05,1444,1707,0.913
Completed,0.05,1096,1687,0.161
Completed,0.06,1340,3403,0.501
Completed,0.05,1310,4485,0.483
Completed,0.04,1736,586,0.822
Completed,0.05,1283,1075,0.362
Completed,0.05,1693,4035,0.959
Completed,0.06,1374,2603,0.056
Completed,0.05,1543,2448,0.653
Completed,0.04,830,2019,0.432
Completed,0.05,1487,3110,0.78
Completed,0.07,1639,4152,0.236
Completed,0.05,1446,879,0.582
Completed,0.04,1262,156,0.107
Completed,0.05,1376,4993,0.696
Completed,0.06,1570,3520,0.288
Completed,0.05,1386,1492,0.876
Completed,0.06,1292,1348,0.271
Completed,0.06,1557,3700,0.922
Completed,0.07,1853,4820,0.094
Completed,0.04,645,287,0.745
Completed,0.04,1454,736,0.192
Completed,0.05,1787,4332,0.601
Completed,0.05,469,2938,0.384
Completed,0.05,1254,2150,0.794
Completed,0.06,1457,2267,0.012
Completed,0.05,1333,2742,0.671
Completed,0.06,1464,3903,0.314
Completed,0.05,1460,1244,0.973
Completed,0.05,1597,404,0.467
Completed,0.05,2074,4625,0.867
Completed,0.05,1244,3270,0.148
Completed,0.06,1027,1857,0.551
Completed,0.06,1833,1750,0.487
Completed,0.04,1384,3164,0.834
Completed,0.06,1769,4577,0.181
Completed,0.05,1624,357,0.528
Completed,0.08,1604,1118,0.037
Completed,0.05,1135,3777,0.625
Completed,0.05,1199,2714,0.358
Completed,0.04,1549,2239,0.947
Completed,0.04,1318,2044,0.232
Completed,0.04,1892,2832,0.571
Completed,0.05,1270,4285,0.413
Completed,0.05,1400,688,0.752
Completed,0.05,1159,161,0.308
Completed,0.06,1461,4694,0.903
Completed,0.07,1543,3672,0.11
Completed,0.05,1495,1320,0.707
Completed,0.08,1505,1462,0.066
Completed,0.05,1630,3489,0.726
Completed,0.06,1469,4864,0.26
Completed,0.04,756,28,0.918
Completed,0.05,1367,829,0.396
Completed,0.05,1469,4102,0.798
Completed,0.05,1319,3002,0.219
Completed,0.06,1486,1910,0.62
Completed,0.04,1434,2418,0.341
Completed,0.04,1476,2572,0.993
Completed,0.13,1922,3907,0.024
Completed,0.05,1719,946,0.675
Completed,0.04,1441,535,0.137
Completed,0.05,754,4435,0.546
Completed,0.05,1644,3294,0.439
Completed,0.05,1327,1579,0.848
Completed,0.05,1605,1616,0.345
Completed,0.05,1571,3337,0.941
Completed,0.1,1622,4404,0.042
Completed,0.04,1582,491,0.639
Completed,0.05,1669,979,0.179
Completed,0.04,903,3955,0.518
Completed,0.05,1472,2536,0.497
Completed,0.04,1805,2378,0.836
Completed,0.07,1659,1949,0.125
Completed,0.05,1492,3044,0.712
Completed,0.06,1618,4072,0.301
Completed,0.04,1431,783,0.891
Completed,0.04,1246,61,0.415
Completed,0.04,870,4912,0.762
Completed,0.06,1574,3455,0.222
Completed,0.05,889,1421,0.569
Completed,0.06,1445,1288,0.205
Completed,0.06,1479,3624,0.615
Completed,0.06,1259,4730,0.402
Completed,0.05,1593,201,0.811
Completed,0.04,1623,651,0.257
Completed,0.05,1751,4241,0.909
Completed,0.07,1225,2863,0.077
Completed,0.05,851,2088,0.727
Completed,0.04,1344,2206,0.453
Completed,0.04,1610,2667,0.854
Completed,0.06,1561,3812,0.131
Completed,0.06,1450,1159,0.532
Completed,0.04,1371,318,0.025
Completed,0.06,1281,4535,0.685
Completed,0.05,1697,1796,0.99
Completed,0.04,743,2314,0.514
Completed,0.05,496,909,0.08
Completed,0.17,2107,4433,0.02
Failed,,,2945,0.175
Failed,,,3705,0.844
Failed,,,1417,0.775
Failed,,,61,0.302
Failed,,,4023,0.61
Failed,,,4269,0.153
Failed,,,400,0.962
Failed,,,1875,0.489
Failed,,,2834,0.673
Failed,,,3634,0.347
Failed,,,2284,0.538
Failed,,,1240,0.011
Failed,,,4719,0.827
Failed,,,4810,0.325
Failed,,,1110,0.509
Failed,,,1977,0.936
Failed,,,2733,0.284
Failed,,,2252,0.037
Failed,,,1726,0.99
Failed,,,387,0.463
Failed,,,4321,0.656
Failed,,,3953,0.113
Failed,,,92,0.803
Failed,,,1546,0.276
Failed,,,2535,0.593
Failed,,,3338,0.387
Failed,,,1958,0.696
Failed,,,931,0.224
Failed,,,4401,0.906
Failed,,,4598,0.218
Failed,,,734,0.9
Failed,,,2151,0.429
Failed,,,3144,0.736
Failed,,,4060,0.84
Failed,,,1349,0.598
Failed,,,286,0.073
Failed,,,3759,0.762
Failed,,,4200,0.471
Failed,,,507,0.66
Failed,,,1611,0.135
Failed,,,3059,0.949
Failed,,,3585,0.031
Failed,,,2372,0.838
Failed,,,997,0.367
Failed,,,4924,0.549
Failed,,,4995,0.453
Failed,,,964,0.646
Failed,,,1086,0.28
Failed,,,1909,0.476
Failed,,,4510,0.409
Failed,,,783,0.725
Failed,,,1946,0.198
Failed,,,3389,0.89
Failed,,,1826,0.054
Failed,,,3225,0.643
Failed,,,4663,0.372
Failed,,,446,0.961
Failed,,,4003,0.456
Failed,,,1209,0.469
Failed,,,2642,0.559
Failed,,,2485,0.151
Failed,,,3862,0.817
Failed,,,2776,0.167
Failed,,,2119,0.29
Failed,,,2893,0.887
Failed,,,4369,0.097
Failed,,,779,0.693
Failed,,,251,0.249
Failed,,,4780,0.589
Failed,,,3732,0.427
Failed,,,1397,0.765
Failed,,,1527,0.383
Failed,,,3561,0.784
Failed,,,4198,0.739
Failed,,,4959,0.201
Failed,,,617,0.328
Failed,,,109,0.603
Failed,,,1026,0.866
Failed,,,2625,0.091
Failed,,,3072,0.277
Failed,,,4529,0.979
