index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_samples,const,max_depth,threshold
0,0.3423906250000001,0.9220580463970448,25.0,2452.0,1.9519142781629808,1.0,0.8892281346330018
1,0.3872141729797977,0.9213948385932388,40.0,2567.0,0.4894796004052928,1.0,0.4637957949137012
2,0.5613387158646351,0.9183928837582278,104.0,391.0,1.4090456802834384,1.0,0.8319355425003281
3,0.5616042992667993,0.9170203388742538,104.0,391.0,1.7847909836139433,1.0,0.8319355425003281
4,0.595166960193172,0.9040011057942816,158.0,391.0,1.6269768680990184,1.0,0.8457975879974755
5,0.6026912603216172,0.8986698308588482,158.0,391.0,1.991499202377151,1.0,0.8457975879974755
6,0.664781843734969,0.8604449976991743,66.0,156.0,1.4219808191488028,1.0,0.8396772765459767
7,0.8048090206065558,0.7815616360097447,2371.0,243.0,2.4904484679866714,1.0,0.7931823463849758
8,0.8110236583429783,0.7590498265457637,2149.0,174.0,2.445300430555443,1.0,0.824990920103855
9,0.8178222759294336,0.7414868325929509,2381.0,175.0,2.070639906247381,1.0,0.8365765518238881
10,0.8191555328332617,0.7398383655615793,2023.0,129.0,2.0939582240012755,1.0,0.8368597756681901
11,0.8236622192784439,0.7300277975423933,2042.0,123.0,2.3975711195752503,1.0,0.8350369968035206
12,0.8320133628525227,0.6991518992250735,2145.0,102.0,2.325104341875158,1.0,0.6117397405526328
13,0.8388008160827664,0.6851714972579764,2312.0,102.0,2.473407058778655,1.0,0.6620473337066273
14,0.8416526260189967,0.6681670648296828,2542.0,102.0,2.6193722274807967,1.0,0.6253534859863655
15,0.8456222603143753,0.6673192039665403,2473.0,102.0,2.729351939592469,1.0,0.7083857510576059
16,0.8473281219398326,0.656994127432871,2793.0,105.0,2.473407058778655,1.0,0.6117397405526328
17,0.8484867003651242,0.6388221958923277,3442.0,102.0,2.4621506406432503,1.0,0.8864055685784884
18,0.849301502403364,0.637095661776303,3208.0,103.0,2.4017811467184287,1.0,0.8317035814483452
19,0.8522106521222792,0.624714676289913,3559.0,102.0,2.325104341875158,1.0,0.8179200642418181
