index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_samples,const,max_depth,threshold
0,0.3066345726436569,0.9686869829237617,542.0,4956.0,0.8690358399078251,1.0,0.6764433769471944
1,0.349384282330503,0.9511163653884944,1904.0,3413.0,0.3774090115303291,1.0,0.4809276203533144
2,0.3905389788667401,0.924877897104173,4878.0,2910.0,0.1284726924998686,1.0,0.0126585281938314
3,0.3921778985172878,0.9156352798829774,4330.0,2524.0,0.1494095240524038,1.0,0.8881533551681787
4,0.4128495851021279,0.9034013069441676,4743.0,1992.0,0.5128289564624429,1.0,0.4775390803068876
5,0.4138191964285708,0.9025696539352894,4471.0,2070.0,0.3675083112140288,1.0,0.483956580334336
6,0.4354568183216434,0.8917880366710896,4714.0,1728.0,0.4567547918366618,1.0,0.9864012454312254
7,0.4468493928417617,0.8808397758798435,4714.0,1677.0,4.347397206052115,1.0,0.9864012454312254
8,0.4515089055001843,0.8692072011816079,4878.0,1371.0,5.453943803799339,1.0,0.9815532331410796
9,0.4522119785898855,0.8612698902859556,4848.0,1425.0,8.194618845490865,1.0,0.9864012454312254
10,0.466002064185694,0.8609658785687011,1655.0,522.0,1.693203025251627,1.0,0.8404807568136603
11,0.4915500869082033,0.8549491879527009,1780.0,390.0,0.6328284767222415,1.0,0.8414131613557063
12,0.4973029144848028,0.8362295723040162,1780.0,364.0,0.3009113912881007,1.0,0.6580895054979472
13,0.503859226640629,0.834276196162467,2435.0,388.0,1.2444938023090608,1.0,0.8275731637273404
14,0.5139199474858148,0.8325189724833394,2731.0,411.0,1.6426459083408118,1.0,0.7607410240881145
15,0.5259447583539889,0.8234517368941944,1729.0,273.0,5.263636691227662,1.0,0.7029798120619191
16,0.6573075465812939,0.7177885577115122,3062.0,129.0,5.682449620036409,1.0,0.7140542964451015
17,0.6583488331306102,0.7142085583787573,3295.0,118.0,6.076676157485538,1.0,0.7969467639832131
18,0.6890257667343422,0.6923697959447045,4990.0,130.0,8.392742849420943,1.0,0.7769131583376747
19,0.7034639069613633,0.6699628342186636,4905.0,119.0,8.31078304922512,1.0,0.6456856018708926
