index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_samples,const,max_depth,threshold
0,0.3840226409303443,0.937626915364815,20.0,4822.0,0.0229881430314853,1.0,0.7025133607331664
1,0.3858927959691041,0.9355008692810846,61.0,4439.0,0.4174158190425072,1.0,0.5427554214710996
2,0.3883891833968141,0.9336893756866796,240.0,4617.0,2.282747176088393,1.0,0.2220356614440679
3,0.4116708673808964,0.930280864682411,260.0,4439.0,2.0557225824507293,1.0,0.7913144039570273
4,0.4265592214364015,0.9274121762630227,156.0,3970.0,0.015674999063374,1.0,0.5746318798814711
5,0.4403332817725983,0.9260653821236172,238.0,3555.0,0.4039842704217881,1.0,0.5675378097258508
6,0.4559722881150929,0.9127985643399192,383.0,3229.0,0.2183143380479887,1.0,0.5344446975179017
7,0.458665351605758,0.9114161334230396,555.0,3402.0,0.4174158190425072,1.0,0.5427554214710996
8,0.4648572073517565,0.9037040256262178,1101.0,3850.0,0.525268754347928,1.0,0.5782132247459888
9,0.4851766107223956,0.8814524065532542,1780.0,2872.0,0.4174158190425072,1.0,0.5427554214710996
10,0.4915526206136675,0.8754005605043484,1205.0,2840.0,8.795691062342376,1.0,0.4473763163853437
11,0.4949092784503392,0.8659097075045836,4724.0,3489.0,0.4174158190425072,1.0,0.8029320554207325
12,0.5015491455949304,0.8638117758759873,4776.0,3337.0,1.2398801415953784,1.0,0.0923578851800411
13,0.5179581515598957,0.8289393961482941,2698.0,1698.0,8.744732930707563,1.0,0.8867152868581581
14,0.6208615021877437,0.8066599922813946,60.0,131.0,3.1981478035833235,1.0,0.8990773559519196
15,0.6368527448435011,0.8012311360063316,92.0,110.0,4.632434645261154,1.0,0.8399900455489113
16,0.6620423022515596,0.7915227878172364,127.0,97.0,3.380578305642121,1.0,0.8545417251493782
17,0.679121641591763,0.7583005972351419,172.0,99.0,5.837959600004703,1.0,0.8550376685166979
18,0.709622868514543,0.7143346313914731,437.0,101.0,4.593634695086344,1.0,0.8210473824303983
19,0.7152714802629242,0.7078091805850042,2071.0,143.0,3.108486866201918,1.0,0.8620264962392029
