index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_samples,const,max_depth,threshold
0,0.3313332088884409,0.9883589288801642,346.0,4797.0,0.3767947080908343,1.0,0.4179148578643799
1,0.3357766137286479,0.9842135437760104,658.0,4545.0,0.2919725754829124,2.0,0.6554608775954693
2,0.3367292582525134,0.98375470727437,632.0,3545.0,0.3633618933289534,1.0,0.9885592343043984
3,0.3402369498906556,0.9809961531608472,786.0,3150.0,0.4255386188421398,1.0,0.4385756674166768
4,0.3422192841342544,0.9779539369447208,3108.0,4053.0,0.3252850272429126,2.0,0.7994328241559822
5,0.3726185215247707,0.9552511769697232,3196.0,1492.0,0.3235284212371334,1.0,0.2195303737726062
6,0.3727711416490477,0.954203585416421,1219.0,1706.0,0.0594897390417754,2.0,0.5695126797109842
7,0.3805523652569429,0.9506728846476996,4938.0,1722.0,1.75987645832949,1.0,0.9885592343043984
8,0.4233085446799097,0.9129280650900312,4659.0,862.0,0.3712428447266497,1.0,0.9144337226776184
9,0.4689930020722167,0.82972855906325,3237.0,378.0,6.867846929889224,1.0,0.9239029873455517
10,0.4775938221101216,0.8187330468772814,3204.0,468.0,7.528648652014323,1.0,0.6219164261519909
11,0.4828081031801958,0.806616409538692,3104.0,313.0,6.767987766655163,1.0,0.988003386694938
12,0.501686399047227,0.7825443709345923,4976.0,335.0,9.096268934741808,1.0,0.9731767767963078
13,0.517842699734051,0.7525101949442375,4938.0,156.0,1.75987645832949,1.0,0.9894589020753116
14,0.5220126774737962,0.7460329539846885,4938.0,156.0,1.4194368518166816,1.0,0.9894589020753116
15,0.5294941589552777,0.7432825199639727,4975.0,156.0,1.4194368518166816,1.0,0.9894589020753116
16,0.5556652617677322,0.7186318332786295,4926.0,148.0,9.50699571028004,1.0,0.93188021645778
17,0.6667603034078318,0.6276530899844912,5000.0,74.0,8.747040430748708,1.0,0.937557099268314
18,0.7083919229322565,0.4949882211438422,4996.0,16.0,8.849002421946466,1.0,0.9326036946287268
19,0.713400090851762,0.4652292205965986,4756.0,18.0,8.44823695683449,1.0,0.985459428612436
