Status,ACCURACY,RUNTIME,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets
Completed,0.69,11,2088,3,2939,str('H'),2,str('tstat'),0.714,37
Completed,0.68,26,2790,5,551,str('KL'),1,str('stdev'),0.071,61
Completed,0.66,13,4703,1,4295,str('H'),2,str('stdev'),0.77,89
Completed,0.68,12,405,7,1595,str('KL'),3,str('tstat'),0.384,14
Completed,0.68,14,633,0,1039,str('KL'),3,str('tstat'),0.984,80
Completed,0.68,10,3836,6,3738,str('H'),1,str('stdev'),0.357,5
Completed,0.68,14,3633,2,2358,str('KL'),1,str('stdev'),0.561,46
Completed,0.68,17,2037,0,4329,str('KL'),2,str('tstat'),0.999,37
Completed,0.68,17,518,0,2273,str('KL'),3,str('tstat'),0.001,31
Completed,0.68,32,5000,0,2805,str('KL'),2,str('stdev'),0.999,100
Completed,0.68,21,5000,0,3388,str('H'),2,str('tstat'),0.999,1
Completed,0.68,18,1879,0,3695,str('KL'),2,str('tstat'),0.001,35
Completed,0.68,25,1737,0,1039,str('H'),1,str('stdev'),0.501,1
Completed,0.68,31,1796,0,1806,str('KL'),1,str('tstat'),0.999,100
Completed,0.68,45,1,0,2089,str('H'),2,str('stdev'),0.999,100
Completed,0.68,19,5000,0,5000,str('KL'),1,str('tstat'),0.999,1
Completed,0.7,14,1829,3,77,str('H'),3,str('stdev'),0.001,16
Completed,0.69,9,3300,3,3473,str('H'),3,str('stdev'),0.001,11
Completed,0.68,12,3937,0,1831,str('KL'),3,str('tstat'),0.193,77
Completed,0.68,19,889,6,4219,str('H'),1,str('stdev'),0.587,2
Completed,0.66,13,496,1,3506,str('H'),1,str('stdev'),0.033,92
Completed,0.68,13,4949,7,1118,str('KL'),2,str('tstat'),0.684,17
Completed,0.69,9,2563,3,4979,str('H'),3,str('tstat'),0.483,34
Completed,0.68,13,2017,5,2279,str('KL'),2,str('stdev'),0.861,59
Completed,0.68,13,2372,0,4536,str('KL'),3,str('stdev'),0.105,97
Completed,0.68,14,3075,6,1924,str('H'),2,str('tstat'),0.741,22
Completed,0.68,14,4435,2,3237,str('KL'),1,str('tstat'),0.412,29
Completed,0.68,11,138,4,936,str('H'),3,str('stdev'),0.806,54
Completed,0.69,9,1013,3,1474,str('H'),2,str('stdev'),0.313,38
Completed,0.68,17,4216,5,3773,str('KL'),1,str('tstat'),0.964,64
Completed,0.68,61,3315,1,137,str('H'),1,str('tstat'),0.14,88
Completed,0.68,12,2277,6,213,str('H'),1,str('tstat'),0.44,25
Completed,0.69,9,5000,3,3763,str('KL'),3,str('tstat'),0.999,100
Completed,0.69,11,224,3,5000,str('KL'),3,str('stdev'),0.001,13
Completed,0.69,11,1,3,518,str('KL'),1,str('stdev'),0.999,25
Completed,0.69,11,5000,3,519,str('KL'),1,str('tstat'),0.001,26
Completed,0.68,20,1927,5,2388,str('H'),1,str('stdev'),0.001,1
