Status,ACCURACY,RUNTIME,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets
Completed,0.17,8,3916,81,3558,str('KL'),3,str('stdev'),0.73,65
Completed,0.29,11,1942,8,2111,str('H'),1,str('tstat'),0.669,66
Completed,0.17,9,2483,0,1053,str('KL'),3,str('tstat'),0.618,1
Completed,0.29,6,756,8,892,str('KL'),3,str('stdev'),0.79,14
Completed,0.29,6,1250,8,1445,str('KL'),1,str('stdev'),0.777,25
Completed,0.17,9,3644,0,745,str('H'),2,str('stdev'),0.627,20
Completed,0.17,19,3456,0,854,str('KL'),1,str('stdev'),0.652,72
Completed,0.17,10,3977,0,572,str('H'),3,str('tstat'),0.665,48
Completed,0.17,9,815,0,1598,str('KL'),2,str('tstat'),0.6,40
Completed,0.29,9,3577,8,190,str('H'),1,str('tstat'),0.671,1
Completed,0.29,17,2569,8,740,str('H'),1,str('stdev'),0.716,71
Completed,0.29,6,831,8,864,str('H'),3,str('tstat'),0.673,100
Completed,0.29,6,2850,8,1004,str('H'),1,str('stdev'),0.686,27
Completed,0.29,6,1548,8,1041,str('H'),3,str('tstat'),0.68,1
Completed,0.17,8,928,7,2241,str('KL'),3,str('stdev'),0.818,57
Completed,0.29,9,4827,8,1329,str('H'),1,str('tstat'),0.702,22
Completed,0.29,5,4127,8,792,str('H'),3,str('tstat'),0.662,75
Completed,0.17,13,2220,74,2980,str('H'),1,str('stdev'),0.014,70
Completed,0.17,20,1235,60,990,str('KL'),1,str('stdev'),0.702,90
Completed,0.17,9,4205,102,4350,str('H'),2,str('tstat'),0.373,30
Completed,0.17,9,4650,26,3857,str('KL'),3,str('stdev'),0.389,17
Completed,0.17,11,127,64,810,str('H'),2,str('tstat'),0.562,51
Completed,0.17,19,1424,54,2565,str('KL'),1,str('tstat'),0.248,83
Completed,0.17,9,3137,108,2175,str('H'),3,str('stdev'),0.827,49
Completed,0.17,8,3534,4,2902,str('H'),1,str('stdev'),0.491,21
Completed,0.17,8,1810,94,2355,str('KL'),2,str('tstat'),0.566,61
Completed,0.17,7,353,40,4116,str('H'),3,str('tstat'),0.132,81
Completed,0.17,9,4892,114,1225,str('KL'),2,str('stdev'),0.8,40
Completed,0.17,17,4298,57,1523,str('KL'),2,str('stdev'),0.081,92
Completed,0.17,7,1026,99,3163,str('H'),3,str('tstat'),0.969,27
Completed,0.17,8,442,1,410,str('H'),3,str('tstat'),0.702,9
Completed,0.17,9,551,0,434,str('H'),2,str('tstat'),0.205,18
Completed,0.17,8,4380,0,2839,str('H'),3,str('stdev'),0.472,5
Completed,0.17,9,1143,76,1156,str('H'),3,str('stdev'),0.351,6
Completed,0.17,13,1009,127,885,str('KL'),1,str('stdev'),0.996,1
Completed,0.17,10,113,127,1264,str('H'),1,str('stdev'),0.362,6
Completed,0.17,8,1427,36,2518,str('H'),3,str('stdev'),0.361,8
Completed,0.17,7,4837,120,1740,str('H'),3,str('tstat'),0.352,2
Completed,0.17,8,882,0,5000,str('H'),1,str('stdev'),0.999,48
Completed,0.17,10,3291,61,186,str('H'),1,str('stdev'),0.999,37
Completed,0.17,20,1,127,1,str('KL'),3,str('tstat'),0.999,1
Completed,0.17,12,2464,0,236,str('H'),1,str('stdev'),0.668,41
Completed,0.17,15,2615,65,20,str('KL'),1,str('tstat'),0.999,1
Completed,0.17,8,977,0,495,str('H'),3,str('tstat'),0.999,90
Completed,0.17,7,3867,127,3398,str('H'),1,str('stdev'),0.374,11
Completed,0.17,7,1793,86,2767,str('H'),3,str('tstat'),0.341,9
Completed,0.17,7,108,67,3343,str('H'),1,str('stdev'),0.477,10
Completed,0.17,10,888,121,1434,str('KL'),1,str('tstat'),0.999,6
Completed,0.17,22,415,59,2401,str('H'),1,str('tstat'),0.999,91
Completed,0.17,7,951,103,137,str('KL'),3,str('stdev'),0.999,1
Completed,0.17,9,4538,107,4085,str('H'),3,str('tstat'),0.552,89
Completed,0.17,11,3370,70,2125,str('H'),1,str('tstat'),0.358,5
Completed,0.17,7,4014,55,4689,str('H'),3,str('stdev'),0.841,33
Completed,0.17,19,1,50,1,str('KL'),3,str('tstat'),0.999,1
Completed,0.17,8,3007,127,471,str('H'),3,str('stdev'),0.666,84
Completed,0.29,6,153,8,179,str('KL'),1,str('tstat'),0.373,19
Completed,0.13,7,2716,9,709,str('KL'),3,str('stdev'),0.378,27
Completed,0.29,7,2007,8,2485,str('KL'),3,str('tstat'),0.375,33
Completed,0.12,7,2155,9,1122,str('KL'),3,str('stdev'),0.374,63
Completed,0.29,6,2423,8,576,str('H'),3,str('stdev'),0.375,52
Completed,0.1,6,3056,9,2988,str('H'),3,str('stdev'),0.377,85
Completed,0.29,5,1259,8,1143,str('H'),3,str('stdev'),0.373,65
Completed,0.12,8,4537,9,1960,str('H'),3,str('stdev'),0.373,48
Completed,0.29,5,2767,8,1440,str('H'),3,str('stdev'),0.377,97
Completed,0.12,11,2829,9,2039,str('KL'),1,str('tstat'),0.374,65
Completed,0.14,7,2151,9,997,str('KL'),3,str('stdev'),0.375,2
Completed,0.29,9,2040,8,1805,str('H'),1,str('stdev'),0.372,75
Completed,0.12,7,4945,9,2121,str('KL'),1,str('stdev'),0.377,29
Completed,0.29,5,2304,8,2108,str('KL'),3,str('stdev'),0.383,77
Completed,0.14,29,317,9,1442,str('KL'),1,str('stdev'),0.374,99
Completed,0.29,5,2983,8,929,str('KL'),3,str('stdev'),0.368,67
Completed,0.14,8,10,9,982,str('KL'),3,str('stdev'),0.38,52
Completed,0.17,9,876,10,152,str('KL'),3,str('tstat'),0.386,37
Completed,0.1,6,1855,9,2801,str('H'),3,str('stdev'),0.381,62
Completed,0.12,7,4294,9,1903,str('H'),1,str('tstat'),0.368,40
Completed,0.1,8,3404,9,3861,str('KL'),3,str('tstat'),0.36,29
Completed,0.29,7,508,8,2556,str('KL'),1,str('stdev'),0.374,52
Completed,0.12,7,1416,9,1912,str('KL'),3,str('tstat'),0.379,71
Completed,0.29,6,4808,8,1833,str('KL'),3,str('tstat'),0.382,24
Completed,0.29,6,4844,8,1497,str('KL'),3,str('stdev'),0.366,53
Completed,0.17,9,2433,7,910,str('KL'),3,str('stdev'),0.361,39
Completed,0.29,5,1565,8,2068,str('H'),3,str('tstat'),0.375,18
Completed,0.29,5,1696,8,1515,str('H'),3,str('stdev'),0.373,83
Completed,0.29,8,475,8,2237,str('H'),1,str('stdev'),0.38,52
Completed,0.29,8,1254,8,1235,str('KL'),1,str('stdev'),0.372,1
Completed,0.17,35,1980,5,1959,str('H'),1,str('tstat'),0.381,100
Completed,0.29,6,960,8,2088,str('H'),2,str('stdev'),0.379,7
Completed,0.29,8,1552,8,1243,str('H'),2,str('stdev'),0.367,61
Completed,0.17,8,1378,127,4913,str('KL'),2,str('stdev'),0.244,67
Completed,0.17,8,924,6,1217,str('KL'),3,str('stdev'),0.37,100
Completed,0.29,7,2099,8,1641,str('H'),2,str('stdev'),0.358,60
Completed,0.29,5,3464,8,946,str('KL'),3,str('stdev'),0.365,97
Completed,0.29,6,1194,8,1731,str('H'),2,str('stdev'),0.345,58
Completed,0.17,8,1468,10,1832,str('H'),2,str('tstat'),0.345,57
Completed,0.29,5,1966,8,2257,str('KL'),3,str('stdev'),0.381,100
Completed,0.29,5,4487,8,1683,str('KL'),3,str('tstat'),0.378,100
Completed,0.11,13,2392,9,467,str('H'),2,str('stdev'),0.305,65
Completed,0.17,8,3423,127,4576,str('KL'),2,str('stdev'),0.234,73
Completed,0.17,9,1106,10,1933,str('H'),2,str('tstat'),0.387,3
Completed,0.17,8,1604,127,4726,str('KL'),2,str('stdev'),0.252,67
Completed,0.12,8,2229,9,2273,str('KL'),2,str('stdev'),0.41,1
Completed,0.29,4,2519,8,2383,str('KL'),3,str('stdev'),0.381,100
Completed,0.17,8,1943,5,1538,str('H'),2,str('stdev'),0.33,50
Completed,0.17,7,1006,10,2111,str('H'),2,str('tstat'),0.364,7
Completed,0.12,9,1787,9,2590,str('KL'),2,str('tstat'),0.433,1
Completed,0.12,8,943,9,1841,str('H'),2,str('stdev'),0.258,44
Completed,0.17,9,2975,127,3696,str('KL'),2,str('stdev'),0.314,76
Completed,0.12,8,442,9,2152,str('H'),2,str('stdev'),0.289,41
Completed,0.17,11,3108,126,4356,str('KL'),2,str('stdev'),0.379,91
Completed,0.17,10,939,127,4793,str('KL'),2,str('stdev'),0.271,84
Completed,0.17,8,125,3,111,str('KL'),3,str('tstat'),0.412,100
Completed,0.13,8,1757,9,1801,str('H'),2,str('tstat'),0.386,1
Completed,0.17,8,4029,127,4310,str('KL'),2,str('stdev'),0.212,73
Completed,0.17,9,257,14,2259,str('H'),2,str('stdev'),0.346,64
Completed,0.12,10,558,9,2046,str('H'),2,str('stdev'),0.394,53
Completed,0.17,8,3284,0,5000,str('H'),2,str('stdev'),0.447,22
Completed,0.17,10,4954,83,920,str('KL'),2,str('stdev'),0.529,1
Completed,0.17,8,290,0,4778,str('H'),2,str('stdev'),0.439,22
Completed,0.17,15,1111,12,4,str('KL'),2,str('tstat'),0.999,1
Completed,0.17,7,505,29,4581,str('KL'),2,str('stdev'),0.999,17
Completed,0.17,8,4380,0,4793,str('H'),2,str('stdev'),0.442,17
Completed,0.17,9,3577,36,1401,str('KL'),2,str('stdev'),0.999,2
Completed,0.17,9,4681,56,1359,str('KL'),2,str('stdev'),0.869,1
Completed,0.17,9,88,69,1175,str('KL'),2,str('stdev'),0.999,1
Completed,0.17,7,2939,46,3203,str('KL'),3,str('tstat'),0.999,100
Completed,0.17,9,2021,103,3593,str('KL'),2,str('stdev'),0.059,1
Completed,0.17,9,4986,0,4870,str('H'),2,str('stdev'),0.408,21
Completed,0.17,8,4165,45,672,str('KL'),2,str('stdev'),0.999,5
Completed,0.17,8,1897,0,4422,str('H'),2,str('stdev'),0.465,20
Completed,0.29,5,4576,8,2055,str('KL'),3,str('tstat'),0.38,88
Completed,0.17,9,372,46,2974,str('KL'),3,str('tstat'),0.998,100
Completed,0.17,10,4192,43,290,str('KL'),2,str('stdev'),0.969,1
Completed,0.17,9,4742,127,3193,str('KL'),2,str('stdev'),0.001,1
Completed,0.17,9,558,74,3538,str('KL'),2,str('stdev'),0.001,1
Completed,0.29,5,4639,8,654,str('KL'),3,str('stdev'),0.376,79
Completed,0.17,10,821,77,3046,str('KL'),2,str('stdev'),0.02,1
Completed,0.17,8,4469,7,2144,str('KL'),3,str('tstat'),0.371,78
Completed,0.17,9,3013,7,1249,str('KL'),3,str('stdev'),0.372,89
Completed,0.17,7,1189,46,3766,str('KL'),3,str('tstat'),0.999,94
Completed,0.17,9,28,2,3873,str('H'),2,str('stdev'),0.43,33
Completed,0.17,8,1866,42,4878,str('KL'),3,str('tstat'),0.999,87
Completed,0.17,7,2779,64,4387,str('KL'),3,str('tstat'),0.999,91
Completed,0.17,8,3322,7,845,str('KL'),3,str('stdev'),0.37,87
Completed,0.17,8,4120,0,5000,str('H'),2,str('stdev'),0.378,26
Completed,0.17,9,3666,34,1958,str('KL'),2,str('stdev'),0.999,1
Completed,0.17,8,4525,43,1352,str('KL'),3,str('stdev'),0.476,92
Completed,0.17,8,2185,0,1192,str('H'),3,str('stdev'),0.999,56
Completed,0.17,8,2176,0,1186,str('H'),3,str('stdev'),0.001,63
Completed,0.17,9,4938,37,1307,str('KL'),3,str('tstat'),0.51,91
Completed,0.17,8,5000,54,1238,str('KL'),3,str('stdev'),0.405,95
Completed,0.17,8,2043,68,2581,str('KL'),3,str('stdev'),0.331,91
Completed,0.17,8,4429,59,1351,str('KL'),3,str('stdev'),0.001,94
Completed,0.17,8,4710,72,1332,str('KL'),3,str('stdev'),0.767,28
Completed,0.17,10,2204,0,1072,str('H'),3,str('stdev'),0.001,100
Completed,0.17,8,3890,85,2016,str('KL'),3,str('stdev'),0.276,94
Completed,0.17,8,4805,0,1470,str('KL'),3,str('stdev'),0.813,66
Completed,0.17,14,1005,0,1596,str('H'),1,str('stdev'),0.001,64
Completed,0.26,5,5000,25,1064,str('KL'),3,str('stdev'),0.587,100
Completed,0.17,9,1985,0,1231,str('H'),3,str('stdev'),0.999,31
Completed,0.17,9,876,0,1581,str('H'),1,str('stdev'),0.001,21
Completed,0.17,8,5000,60,1337,str('KL'),3,str('tstat'),0.999,37
Completed,0.17,7,4886,76,1636,str('KL'),3,str('stdev'),0.999,36
Completed,0.17,8,2350,0,1251,str('H'),3,str('tstat'),0.001,92
Completed,0.17,9,1534,39,2682,str('KL'),3,str('stdev'),0.001,100
Completed,0.17,9,4906,0,1055,str('KL'),3,str('tstat'),0.816,67
Completed,0.17,8,4476,0,1293,str('KL'),3,str('stdev'),0.999,67
Completed,0.17,8,4843,112,1184,str('KL'),3,str('tstat'),0.296,97
Completed,0.17,8,5000,21,1203,str('KL'),3,str('stdev'),0.001,66
Completed,0.17,8,1971,0,2893,str('KL'),3,str('stdev'),0.708,20
Completed,0.17,7,2347,110,2289,str('KL'),3,str('stdev'),0.246,94
Completed,0.17,9,4360,89,1289,str('KL'),3,str('stdev'),0.202,1
Completed,0.17,7,4629,79,912,str('KL'),3,str('stdev'),0.449,87
Completed,0.17,9,4348,59,1251,str('KL'),3,str('tstat'),0.297,86
Completed,0.17,9,2463,87,2567,str('KL'),3,str('stdev'),0.999,25
Completed,0.17,9,2335,31,1021,str('H'),3,str('stdev'),0.999,61
Completed,0.17,9,4744,127,3661,str('KL'),2,str('tstat'),0.999,36
Completed,0.17,9,4675,116,4222,str('KL'),2,str('stdev'),0.999,42
Completed,0.17,9,3643,127,3599,str('KL'),2,str('tstat'),0.999,31
Completed,0.17,7,2420,127,3580,str('KL'),2,str('stdev'),0.999,39
Completed,0.17,7,2378,127,2977,str('KL'),2,str('stdev'),0.99,31
Completed,0.12,8,3258,9,2121,str('KL'),3,str('stdev'),0.375,13
Completed,0.17,8,3668,117,2829,str('KL'),2,str('tstat'),0.999,22
Completed,0.17,9,5000,127,3220,str('KL'),2,str('tstat'),0.999,30
Completed,0.17,7,3118,127,2029,str('KL'),2,str('tstat'),0.999,32
Completed,0.17,7,916,127,4592,str('KL'),2,str('stdev'),0.999,39
Completed,0.17,8,3760,127,3455,str('KL'),2,str('tstat'),0.984,37
Completed,0.17,9,1853,127,3226,str('KL'),2,str('tstat'),0.975,35
Completed,0.17,8,1276,127,4048,str('KL'),1,str('tstat'),0.965,66
Completed,0.17,8,4426,120,2566,str('KL'),2,str('tstat'),0.999,19
Completed,0.17,7,1799,126,4236,str('KL'),2,str('stdev'),0.999,44
Completed,0.22,8,3072,124,3953,str('KL'),2,str('stdev'),0.999,65
Completed,0.17,9,3600,126,3435,str('KL'),2,str('stdev'),0.999,50
Completed,0.17,9,3779,127,1359,str('KL'),2,str('tstat'),0.954,24
Completed,0.17,9,2460,127,3234,str('KL'),2,str('tstat'),0.946,35
Completed,0.17,9,4985,127,3867,str('KL'),2,str('tstat'),0.964,29
Completed,0.29,5,2338,8,1344,str('H'),3,str('stdev'),0.371,12
Completed,0.17,7,4113,127,4247,str('KL'),2,str('tstat'),0.969,44
Completed,0.22,6,2533,124,4004,str('KL'),2,str('tstat'),0.999,9
Completed,0.17,9,3157,125,4171,str('KL'),2,str('stdev'),0.979,44
Completed,0.21,8,3874,123,2680,str('KL'),2,str('tstat'),0.996,51
Completed,0.22,6,4260,124,3138,str('KL'),2,str('stdev'),0.999,46
Completed,0.17,7,854,121,4162,str('KL'),2,str('stdev'),0.999,40
Completed,0.17,12,4607,122,3144,str('KL'),2,str('tstat'),0.979,55
Completed,0.17,10,3575,35,4684,str('KL'),2,str('stdev'),0.999,65
Completed,0.17,7,1341,7,1513,str('H'),3,str('stdev'),0.368,34
Completed,0.17,9,1451,77,2420,str('H'),1,str('stdev'),0.372,30
Completed,0.17,8,2286,110,1273,str('H'),3,str('stdev'),0.378,74
Completed,0.17,10,1637,106,1572,str('H'),2,str('stdev'),0.366,53
Completed,0.17,11,903,45,1839,str('H'),1,str('stdev'),0.368,30
Completed,0.17,13,1681,49,2191,str('H'),1,str('stdev'),0.37,65
Completed,0.17,8,1640,116,1427,str('H'),1,str('stdev'),0.366,43
