PC,pc_rank_by_variance,explained_variance_ratio,cumulative_explained_variance,top_loading_rank,meta_feature,loading,abs_loading
PC1,1,0.29792340586993066,0.29792340586993066,1,feat_entropy_binned_mean,0.2845436172808608,0.2845436172808608
PC1,1,0.29792340586993066,0.29792340586993066,2,earlyshift_batch__hellinger_mean,0.25343876685741423,0.25343876685741423
PC1,1,0.29792340586993066,0.29792340586993066,3,feat_std_q3,0.2430419473693345,0.2430419473693345
PC1,1,0.29792340586993066,0.29792340586993066,4,feat_max_median,0.23757300494920297,0.23757300494920297
PC1,1,0.29792340586993066,0.29792340586993066,5,earlyshift_batch__ks_q3,0.2330234983486312,0.2330234983486312
PC1,1,0.29792340586993066,0.29792340586993066,6,feat_zero_frac_mean,-0.23157446727741618,0.23157446727741618
PC1,1,0.29792340586993066,0.29792340586993066,7,feat_skew_median,-0.2312652243232371,0.2312652243232371
PC1,1,0.29792340586993066,0.29792340586993066,8,earlyshift_batch__ks_median,0.2123176163776387,0.2123176163776387
PC1,1,0.29792340586993066,0.29792340586993066,9,feat_std_min,0.2028398726903537,0.2028398726903537
PC1,1,0.29792340586993066,0.29792340586993066,10,feat_min_mean,0.19791508974276315,0.19791508974276315
PC2,2,0.20244173560596537,0.5003651414758961,1,n_classes,0.31295366728779345,0.31295366728779345
PC2,2,0.20244173560596537,0.5003651414758961,2,landmark__dt_depth5_acc,-0.29346546278642344,0.29346546278642344
PC2,2,0.20244173560596537,0.5003651414758961,3,feat_kurt_q1,0.2802333308963342,0.2802333308963342
PC2,2,0.20244173560596537,0.5003651414758961,4,mi_feat_to_label_q1,0.2527652214569858,0.2527652214569858
PC2,2,0.20244173560596537,0.5003651414758961,5,feat_skew_min,0.24892101619853313,0.24892101619853313
PC2,2,0.20244173560596537,0.5003651414758961,6,landmark__1nn_acc,0.24864563460316905,0.24864563460316905
PC2,2,0.20244173560596537,0.5003651414758961,7,feat_skew_q1,0.24498601971220793,0.24498601971220793
PC2,2,0.20244173560596537,0.5003651414758961,8,tree__n_nodes,-0.23995489336212475,0.23995489336212475
PC2,2,0.20244173560596537,0.5003651414758961,9,mi_feat_to_label_min,0.23390838138780243,0.23390838138780243
PC2,2,0.20244173560596537,0.5003651414758961,10,landmark__gnb_acc,0.22314215910395524,0.22314215910395524
PC3,3,0.1670588171686182,0.6674239586445143,1,max_abs_corr,-0.3474187328141126,0.3474187328141126
PC3,3,0.1670588171686182,0.6674239586445143,2,n_features,-0.29555151407303587,0.29555151407303587
PC3,3,0.1670588171686182,0.6674239586445143,3,earlyshift_batch__ks_std,0.2788868030010372,0.2788868030010372
PC3,3,0.1670588171686182,0.6674239586445143,4,feat_min_max,-0.25851997771445007,0.25851997771445007
PC3,3,0.1670588171686182,0.6674239586445143,5,feat_entropy_binned_std,0.24738280642287222,0.24738280642287222
PC3,3,0.1670588171686182,0.6674239586445143,6,x_pca_k_for_95pct,-0.24504978689152077,0.24504978689152077
PC3,3,0.1670588171686182,0.6674239586445143,7,earlyshift_batch__kl_q1,-0.24484896166102643,0.24484896166102643
PC3,3,0.1670588171686182,0.6674239586445143,8,feat_min_mean,-0.24225171316956182,0.24225171316956182
PC3,3,0.1670588171686182,0.6674239586445143,9,feat_mean_mean,-0.24190918329694158,0.24190918329694158
PC3,3,0.1670588171686182,0.6674239586445143,10,earlyshift_batch__ks_median,-0.2290920338991838,0.2290920338991838
PC4,4,0.13765666746206756,0.8050806261065819,1,feat_entropy_binned_max,-0.32241740040399264,0.32241740040399264
PC4,4,0.13765666746206756,0.8050806261065819,2,feat_kurt_min,0.29651488435281503,0.29651488435281503
PC4,4,0.13765666746206756,0.8050806261065819,3,x_pca_kurtosis_first_pc,0.27140842411536137,0.27140842411536137
PC4,4,0.13765666746206756,0.8050806261065819,4,feat_entropy_binned_std,-0.25842626082478415,0.25842626082478415
PC4,4,0.13765666746206756,0.8050806261065819,5,feat_max_min,0.2582326345264096,0.2582326345264096
PC4,4,0.13765666746206756,0.8050806261065819,6,tree__n_nodes,0.254326714496063,0.254326714496063
PC4,4,0.13765666746206756,0.8050806261065819,7,feat_std_min,0.23037513530894987,0.23037513530894987
PC4,4,0.13765666746206756,0.8050806261065819,8,class_entropy_norm,0.2148299245799203,0.2148299245799203
PC4,4,0.13765666746206756,0.8050806261065819,9,landmark__logreg_acc,-0.21306827181458984,0.21306827181458984
PC4,4,0.13765666746206756,0.8050806261065819,10,feat_max_median,0.19786000242569837,0.19786000242569837
