source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_samples,n_windows,disjoint_training_windows
benchmark_pareto,0.91,0.0,0.91,0.0,Completed,2857,484,3558,False
benchmark_max_rt,,2.0,,1.0,Completed,4135,216,214,False
benchmark_min_acc,0.91,,0.91,,Completed,2857,484,3558,False
paper_default,-1.0,-1.0,0.91,0.0,Completed,100,3,100,True
paper_default,-1.0,-1.0,0.91,0.0,Completed,500,3,500,True
paper_default,-1.0,-1.0,0.91,0.0,Completed,1000,3,1000,True
paper_default,-1.0,-1.0,0.91,0.0,Completed,2000,3,2000,True
paper_default,-1.0,-1.0,0.91,0.0,Completed,100,3,100,False
paper_default,-1.0,-1.0,0.91,0.0,Completed,500,3,500,False
paper_default,-1.0,-1.0,0.91,0.0,Completed,1000,3,1000,False
paper_default,-1.0,-1.0,0.91,0.0,Completed,2000,3,2000,False
recommendation_system,0.2765214494929939,0.9804617622070044,0.91,0.0,Completed,2185,2759,4425,True
recommendation_system,0.2772274115526145,0.9800923575562251,0.91,0.0,Completed,2284,2746,4425,True
recommendation_system,0.2789173265758627,0.9800144162793604,0.91,0.0,Completed,2860,2739,4439,True
recommendation_system,0.2790650817114228,0.978244885277358,0.91,0.0,Completed,3915,4990,4347,True
recommendation_system,0.2794799035652691,0.9780354314218068,0.91,0.0,Completed,3349,2705,4249,True
recommendation_system,0.2854173031124247,0.9780296544062348,0.91,0.0,Completed,3621,4980,4814,True
recommendation_system,0.2854500971777391,0.9767682104417792,0.91,0.0,Completed,3863,4977,4687,True
recommendation_system,0.2861363225753468,0.9752903096922068,0.91,0.0,Completed,4071,860,4162,True
recommendation_system,0.2866047350010762,0.9751973989921112,0.91,0.0,Completed,767,1217,4951,True
recommendation_system,0.2916871150529684,0.9736638039541204,0.91,0.0,Completed,3937,885,4213,True
recommendation_system,0.2932508006898247,0.9685668299518638,0.91,0.0,Completed,3631,899,4285,True
recommendation_system,0.3296346810859,0.8618522790951711,0.91,0.0,Completed,3440,800,568,True
recommendation_system,0.3790660407794549,0.8020016309310155,0.91,0.0,Completed,3196,1134,262,True
recommendation_system,0.4800464077212042,0.7561140840287561,0.91,0.0,Completed,30,488,37,False
recommendation_system,0.7251322884650455,0.5277416606981251,0.91,0.0,Completed,1500,615,12,False
recommendation_system,0.7257306067946311,0.519260944539212,0.91,0.0,Completed,4767,1118,11,False
recommendation_system,0.7279559054472372,0.5112118115707212,0.91,0.0,Completed,3271,617,1,False
recommendation_system,0.729778269968311,0.4931713020788021,0.91,0.0,Completed,4637,582,249,False
recommendation_system,0.733084668864479,0.481364097945493,0.91,0.0,Completed,4600,680,41,False
recommendation_system,0.7345185082973027,0.4723326004140261,0.91,0.0,Completed,4786,656,41,False
