source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_samples,n_windows,disjoint_training_windows
benchmark_pareto,0.58,27.0,0.58,19.0,Completed,4421,1211,1472,True
benchmark_pareto,0.6,39.0,0.6,22.0,Completed,47,3372,1,True
benchmark_pareto,0.62,41.0,0.62,24.0,Completed,103,4282,1,True
benchmark_pareto,0.63,47.0,0.63,26.0,Completed,161,4864,1,True
benchmark_pareto,0.64,48.0,0.64,28.0,Completed,2202,4555,1,False
benchmark_pareto,0.65,52.0,0.65,31.0,Completed,2143,2561,1,False
benchmark_pareto,0.66,56.0,0.66,33.0,Completed,271,4645,1,False
benchmark_pareto,0.67,68.0,0.67,41.0,Completed,263,2798,1,False
benchmark_pareto,0.68,75.0,0.68,44.0,Completed,2256,2342,1,False
benchmark_pareto,0.69,88.0,0.69,56.0,Completed,574,3946,1,True
benchmark_pareto,0.7,106.0,0.7,67.0,Completed,2407,2090,1,False
benchmark_pareto,0.71,120.0,0.71,73.0,Completed,2501,2203,1,True
benchmark_pareto,0.72,154.0,0.72,97.0,Completed,602,2119,201,False
benchmark_pareto,0.73,195.0,0.73,113.0,Completed,2527,1399,1,False
benchmark_pareto,0.74,205.0,0.74,132.0,Completed,2482,1137,1,True
benchmark_pareto,0.75,266.0,0.75,188.0,Completed,2617,1082,1,True
benchmark_pareto,0.76,425.0,0.76,290.0,Completed,1158,1347,1,False
benchmark_pareto,0.77,476.0,0.77,360.0,Completed,813,790,37,False
benchmark_pareto,0.78,627.0,0.78,435.0,Completed,2594,492,1,False
benchmark_pareto,0.8,900.0,0.8,688.0,Completed,2583,262,1,False
benchmark_max_rt,,2302.0,,1533.0,Completed,4332,2549,4686,False
benchmark_min_acc,0.58,,0.58,,Completed,391,3810,420,True
paper_default,-1.0,-1.0,0.58,35.0,Completed,100,3,100,True
paper_default,-1.0,-1.0,0.58,35.0,Completed,500,3,500,True
paper_default,-1.0,-1.0,0.58,36.0,Completed,1000,3,1000,True
paper_default,-1.0,-1.0,0.58,36.0,Completed,2000,3,2000,True
paper_default,-1.0,-1.0,0.58,35.0,Completed,100,3,100,False
paper_default,-1.0,-1.0,0.58,35.0,Completed,500,3,500,False
paper_default,-1.0,-1.0,0.58,36.0,Completed,1000,3,1000,False
paper_default,-1.0,-1.0,0.58,36.0,Completed,2000,3,2000,False
recommendation_system,0.2333926178580646,0.9496462381705816,0.58,16.0,Completed,715,4992,386,True
recommendation_system,0.2449509343045923,0.9271394096994456,0.58,16.0,Completed,715,4493,321,True
recommendation_system,0.3089352724860854,0.9043856859441196,0.59,19.0,Completed,17,3821,4,False
recommendation_system,0.398389577863155,0.8678894721877136,0.62,22.0,Completed,45,2547,23,False
recommendation_system,0.4135522706742219,0.8592199944513502,0.64,28.0,Completed,133,3194,32,False
recommendation_system,0.4284376863929709,0.8545375837480713,0.65,31.0,Completed,185,3128,39,False
recommendation_system,0.4291317254061156,0.8516527248888383,0.66,33.0,Completed,224,3337,33,False
recommendation_system,0.4854723050840938,0.8122500709239158,0.68,48.0,Completed,401,3056,39,False
recommendation_system,0.4901023817344955,0.8078603088190274,0.68,48.0,Completed,407,2994,8,False
recommendation_system,0.4960761237956359,0.803505810106276,0.69,54.0,Completed,481,3053,48,False
recommendation_system,0.5143152775835703,0.792534905886573,0.67,38.0,Completed,2289,3227,83,False
recommendation_system,0.5273701108721431,0.784276979452879,0.7,59.0,Completed,2533,3087,155,False
recommendation_system,0.569971895437964,0.7669660894019977,0.61,20.0,Completed,3,343,8,False
recommendation_system,0.682861165033888,0.7294633858618969,0.72,93.0,Completed,61,189,2,False
recommendation_system,0.7573524238242193,0.6859892570121455,0.77,214.0,Completed,120,159,33,False
recommendation_system,0.7925920722769394,0.682806497275926,0.78,262.0,Completed,64,71,7,False
recommendation_system,0.7963105983071518,0.5654557648360423,0.8,573.0,Completed,373,172,9,False
recommendation_system,0.797414045588434,0.5648026260668803,0.81,575.0,Completed,335,155,22,False
recommendation_system,0.8022129700186675,0.4835909223950968,0.82,829.0,Completed,401,75,11,False
recommendation_system,0.805132206838278,0.4710408058215953,0.83,921.0,Completed,375,60,5,False
