source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_samples,n_windows,disjoint_training_windows
benchmark_pareto,0.73,1.0,0.73,0.0,Completed,3746,2389,1920,True
benchmark_pareto,0.74,2.0,0.74,1.0,Completed,2872,1471,1,True
benchmark_pareto,0.75,3.0,0.75,2.0,Completed,4283,1761,1,False
benchmark_max_rt,,346.0,,211.0,Completed,530,4159,2746,False
benchmark_min_acc,0.72,,0.72,,Completed,3814,86,1,True
paper_default,-1.0,-1.0,0.72,1.0,Completed,100,3,100,True
paper_default,-1.0,-1.0,0.74,1.0,Completed,500,3,500,True
paper_default,-1.0,-1.0,0.73,1.0,Completed,1000,3,1000,True
paper_default,-1.0,-1.0,0.73,1.0,Completed,2000,3,2000,True
paper_default,-1.0,-1.0,0.72,1.0,Completed,100,3,100,False
paper_default,-1.0,-1.0,0.74,1.0,Completed,500,3,500,False
paper_default,-1.0,-1.0,0.74,1.0,Completed,1000,3,1000,False
paper_default,-1.0,-1.0,0.73,1.0,Completed,2000,3,2000,False
recommendation_system,0.4044987271084833,0.9827036098162668,0.73,1.0,Completed,2320,2985,4422,True
recommendation_system,0.4074786160883723,0.981478176052908,0.73,1.0,Completed,2355,3092,4980,True
recommendation_system,0.4075523117352386,0.981335695691118,0.73,1.0,Completed,2391,2976,4826,True
recommendation_system,0.4123595348859579,0.9805455339481366,0.73,1.0,Completed,3355,2849,3742,True
recommendation_system,0.4138843013375535,0.9797150924734808,0.73,1.0,Completed,3375,2738,3810,True
recommendation_system,0.4153892554786866,0.9785954222209668,0.73,1.0,Completed,3367,3561,3692,True
recommendation_system,0.4157319686648957,0.9781930607686538,0.73,1.0,Completed,3536,3154,3906,True
recommendation_system,0.4166839820234131,0.9777144849574434,0.73,1.0,Completed,3494,3380,3805,True
recommendation_system,0.4268961452213481,0.9009267755204108,0.73,1.0,Completed,4140,1997,978,True
recommendation_system,0.493103969744214,0.8443092459836156,0.74,1.0,Completed,3592,6,33,True
recommendation_system,0.5279335044250669,0.8262692727227716,0.74,2.0,Completed,3672,51,19,True
recommendation_system,0.6640768083308729,0.7221769603571291,0.75,1.0,Completed,4628,2250,417,False
recommendation_system,0.6805081292674784,0.7036777835178841,0.75,2.0,Completed,4628,1919,24,False
recommendation_system,0.7170911036683394,0.6600024799314724,0.75,3.0,Completed,3413,1030,7,False
recommendation_system,0.7691523855446617,0.6104613037341515,0.75,3.0,Completed,3312,657,12,False
recommendation_system,0.7708884381002269,0.6007728923507656,0.75,3.0,Completed,3120,511,24,False
recommendation_system,0.7733017044476043,0.5774029049896175,0.75,4.0,Completed,2650,250,25,False
recommendation_system,0.7848205855522921,0.5629613711398891,0.74,4.0,Completed,3493,512,14,False
recommendation_system,0.8005894783086855,0.5279033653891962,0.75,9.0,Completed,4540,462,10,False
recommendation_system,0.8198891829904026,0.5240224049744785,0.75,6.0,Completed,3403,326,10,False
