source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
benchmark_pareto,0.91,0.0,0.91,0.0,Completed,3706.0,2420.0,36.0,510.0,0.829
benchmark_pareto,0.92,25.0,0.92,11.0,Completed,3985.0,214.0,46.0,12.0,0.45
benchmark_max_rt,,577.0,,291.0,Completed,1622.0,321.0,88.0,989.0,0.506
benchmark_min_acc,0.9,,0.9,,Completed,3622.0,157.0,62.0,414.0,0.001
paper_default,-1.0,-1.0,0.92,43.0,Completed,100.0,100.0,30.0,500.0,0.01
paper_default,-1.0,-1.0,0.91,18.0,Completed,50.0,50.0,30.0,500.0,0.01
paper_default,-1.0,-1.0,0.91,28.0,Completed,75.0,75.0,30.0,500.0,0.01
paper_default,-1.0,-1.0,0.92,75.0,Completed,150.0,150.0,30.0,500.0,0.01
paper_default,-1.0,-1.0,0.92,113.0,Completed,200.0,200.0,30.0,500.0,0.01
paper_default,-1.0,-1.0,0.92,56.0,Completed,2000.0,100.0,30.0,500.0,0.01
paper_default,-1.0,-1.0,0.91,36.0,Completed,2000.0,50.0,30.0,500.0,0.01
paper_default,-1.0,-1.0,0.91,45.0,Completed,2000.0,75.0,30.0,500.0,0.01
paper_default,-1.0,-1.0,0.92,79.0,Completed,2000.0,150.0,30.0,500.0,0.01
paper_default,-1.0,-1.0,0.92,115.0,Completed,2000.0,200.0,30.0,500.0,0.01
recommendation_system,0.4791417824074075,0.7370499598057066,0.91,1.0,Completed,4337.0,11.0,1.0,1.0,0.7594816867162925
recommendation_system,0.4869427083333335,0.7200230322997578,0.91,50.0,Completed,4325.0,15.0,1.0,2.0,0.7541694012239558
recommendation_system,0.4957349537037037,0.691936609646231,0.91,57.0,Completed,4392.0,13.0,1.0,9.0,0.7516394325969845
recommendation_system,0.5103206018518518,0.6722688419091314,0.91,2.0,Completed,4829.0,81.0,1.0,1.0,0.7915231150347548
recommendation_system,0.5602320601851855,0.5192106580847264,0.91,10.0,Completed,4428.0,229.0,1.0,24.0,0.7257028705790591
recommendation_system,0.5641168981481486,0.5134586057753374,0.91,11.0,Completed,4509.0,168.0,1.0,37.0,0.7952915157903345
recommendation_system,0.5723067129629633,0.5116550261770162,0.91,13.0,Completed,4597.0,213.0,1.0,37.0,0.6611458602532739
recommendation_system,0.5838373842592596,0.493806664842378,0.91,16.0,Completed,4595.0,199.0,1.0,53.0,0.7477267470927841
recommendation_system,0.6172418981481486,0.4027924406392233,0.91,19.0,Completed,4595.0,208.0,6.0,53.0,0.5382388946210774
recommendation_system,0.6346863425925925,0.3298029636040762,0.91,42.0,Completed,4719.0,320.0,10.0,62.0,0.4998407091874235
recommendation_system,0.4594322916666671,0.7299341978782762,0.91,1.0,Completed,3988.0,1.0,1.0,22.0,0.6542941076936819
recommendation_system,0.4944201388888889,0.6789698384401112,0.91,1.0,Completed,4527.0,27.0,1.0,1.0,0.904778835113304
recommendation_system,0.5297008101851854,0.6086458225749419,0.92,7.0,Completed,4412.0,142.0,1.0,3.0,0.7499417764529387
recommendation_system,0.5408981481481483,0.5588853262865845,0.92,7.0,Completed,4555.0,175.0,1.0,10.0,0.7407557467704304
recommendation_system,0.6185104166666675,0.3912781656107769,0.91,21.0,Completed,4141.0,247.0,6.0,51.0,0.7557444880698653
recommendation_system,0.6318645833333332,0.3327260139564595,0.91,34.0,Completed,4591.0,271.0,8.0,83.0,0.7992553745218177
recommendation_system,0.6394664351851854,0.2737082251084462,0.91,61.0,Completed,4029.0,314.0,27.0,101.0,0.5382388946210774
recommendation_system,0.6431105324074075,0.2453395053396836,0.91,91.0,Completed,4789.0,268.0,9.0,289.0,0.556577884812635
recommendation_system,0.645931712962963,0.2227332099173551,0.91,97.0,Completed,4198.0,273.0,10.0,293.0,0.4162211427963952
recommendation_system,0.6466684027777779,0.1994301988520168,0.91,105.0,Completed,4198.0,320.0,17.0,293.0,0.4162211427963952
