Status,ACCURACY,RUNTIME,recent_samples_size,feature_id,threshold,window_size
Completed,0.04,1001,140,3,0.981,542
Completed,0.05,3086,1,4,0.03,1051
Completed,0.04,1175,1683,3,0.974,1000
Completed,0.04,5837,3854,3,0.904,4993
Completed,0.04,1955,3074,3,0.991,2533
Completed,0.05,2528,2604,3,0.925,2164
Completed,0.04,1887,1528,3,0.911,4302
Completed,0.04,2326,2482,3,0.962,4479
Completed,0.05,2737,48,3,0.832,1082
Completed,0.04,1137,4035,3,0.939,771
Completed,0.04,1603,4526,3,0.998,4708
Completed,0.05,6084,118,3,0.648,3224
Completed,0.04,1568,875,3,0.983,1320
Completed,0.09,6150,2056,3,0.178,536
Completed,0.04,1449,3275,3,0.957,1879
Completed,0.04,3071,1032,3,0.918,3372
Completed,0.04,1083,4994,3,0.934,588
Completed,0.03,7070,2004,0,0.76,2312
Completed,0.04,759,3698,3,0.975,61
Completed,0.04,2414,4455,3,0.953,4752
Completed,0.04,1307,2047,3,0.937,1298
Completed,0.04,6627,2007,2,0.449,3491
Completed,0.07,2758,14,3,0.254,1490
Completed,0.04,1887,1,2,0.048,1
Completed,0.06,1974,1,3,0.521,4947
Completed,0.06,1946,1,3,0.501,4373
Completed,0.1,723,1,3,0.542,1
Completed,0.03,3091,1,0,0.281,1647
Completed,0.05,3590,1,4,0.198,81
Completed,0.03,4136,1,1,0.508,5000
Completed,0.04,2053,1,2,0.182,1
Completed,0.03,2918,1,0,0.64,467
Completed,0.05,4524,2082,3,0.516,194
Completed,0.05,3222,1,4,0.529,2400
Completed,0.03,2089,1,1,0.001,1
Completed,0.1,1936,1,3,0.001,5000
Completed,0.04,2211,1,2,0.999,1
Completed,0.1,872,1,3,0.883,1
Completed,0.1,830,1,3,0.999,1
Completed,0.1,1756,1,3,0.001,2052
Completed,0.1,1263,1,3,0.001,156
Completed,0.04,3354,1,2,0.001,1605
Completed,0.1,1922,1,3,0.001,2704
Completed,0.04,1320,5000,3,0.999,1816
Completed,0.04,1407,1458,3,0.978,2366
Completed,0.05,2222,16,3,0.696,1596
Completed,0.04,1246,4327,3,0.96,703
Completed,0.08,6430,81,3,0.262,2634
Completed,0.04,1413,1828,3,0.948,3297
Completed,0.05,7024,183,3,0.718,2007
Completed,0.04,963,4874,3,0.953,134
Completed,0.04,1558,10,3,0.972,1247
Completed,0.05,3956,2054,3,0.558,3167
Completed,0.04,1550,2253,3,0.993,2039
Completed,0.04,1369,4785,3,0.978,3043
Completed,0.05,5450,2118,3,0.735,4318
Completed,0.05,13732,345,3,0.543,4624
Completed,0.04,11197,2396,3,0.861,1425
Completed,0.05,12001,2317,3,0.643,335
Completed,0.1,5669,46,3,0.056,3102
Completed,0.05,9746,1777,3,0.899,4188
Completed,0.04,1612,4273,3,0.946,1922
Completed,0.05,4596,94,3,0.733,2609
Completed,0.04,1572,4220,3,0.942,3882
Completed,0.03,3688,1,0,0.767,4015
Completed,0.07,4411,49,3,0.296,1497
Completed,0.05,9492,1499,3,0.898,3559
Completed,0.07,9729,2197,3,0.432,2325
Completed,0.05,7933,2126,3,0.551,1587
Completed,0.05,11417,2463,3,0.852,4355
Completed,0.05,2080,2026,3,0.678,134
Completed,0.04,1359,2294,3,0.979,2678
Completed,0.06,10128,195,3,0.419,534
Completed,0.04,1188,934,3,0.937,1044
Completed,0.04,1628,4412,3,0.927,4876
Completed,0.04,1194,2958,3,0.989,1478
Completed,0.05,3731,2106,3,0.86,4680
Completed,0.04,1475,4020,3,0.966,4842
Completed,0.05,1524,75,3,0.917,1156
Completed,0.05,10965,334,3,0.741,3534
Completed,0.03,12221,2016,0,0.904,3893
Completed,0.1,3207,2011,3,0.051,2215
Completed,0.05,6598,132,3,0.495,3853
Completed,0.04,708,1134,3,0.96,79
Completed,0.03,11178,13,0,0.647,492
Completed,0.05,5675,7,4,0.778,4440
Completed,0.05,13749,365,3,0.689,2327
Completed,0.03,14089,2042,1,0.997,3664
Completed,0.04,11658,2539,3,0.869,3546
Completed,0.04,1320,2189,3,0.941,1141
Completed,0.05,13394,2442,3,0.796,1389
Completed,0.08,7287,108,3,0.254,418
Completed,0.05,6045,2149,3,0.737,4127
Completed,0.04,1547,3295,3,0.938,4725
Completed,0.08,7528,2094,3,0.233,730
Completed,0.05,2848,802,3,0.913,3265
Completed,0.05,9580,4722,3,0.908,2122
Completed,0.04,1329,249,3,0.99,3091
Completed,0.05,6607,2756,3,0.89,3926
Completed,0.03,2340,1,4,0.942,2617
Completed,0.03,2292,1,4,0.999,3548
Completed,0.03,2011,1,1,0.128,1
Completed,0.03,2653,1,1,0.991,2295
Completed,0.1,6935,73,3,0.415,1
Completed,0.1,1981,1,3,0.141,2033
Completed,0.09,2395,1,3,0.174,4487
Completed,0.04,2682,1,2,0.503,765
Completed,0.09,1579,1,3,0.172,639
Completed,0.05,2784,2421,3,0.926,2034
Completed,0.03,2257,1,2,0.999,4293
Completed,0.03,2712,1,0,0.178,488
Completed,0.03,2769,1,0,0.999,2136
Completed,0.03,4155,1,0,0.001,5000
Completed,0.04,3230,1,2,0.036,4786
Completed,0.04,1531,3306,3,0.999,5000
Completed,0.05,1981,1,4,0.999,1
Completed,0.05,3355,1,4,0.001,5000
Completed,0.05,1967,1,4,0.491,1
Completed,0.05,3306,1,4,0.3,5000
Completed,0.1,755,1,3,0.001,1
Completed,0.1,623,1,3,0.099,1
Completed,0.1,1646,1,3,0.001,881
Completed,0.1,1719,1,3,0.001,337
Completed,0.1,1729,1,3,0.001,1683
Completed,0.1,846,3,3,0.19,1
Completed,0.1,658,1,3,0.049,1
Completed,0.1,1898,1,3,0.001,3427
Completed,0.1,4018,2030,3,0.001,440
Completed,0.08,1908,1,3,0.224,5000
Completed,0.1,1683,1,3,0.079,963
Completed,0.1,702,1,3,0.145,1
Completed,0.08,5775,2076,3,0.234,305
Failed,,,3726,4,0.492,4285
Failed,,,2423,1,0.74,42
Failed,,,1112,2,0.192,3053
Failed,,,2520,4,0.704,1809
Failed,,,1325,2,0.468,2616
Failed,,,3865,0,0.222,3805
Failed,,,4813,2,0.348,4974
Failed,,,1029,0,0.607,779
Failed,,,2193,4,0.094,3628
Failed,,,3488,1,0.829,1891
Failed,,,3572,2,0.508,295
Failed,,,2268,0,0.257,4189
Failed,,,956,4,0.801,1411
Failed,,,4732,1,0.058,2838
Failed,,,3784,4,0.432,3381
Failed,,,2582,2,0.233,3633
Failed,,,4873,3,0.112,2861
Failed,,,3705,3,0.116,3611
Failed,,,2757,3,0.171,4690
Failed,,,4412,1,0.414,995
Failed,,,3557,1,0.607,2756
Failed,,,4932,3,0.208,3661
Failed,,,4442,3,0.001,1228
Failed,,,5000,3,0.424,1570
Failed,,,2512,3,0.262,4081
Failed,,,3532,3,0.417,1619
Failed,,,3320,3,0.039,1791
Failed,,,4202,3,0.147,1041
Failed,,,2536,3,0.098,2010
Failed,,,2302,3,0.036,336
Failed,,,3308,3,0.082,2598
Failed,,,2971,1,0.155,1977
Failed,,,1314,1,0.309,4016
Failed,,,4755,3,0.005,1716
Failed,,,3443,1,0.001,4892
Failed,,,3304,1,0.001,1078
Failed,,,2950,3,0.214,848
Failed,,,4096,3,0.001,582
Failed,,,2133,3,0.099,1044
Failed,,,5000,1,0.556,505
Failed,,,4449,1,0.41,3359
Failed,,,4466,1,0.823,330
Failed,,,3051,3,0.283,1923
Failed,,,3348,3,0.001,1576
Failed,,,4907,3,0.167,3713
Failed,,,4612,3,0.089,1875
