detector,lodo_dataset,learning_target,distance_method,dual_ranking_method,target_column,preference_regions_enabled,n_preference_regions,preference_accuracy_weights,kendall_accuracy,spearman_accuracy,kendall_runtime,spearman_runtime,kendall_internal_target_WACC_0p1_WRT_0p9,spearman_internal_target_WACC_0p1_WRT_0p9,kendall_internal_target_WACC_0p3_WRT_0p7,spearman_internal_target_WACC_0p3_WRT_0p7,kendall_internal_target_WACC_0p5_WRT_0p5,spearman_internal_target_WACC_0p5_WRT_0p5,kendall_internal_target_WACC_0p7_WRT_0p3,spearman_internal_target_WACC_0p7_WRT_0p3,kendall_internal_target_WACC_0p9_WRT_0p1,spearman_internal_target_WACC_0p9_WRT_0p1,kendall_internal_target,spearman_internal_target,n_selected_from_WACC_0p1_WRT_0p9_at_20,n_selected_from_WACC_0p3_WRT_0p7_at_20,n_selected_from_WACC_0p5_WRT_0p5_at_20,n_selected_from_WACC_0p7_WRT_0p3_at_20,n_selected_from_WACC_0p9_WRT_0p1_at_20,n_heldout_configs,n_real_pareto_points,n_real_pareto_layers,acc_fast,rt_fast,acc_accurate,rt_accurate,kendall_pareto_all,spearman_pareto_all,mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,metrics_available_at_20,n_selected_at_20,gd_plus_at_20,mn_pd_at_20,top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,igd_plus_at_20,aec_at_20,rec_at_20,pec_w0p5_at_20,acc_s_at_20,rt_s_at_20,kendall_pareto_best_region,spearman_pareto_best_region,kendall_pareto_WACC_0p1_WRT_0p9,spearman_pareto_WACC_0p1_WRT_0p9,kendall_pareto_WACC_0p3_WRT_0p7,spearman_pareto_WACC_0p3_WRT_0p7,kendall_pareto_WACC_0p5_WRT_0p5,spearman_pareto_WACC_0p5_WRT_0p5,kendall_pareto_WACC_0p7_WRT_0p3,spearman_pareto_WACC_0p7_WRT_0p3,kendall_pareto_WACC_0p9_WRT_0p1,spearman_pareto_WACC_0p9_WRT_0p1
D3,Electricity,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.6279878290833079,0.7908054101913383,0.22695376406984802,0.3181750449830069,0.2988883006697707,0.44008404533489526,0.467877009099337,0.6585395434354825,0.4752286607990033,0.6518067907094357,0.41938711274425333,0.5718821669308317,4,4,4,4,4,3151,4,87,0.7826086956521737,1.0,1.0,0.6242893948718746,-0.004688823820851851,-0.010183081064789823,0.11010639308349245,0.04988116739951068,True,20,0.16138360725594553,0.11976744186046513,0.35,0.55,0.12908950192147664,0.1999999999999997,1.0,0.5999999999999999,0.8260869565217389,1.0,-0.1193240941241443,-0.1679495190181046,0.36251082897805326,0.4796172824484044,0.29720437035154945,0.40369863322431965,0.010854749099245766,0.015100447862128946,-0.3294729268186338,-0.4572276362640962,-0.36454114071447385,-0.4921041325947059
D3,ForestCovertype,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.59210236691439,0.7559390526704899,0.6040005708400432,0.7664945388664631,0.5294927358817036,0.7263835616596822,0.5869744633179177,0.7764091476576448,0.5963605124513597,0.7655013011893523,0.5817861298810828,0.7581455204087264,4,4,4,4,4,1362,21,100,0.2058823529411763,1.0,1.0,0.0212540825291768,-0.09192134392442755,-0.1300635484800076,0.14192387121974923,0.027009918991426143,True,20,0.08305772209183913,0.19545454545454546,0.0,0.3,0.07235502701596605,0.8888888888888887,0.9380284432290652,0.913458666058977,0.9117647058823528,0.9393455918111362,0.07220997349921386,0.11008349917213286,0.13010166085644873,0.18902145721121497,0.021726372886279297,0.03360182078855076,-0.28197753088855804,-0.405163065939985,-0.17430239224478794,-0.24710164070680476,-0.1551548302315198,-0.22067631375301386
D3,GasSensor,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.6542040568088664,0.8310127459887751,0.06285835177679412,0.0867626494781693,0.45967590436417927,0.6357513732008285,0.540593665602444,0.7275477446058309,0.5490128016152089,0.7378524719108722,0.4532689560334985,0.6037853970368952,4,4,4,4,4,2193,13,44,0.1944444444444445,1.0,1.0,0.0,-0.06269239692510184,-0.08848959685358031,0.16374819884417433,0.04245054325671557,True,20,0.12969758526860245,0.20930232558139536,0.0,0.15,0.10814126811884582,0.8275862068965519,0.9361151919122714,0.8818506994044117,0.8611111111111113,0.9361151919122714,0.1472634597567216,0.21270619600706286,0.3844658215595309,0.5038394402176068,0.30761009501415615,0.41727605143140434,-0.3215277339615887,-0.4457592478015789,-0.3327479775664521,-0.4475411675233002,-0.3512621896711555,-0.47026306059203365
D3,PokerHand,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.6146544784500712,0.7923466257908294,0.3464451359343711,0.4878644431917596,-0.17624150441815195,-0.26766641109874956,-0.09590560266330186,-0.12032617805886982,0.3502954164645902,0.5074052518032874,0.20784958475351573,0.27992474632565145,4,4,4,4,4,2018,19,216,0.1549295774647887,1.0,1.0,0.5932337400662006,-0.056140258165580825,-0.08229596944958496,0.07233310176648439,0.02314167059505407,True,20,0.1525663268673057,0.36720930232558135,0.2,0.4,0.06197391513918513,0.9833333333333334,0.917687853563672,0.9505105934485027,0.9859154929577464,0.9665181960469716,-0.06791300817224309,-0.10095714801463984,0.35414641193475643,0.49310123958247015,0.16235088889343216,0.241658177816987,-0.17464698315226526,-0.26093836773088647,-0.30881965249800697,-0.44080544067315863,-0.3137319560058205,-0.44449545624333686
D3,RialtoBridgeTimelapse,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7084861381944424,0.8734172129536099,0.5667237376353198,0.7386475215473902,0.3702456122634843,0.5253704742574828,0.5539404444598616,0.749342919517513,0.6908343103673777,0.8674355430537676,0.5780460485840971,0.7508427342659527,4,4,4,4,4,3646,14,163,0.108108108108108,1.0,1.0,0.576404595172558,-0.06563766395773214,-0.09246765654373068,0.12660984971564196,0.03177863255931537,True,20,0.2160637453639665,0.3570987654320988,0.5,0.5,0.08751193117319057,0.909090909090909,1.0,0.9545454545454545,0.9189189189189187,1.0,-0.013474526882145843,-0.022437257251805426,0.48476170780837197,0.6421983548137052,0.32157019382861374,0.45036013411141473,-0.2626143936540208,-0.3793709613828722,-0.42971356657141546,-0.5818535417415994,-0.44219226120021005,-0.5936722685193017
D3,SensorStream,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.19867524109605736,0.28504031260880547,0.4765555228466246,0.6546795686035806,0.4546249273457687,0.6371250907045671,0.6659399584159731,0.8425821807857845,0.6707458261356164,0.8416244953308247,0.493308295168008,0.6522103296067124,4,4,4,4,4,1862,20,173,0.0576923076923076,1.0,1.0,0.1299270154231833,0.1025625794652449,0.13497115824032385,0.1718516452254564,0.026847731161105892,True,20,0.12296704002794523,0.10377906976744186,0.65,0.75,0.07801930096127496,0.9387755102040818,0.9078413536111597,0.9233084319076208,0.9423076923076924,0.9198152514819022,0.011668743940071755,0.020623159704109873,-0.4293257672380933,-0.5914538272855124,-0.2557558092246259,-0.388399272255039,0.3518892359923568,0.4943850331450034,0.4259125197025044,0.5827835656848759,0.42009271809408255,0.5775402919122915
IBDD,Electricity,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7112742466668133,0.8806843013044846,0.6935293671485622,0.8744014969043648,0.6388647765127098,0.830624658675863,0.15448350397851904,0.24055629108273968,0.1735140364620868,0.26556928865267254,0.47433318615373815,0.618367207324025,4,4,4,4,4,3035,7,383,0.6785714285714283,1.0,1.0,0.6419656258679005,0.394923145891616,0.49748755416611984,0.13817137702666638,0.08419337588487816,True,20,0.1928790927026217,0.0524869109947644,0.7,0.8,0.1660955470748823,0.22222222222222227,1.0,0.6111111111111112,0.7499999999999998,1.0,0.4719303764376615,0.6247047032644598,0.6511339501246418,0.815609130327155,0.6315240100973583,0.8076725927816952,0.5750012673939979,0.7538723673723371,0.22088165191673764,0.28258495567359837,-0.10392515007465596,-0.1723012753241863
IBDD,ForestCovertype,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7267112765710817,0.9000479556369665,0.672398467533769,0.8637890258987188,0.5808746248913853,0.7646418260990355,0.37988480453235923,0.5336204674840052,0.35873651473692736,0.5238015124578699,0.5437211376531045,0.7171801575153192,4,4,4,4,4,1324,17,154,0.0689655172413793,1.0,1.0,0.2197013291513858,0.24811962425180703,0.3429736229503179,0.17631988875230048,0.04091434423472798,True,20,0.0846306346691105,0.13431372549019607,0.55,0.65,0.06194383003926152,0.777777777777778,0.8501518855904237,0.8139648316841008,0.7931034482758623,0.8830737154970364,0.3258009351055917,0.45723383659497996,0.44306224065473626,0.6065859562540307,0.44269077113787964,0.6103501501137979,0.42177612013016913,0.588025859826815,-0.05139578858533324,-0.06933519134838556,-0.015535222078416733,-0.02075866009466836
IBDD,GasSensor,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.627209525510009,0.7945608445079169,0.6899681695575712,0.8674514980783125,0.40412541955048475,0.5548732722141214,0.2688723674628234,0.3878896118277991,0.425569447262527,0.6006055539776205,0.48314898586868305,0.641076156121154,4,4,4,4,4,3021,14,172,0.2222222222222222,1.0,1.0,0.0,0.2864621182782341,0.38743499298838047,0.1688088275794697,0.04180453672210335,True,20,0.12672151345188898,0.11754385964912281,0.45,0.75,0.07446707055562299,0.6785714285714283,1.0,0.8392857142857142,0.7499999999999998,1.0,0.38372461248248957,0.535404811730715,0.35410950173746303,0.4743602263039823,0.48150185749804375,0.6462884200612372,0.5218491618397029,0.7029642708510202,0.10704544565336764,0.1577133449633455,-0.032195375337407,-0.04415129723768271
IBDD,PokerHand,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7190691689474006,0.8905833808534246,0.7256386759192796,0.8966900200427357,0.6770454148313126,0.8600457223662062,-0.025665200744616323,-0.03599235135598757,-0.08576296172124237,-0.11918256968341265,0.40206501944642675,0.49842884044459324,4,4,4,4,4,2080,15,913,0.1136363636363637,1.0,1.0,0.3394954230160151,0.31827408427351966,0.37987786324337386,0.09254759084765668,0.019615677060393216,True,20,0.12857945151206224,0.24528508771929824,0.6,0.6,0.04120011894102997,0.948717948717949,0.9018912392150593,0.9253045939665041,0.9545454545454548,0.9351987144593198,0.23244880074292307,0.3336356016623846,0.686858005163253,0.8591779905451234,0.6947012322769404,0.8681918908661911,0.6596135493520617,0.8433025567404014,-0.02258618045110316,-0.04068603493388401,-0.427216184973554,-0.6305970870009622
