detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.17051021073830133,6,0.2426598932113638,6,0.16666666666666666,6,0.4333333333333333,6,0.10738452216864414,6,0.8477704568899539,6,0.8890980957763772,6,0.8684342763331655,6,0.13704574292972208,6,0.0489835045157661,6,0.1363761934299863,6,0.18788308329083792,6,0.40869223393161086,6,0.5519653777940153,6,,0,,0,,0,,0
CDBD,0.2772569976613982,6,0.21138757768198593,6,0.30833333333333335,6,0.4749999999999999,6,0.13579029460200823,6,0.7717418546365916,6,0.8967278301267072,6,0.8342348423816494,6,0.09038692176717232,6,0.05645010646105775,6,0.24926087506459568,6,0.3520095406132276,6,0.21999413920501842,6,0.30675980894796123,6,,0,,0,,0,,0
CSDDM,0.15403610798939701,6,0.3274876285233233,6,0.19166666666666665,6,0.30833333333333335,6,0.08344329857492382,6,0.8927469135802469,6,0.892710998007863,6,0.8927289557940551,6,0.11856513209648584,6,0.036153747655285284,6,-0.043368472786241834,6,-0.06249782225540945,6,0.49429249682022824,6,0.639640916882039,6,,0,,0,,0,,0
D3,0.14428933781260075,6,0.22543524173692134,6,0.2833333333333334,6,0.44166666666666665,6,0.0895151573883232,6,0.791279141402294,6,0.9499454737193614,6,0.8706123075608279,6,0.1310955099758331,6,0.033518277327187956,6,-0.02975298455474155,6,-0.04475478235856158,6,0.4556076878607426,6,0.6027984824291283,6,,0,,0,,0,,0
DAWIDD,0.08854082589534569,6,0.15474037829826845,6,0.3833333333333333,6,0.5333333333333333,6,0.09206723022794429,6,0.49484126984126986,6,0.9902071590878024,6,0.742524214464536,6,0.18105134984255603,6,0.059862468625627246,6,-0.1578592143529281,6,-0.2377558337317712,6,0.42577309825786996,6,0.599889238000578,6,,0,,0,,0,,0
IBDD,0.1252709172064368,6,0.1262375867081902,6,0.5333333333333333,6,0.6749999999999999,6,0.08587678201087601,6,0.7462148962148962,6,0.905663601540708,6,0.825939248877802,6,0.15428396013756826,6,0.04512448788511645,6,0.29396230344437074,6,0.38968460618117,6,0.41196838351286,6,0.5440549953211142,6,,0,,0,,0,,0
OCDD,0.2023509158918053,6,0.31311251449720495,6,0.225,6,0.3583333333333334,6,0.10411662025141077,6,0.7829218545681961,6,0.8807166251887906,6,0.8318192398784934,6,0.13373553667873694,6,0.05693594897768478,6,0.05035346574249381,6,0.05523883420958081,6,0.45634799803114934,6,0.5992135196207033,6,,0,,0,,0,,0
PCACD,0.2983403262534327,6,0.2934390360164904,6,0.35000000000000003,6,0.4583333333333333,6,0.0772722635359029,6,0.873931623931624,6,0.8978179583146981,6,0.885874791123161,6,0.08974682992575923,6,0.02880222382624323,6,-0.13284706375859714,6,-0.18233412748640257,6,0.38779268001779615,6,0.5133808628158474,6,,0,,0,,0,,0
SPLL,0.21030336567394192,6,0.23087644370830318,6,0.3,6,0.45,6,0.09322936382765386,6,0.846816009557945,6,0.7290621596993284,6,0.7879390846286367,6,0.1243243796531675,6,0.054300618575977476,6,0.3189631775635427,6,0.4370919680645025,6,0.3911953612572428,6,0.5179037434133584,6,,0,,0,,0,,0
UDetect,0.09350187016528318,6,0.13110815424962316,6,0.4333333333333333,6,0.6416666666666667,6,0.06413143732728825,6,0.8975108225108225,6,0.9541220803304,6,0.9258164514206113,6,0.14028185869135032,6,0.025671877438928084,6,-0.10539823446112755,6,-0.14828852302030923,6,0.48017954069667756,6,0.6244305317549451,6,,0,,0,,0,,0
